frame1 #-0,7859886#0,8673608#3,127843#-0,7814876#0,6852449#3,166533# -0,5835587#0,2353439#3,131566#-0,8544009#0,6419463#3,04068#-0,5456784#0,2858946#3,273691#-0,8905598#0,6094791#3,029021#-0,5708817#0,4335026#3,293568#-0,9990364#0,5120778#3,00654#-0,6361352#0,5922763#3,210042#-0,9219074#0,5756216#3,142839#-0,7704247#0,3540639#3,175156#-0,7667426#0,2879673#3,173653#-0,7000207#0,2264254#3,183768#-0,8286182#0,2189308#3,161771#-0,6860189#-0,2406985#2,92856#-0,6748992#-0,2443463#2,923993#-0,6535813#-0,5909275#2,841841#-0,6632406#-0,5953349#2,828781#-0,6698673#-0,6544537#2,797861#-0,64487#-0,6342134#2,760404#0  
frame2 #-0,7884426#0,8716918#3,129601#-0,7815505#0,6852576#3,16679# -0,5808986#0,2509625#3,137233#-0,9256137#0,5853323#2,872225#-0,5756875#0,2334473#3,199329#-0,9511902#0,5443879#2,984987#-0,5588591#0,409869#3,308717#-0,9130914#0,3706247#3,099509#-0,6318316#0,5919734#3,21214#-0,922231#0,574631#3,142205#-0,7707398#0,354297#3,175257#-0,7671149#0,288291#3,173694#-0,7000334#0,2264393#3,183843#-0,8298876#0,2186225#3,161405#-0,6907266#-0,1540871#2,953797#-0,6966023#-0,1793019#2,922288#-0,6536567#-0,5908672#2,841978#-0,6630961#-0,5977139#2,828208#-0,6708591#-0,6548229#2,798999#-0,7165909#-0,6748249#2,84789#0  
frame3 #-0,7885298#0,871521#3,129875#-0,7823747#0,6847069#3,166486# -0,5822812#0,2497795#3,138717#-0,9261043#0,5859003#2,872319#-0,5777425#0,2320453#3,201048#-0,9464793#0,5522357#2,976093#-0,5534399#0,4056343#3,311457#-0,9074675#0,3690488#3,090978#-0,6310485#0,5918656#3,2126#-0,922355#0,5745757#3,142337#-0,7714704#0,3539737#3,175215#-0,7678223#0,2879974#3,173717#-0,7003853#0,2258496#3,184111#-0,8313354#0,2176488#3,1611#-0,6888753#-0,2479128#2,924034#-0,6775186#-0,2419081#2,920605#-0,6539506#-0,5924488#2,8446#-0,6593591#-0,5980505#2,839979#-0,67092#-0,6546482#2,799047#-0,6855099#-0,6642337#2,795903#0  
frame4 #-0,7883137#0,8734904#3,128947#-0,7833358#0,6855361#3,16614# -0,5739824#0,2210474#3,100132#-0,9275072#0,5853516#2,875718#-0,5691345#0,2650303#3,147481#-0,9419718#0,5585555#2,975149#-0,5536198#0,4057864#3,311522#-0,9090597#0,3692534#3,092391#-0,6316507#0,5926297#3,214205#-0,9229931#0,5756655#3,140751#-0,7720352#0,3546861#3,174856#-0,7682554#0,288685#3,173381#-0,700609#0,2262225#3,1841#-0,8316789#0,2183271#3,160413#-0,6872197#-0,1553507#2,951471#-0,6481831#-0,3068748#2,943033#-0,6554095#-0,5797971#2,847227#-0,6698965#-0,6157441#2,837413#-0,6736358#-0,6545047#2,797505#-0,7058487#-0,6756419#2,829828#0  
frame5 #-0,7900468#0,8752941#3,131137#-0,7837721#0,6853753#3,166981# -0,5701329#0,225858#3,085842#-0,9275541#0,5848895#2,876217#-0,5825788#0,2242213#3,148416#-0,938724#0,5426022#2,970041#-0,5550876#0,3888104#3,311534#-0,9200044#0,3413152#3,130014#-0,6291798#0,5910695#3,215669#-0,9235274#0,5766794#3,140314#-0,7720549#0,3548445#3,174787#-0,7681251#0,2890375#3,172899#-0,6998227#0,2257407#3,183658#-0,8317652#0,2188151#3,1587#-0,6870141#-0,2484348#2,923405#-0,6780159#-0,2432076#2,917515#-0,6552609#-0,5955186#2,84481#-0,6601667#-0,6059008#2,837046#-0,6735048#-0,6544538#2,797511#-0,6881242#-0,6688112#2,794729#0  
frame6 #-0,7889971#0,87539#3,130873#-0,7842511#0,6846757#3,166635# -0,5900775#0,2018862#3,122227#-0,9274126#0,5844565#2,875746#-0,5724605#0,2497341#3,195481#-0,9339572#0,5450785#2,966609#-0,5539221#0,4017624#3,316841#-0,9198775#0,3409425#3,129962#-0,6291561#0,5909588#3,21535#-0,9236668#0,5764289#3,140196#-0,7725371#0,3548988#3,174618#-0,7686279#0,2892065#3,17263#-0,7001078#0,2257754#3,183569#-0,8323597#0,2188243#3,158386#-0,6938758#-0,1527698#2,951457#-0,640921#-0,1795825#3,013065#-0,6564087#-0,5834073#2,847093#-0,6468863#-0,6089138#2,894377#-0,6752894#-0,6543734#2,795916#-0,7024644#-0,6683368#2,843824#0  
frame7 #-0,7886982#0,8744706#3,1316#-0,7844868#0,6846839#3,166407# -0,5884224#0,1828383#3,181221#-0,9257089#0,5801343#2,868958#-0,5797915#0,2375733#3,211974#-0,9446742#0,5486417#2,982661#-0,5538988#0,4017783#3,316752#-0,9170976#0,3357462#3,129337#-0,6290901#0,5907914#3,215553#-0,9227776#0,5738716#3,138549#-0,7727767#0,3547405#3,174381#-0,7687858#0,2890092#3,172294#-0,7001849#0,2257242#3,183555#-0,8324693#0,2182229#3,15758#-0,6874885#-0,2463085#2,920902#-0,6773018#-0,2443652#2,916938#-0,6548893#-0,5954858#2,845168#-0,6596202#-0,616319#2,82915#-0,6748146#-0,6541175#2,796026#-0,6855791#-0,6679186#2,790599#0  
frame8 #-0,7891048#0,8744968#3,131428#-0,7844898#0,6846923#3,16644# -0,5509416#0,1788036#3,179121#-0,9288312#0,5685939#2,885459#-0,5514839#0,2349239#3,209846#-0,937592#0,5460414#2,972563#-0,5531107#0,4032847#3,314545#-0,916355#0,3311943#3,129417#-0,6297367#0,5906429#3,21428#-0,9229245#0,5736707#3,138179#-0,7729239#0,354589#3,174342#-0,7689649#0,288781#3,172057#-0,7004858#0,225521#3,183097#-0,832574#0,2180575#3,157513#-0,6914778#-0,1544334#2,953127#-0,7183049#-0,3033228#2,915868#-0,6561685#-0,5802769#2,848076#-0,6636367#-0,6151531#2,835952#-0,674545#-0,6540821#2,797066#-0,6933672#-0,6686672#2,800817#0  
frame9 #-0,7890663#0,8747087#3,132241#-0,7844317#0,6847749#3,166582# -0,5874708#0,1642258#3,164224#-0,9303079#0,5739167#2,886463#-0,5784907#0,2252121#3,198454#-0,9275374#0,5390599#2,979379#-0,5515505#0,4081712#3,313672#-0,9098021#0,3159959#3,128619#-0,6296778#0,590309#3,213864#-0,9228442#0,5728685#3,137408#-0,7728488#0,3545259#3,174368#-0,7687938#0,2886736#3,171856#-0,7002711#0,2254321#3,182838#-0,8323319#0,2178579#3,157262#-0,6918616#-0,1551741#2,950826#-0,6684397#-0,2468962#2,918966#-0,6556899#-0,5856417#2,846876#-0,6632186#-0,6180289#2,827032#-0,6745654#-0,6542482#2,797206#-0,6971835#-0,6731919#2,801873#0  
frame10 #-0,788442#0,8737425#3,12895#-0,7845776#0,6846509#3,166472# -0,5792215#0,1826578#3,153099#-0,9305952#0,5764657#2,888287#-0,5722406#0,2391939#3,190207#-0,9282954#0,5508#2,973337#-0,5512979#0,4088021#3,314067#-0,9103236#0,3267482#3,12353#-0,6299242#0,5901764#3,213795#-0,9229873#0,5721088#3,135644#-0,7726082#0,3540502#3,174226#-0,7683038#0,2880788#3,17154#-0,6993077#0,2234936#3,182041#-0,831772#0,2179517#3,157237#-0,6916853#-0,15474#2,950476#-0,6685947#-0,2471024#2,918639#-0,6555147#-0,5880937#2,846588#-0,6648912#-0,6065255#2,830109#-0,6744731#-0,6542929#2,798757#-0,6946905#-0,6694926#2,803973#0  
frame11 #-0,7883438#0,8735477#3,129541#-0,7836391#0,6844187#3,165651# -0,5502256#0,1919222#3,161679#-0,930877#0,5773829#2,886722#-0,550184#0,2471517#3,196028#-0,9263923#0,5532775#2,958227#-0,550059#0,4128402#3,311615#-0,9097824#0,3338438#3,116578#-0,6299153#0,5901855#3,213749#-0,922184#0,570351#3,133078#-0,7725199#0,3540415#3,173973#-0,7682315#0,2880866#3,171322#-0,6993193#0,2234732#3,18204#-0,8316892#0,2181454#3,156874#-0,691672#-0,1547221#2,950471#-0,6711143#-0,2450895#2,918499#-0,6552871#-0,5903957#2,846132#-0,6648825#-0,6066326#2,829977#-0,675307#-0,6537023#2,795243#-0,694859#-0,6703466#2,805479#0  
