frame1 #-0,8458568#0,8749618#3,266186#-0,8499339#0,6779711#3,27955# -0,6197995#0,280046#3,492454#-1,031856#0,3284629#3,192872#-0,6291871#0,3182298#3,470802#-1,033038#0,3802406#3,161156#-0,6573499#0,432781#3,418382#-1,036585#0,5355737#3,078544#-0,6875545#0,5785446#3,337943#-0,9607701#0,5579197#3,21218#-0,8361143#0,3444902#3,287781#-0,8311161#0,2779537#3,287612#-0,766644#0,2188515#3,303395#-0,889591#0,2095703#3,270403#-0,7692597#-0,2451541#3,040677#-0,7539436#-0,237979#3,036628#-0,7437458#-0,5868377#2,982747#-0,7457879#-0,5899439#2,983816#-0,7614185#-0,6530659#2,936111#-0,7414947#-0,6570014#2,934198#0  
frame2 #-0,8462551#0,8752303#3,264973#-0,8503124#0,6786473#3,279238# -0,6263357#0,2961037#3,504775#-0,908682#0,5095583#3,162387#-0,6307368#0,3344179#3,482963#-0,9421815#0,5282775#3,14024#-0,6439399#0,4493603#3,429993#-1,04268#0,5844351#3,086266#-0,6880971#0,579816#3,338828#-0,9608017#0,5563322#3,211604#-0,8363039#0,3453225#3,287548#-0,8312525#0,2788294#3,287413#-0,7669103#0,2208021#3,304344#-0,8895928#0,2096979#3,269815#-0,7650268#-0,1486343#3,073231#-0,754279#-0,2276654#3,037891#-0,7445851#-0,5732917#2,983862#-0,7459548#-0,5895276#2,983147#-0,711437#-0,6121144#2,919257#-0,7435303#-0,6554301#2,934982#0  
frame3 #-0,8464648#0,8758743#3,266151#-0,8501734#0,6786955#3,278958# -0,6177888#0,2822395#3,490814#-0,8887113#0,534582#3,169363#-0,6255134#0,3221349#3,471809#-0,9259148#0,52992#3,144733#-0,6486874#0,4418212#3,427271#-1,037525#0,5159342#3,083317#-0,6874875#0,5794941#3,339091#-0,9604115#0,555667#3,210703#-0,8362453#0,345483#3,287536#-0,8312065#0,279032#3,287502#-0,7667793#0,2209168#3,304879#-0,8895855#0,2097636#3,269661#-0,7649743#-0,1488311#3,072756#-0,7548207#-0,2231549#3,03872#-0,7440822#-0,5846422#2,982044#-0,7460076#-0,5887417#2,983386#-0,7629272#-0,6510602#2,937763#-0,7603077#-0,6552358#2,942667#0  
frame4 #-0,8467585#0,8775012#3,266028#-0,8499218#0,6794348#3,279619# -0,6161668#0,2782885#3,487338#-0,8268347#0,4863211#3,190354#-0,6247817#0,3187992#3,469289#-0,8788489#0,4951396#3,159485#-0,6506264#0,4403311#3,427607#-1,034892#0,521595#3,079344#-0,6876228#0,5792673#3,338263#-0,9593692#0,5560757#3,210943#-0,8358205#0,3459813#3,287673#-0,8307433#0,2795115#3,287542#-0,7665068#0,2212727#3,30517#-0,8884808#0,2108079#3,268955#-0,7644821#-0,149698#3,073274#-0,7572523#-0,2318744#3,03642#-0,7445623#-0,5861708#2,981817#-0,7466124#-0,5886258#2,983802#-0,7634919#-0,6508352#2,93926#-0,749397#-0,6566982#2,94012#0  
frame5 #-0,8481805#0,8788048#3,269789#-0,8494833#0,6796091#3,27957# -0,6124278#0,2701937#3,493248#-0,8262689#0,540668#3,190954#-0,621617#0,3112815#3,474824#-0,8778443#0,5580696#3,160901#-0,6491848#0,434545#3,432036#-1,032571#0,6102744#3,083222#-0,6852017#0,579846#3,34525#-0,9595882#0,5557116#3,21119#-0,8357986#0,3461091#3,287749#-0,8306949#0,2796323#3,287673#-0,766327#0,2213068#3,305486#-0,8885916#0,2106896#3,268957#-0,7639#-0,1500455#3,074146#-0,7568384#-0,232744#3,036653#-0,7446305#-0,5861714#2,98197#-0,746756#-0,5883594#2,983956#-0,7635584#-0,6506903#2,939062#-0,7455332#-0,6574184#2,939978#0  
frame6 #-0,8457406#0,8788802#3,271711#-0,8491778#0,679772#3,279547# -0,6081244#0,2659938#3,488332#-0,8514645#0,5473089#3,163241#-0,6183784#0,3076532#3,47133#-0,8997229#0,5507395#3,139522#-0,6491402#0,4326316#3,432817#-1,044498#0,5610313#3,080858#-0,684287#0,5773439#3,343725#-0,9596385#0,5574118#3,21471#-0,8355617#0,3462892#3,287978#-0,8305547#0,2798158#3,287969#-0,7658965#0,2207273#3,306526#-0,8886039#0,2109104#3,269031#-0,7633849#-0,1510064#3,074691#-0,7571234#-0,2337579#3,037913#-0,7449437#-0,5863755#2,981686#-0,7467406#-0,58837#2,983986#-0,7630767#-0,6506529#2,936823#-0,7443243#-0,6573806#2,938596#0  
frame7 #-0,8441045#0,8834509#3,270791#-0,8461245#0,6822888#3,280139# -0,6088602#0,2641651#3,484085#-0,8691679#0,5374885#3,161394#-0,6190451#0,3062858#3,468338#-0,9154238#0,5368433#3,140928#-0,6495997#0,4326478#3,433572#-1,054191#0,5349078#3,092003#-0,6841562#0,5776351#3,344895#-0,9594153#0,5584508#3,214447#-0,8337572#0,3486602#3,288145#-0,8289534#0,2821331#3,288045#-0,7646344#0,22233#3,306157#-0,8872772#0,2136732#3,269266#-0,7633004#-0,1505797#3,074987#-0,7566814#-0,2322357#3,03771#-0,7445061#-0,5855917#2,980788#-0,746156#-0,5875838#2,983129#-0,763065#-0,6503307#2,936573#-0,7455795#-0,6551523#2,936827#0  
frame8 #-0,8432747#0,8821825#3,270105#-0,8459812#0,6823659#3,280195# -0,6067005#0,2663892#3,486973#-0,9645377#0,5592678#2,994157#-0,6175782#0,307983#3,470421#-0,9604306#0,6074183#3,081283#-0,6502112#0,4327644#3,433242#-1,04704#0,4942197#3,108592#-0,6839348#0,5778274#3,344669#-0,95798#0,5584263#3,217023#-0,8336892#0,3489553#3,288457#-0,8289664#0,2824898#3,288447#-0,764772#0,2228072#3,307283#-0,8873035#0,2137627#3,2693#-0,7632952#-0,150564#3,075038#-0,7555798#-0,2281099#3,039075#-0,7444642#-0,58314#2,98278#-0,7454424#-0,5870678#2,983729#-0,763651#-0,6487134#2,936669#-0,7460685#-0,6533592#2,936132#0  
frame9 #-0,8431507#0,8817001#3,27021#-0,8447316#0,6823016#3,280452# -0,6082228#0,2621377#3,477151#-0,9674319#0,5562692#2,995387#-0,6186689#0,3049801#3,463608#-0,9339579#0,590559#3,030267#-0,6500071#0,4335074#3,435456#-1,037241#0,5116392#3,090246#-0,6833406#0,5787709#3,346614#-0,958426#0,5588999#3,21821#-0,8337559#0,349263#3,288836#-0,8292934#0,2829314#3,289027#-0,765127#0,223031#3,307987#-0,8881688#0,2139571#3,26981#-0,7630845#-0,150135#3,075302#-0,7541214#-0,2284922#3,039311#-0,74444#-0,5829968#2,982856#-0,7466785#-0,5606654#2,990368#-0,7640452#-0,6486629#2,936644#-0,7466953#-0,6426271#2,940739#0  
frame10 #-0,8402879#0,8801081#3,27002#-0,8442276#0,6849881#3,287058# -0,6496018#0,2138697#3,28909#-0,9688516#0,5547341#2,996645#-0,6498705#0,2676998#3,321963#-0,9845973#0,591109#3,09747#-0,6506763#0,4291901#3,433063#-1,073665#0,5046267#3,252757#-0,6835346#0,57884#3,346524#-0,959288#0,5608265#3,219637#-0,8332551#0,3507946#3,291311#-0,8286524#0,2842976#3,290425#-0,7646865#0,2232739#3,308709#-0,8874117#0,2162842#3,270701#-0,7630612#-0,1502009#3,075955#-0,753652#-0,2326845#3,04157#-0,7443638#-0,5840136#2,981118#-0,7456889#-0,5850654#2,978132#-0,7641557#-0,6494926#2,936697#-0,744197#-0,6537793#2,933452#0  
frame11 #-0,8403984#0,8806839#3,270535#-0,8427903#0,6853846#3,286474# -0,647008#0,2029459#3,282382#-0,9680492#0,5555231#2,99704#-0,6470786#0,2580945#3,318715#-0,9612723#0,5379487#3,12257#-0,6472902#0,4235406#3,440193#-0,960894#0,363923#3,229749#-0,683774#0,5790171#3,347433#-0,9593655#0,5591276#3,220393#-0,8321323#0,350939#3,292328#-0,8273773#0,2843646#3,291439#-0,7630798#0,2230962#3,309851#-0,8864283#0,2165388#3,271928#-0,7628035#-0,1496912#3,076081#-0,7531797#-0,2382482#3,041311#-0,7434444#-0,5815958#2,982635#-0,7478665#-0,5816237#2,978146#-0,7640423#-0,6470107#2,93843#-0,7450176#-0,6526181#2,93266#0  
