frame1 #-0,8581226#0,8845049#3,203146#-0,8526044#0,6922683#3,226801# -0,6313479#0,1924783#3,308558#-1,013097#0,602703#2,999242#-0,6241001#0,2556186#3,322044#-0,9897469#0,5493174#2,963023#-0,6023569#0,4450394#3,374913#-0,9796315#0,3523779#3,150509#-0,6859353#0,5886061#3,252952#-0,9825872#0,5895891#3,173423#-0,8462216#0,364404#3,238725#-0,8350402#0,3023029#3,20724#-0,7652423#0,2343404#3,214873#-0,8987358#0,2347827#3,1885#-0,7575064#-0,2323344#2,962115#-0,7394401#-0,2213592#2,974511#-0,7216013#-0,5780811#2,907956#-0,730858#-0,5852078#2,911969#-0,7601321#-0,6550221#2,868231#-0,7085869#-0,6250107#2,839718#0  
frame2 #-0,8576155#0,8886057#3,201891#-0,8519031#0,6946844#3,227717# -0,6296582#0,1824408#3,312763#-0,9985747#0,5784602#2,927945#-0,6234061#0,2465898#3,325409#-0,9980349#0,56203#2,994246#-0,6046499#0,4390369#3,375867#-0,9815977#0,3441193#3,15946#-0,6859979#0,5889947#3,253622#-0,9787254#0,5869455#3,168382#-0,8470366#0,3638705#3,239157#-0,8354808#0,3009042#3,207743#-0,7661215#0,2338965#3,215242#-0,8989487#0,2334398#3,189206#-0,755406#-0,1466742#2,998105#-0,7479098#-0,1911983#2,974075#-0,7223459#-0,5791478#2,908685#-0,7310895#-0,585604#2,912783#-0,7590664#-0,6564173#2,866105#-0,7534721#-0,6582125#2,880172#0  
frame3 #-0,8600322#0,8927667#3,202114#-0,8526734#0,6964722#3,227417# -0,6233244#0,1859477#3,310391#-0,9974209#0,5815717#2,929214#-0,6193619#0,2499098#3,323684#-0,9914745#0,5967835#3,042191#-0,6074746#0,4417959#3,37607#-0,9800818#0,3528621#3,159293#-0,6859326#0,5908191#3,2524#-0,9772602#0,5863613#3,16653#-0,8473298#0,3639959#3,239007#-0,8356329#0,300931#3,207598#-0,7668009#0,2346556#3,214852#-0,8989594#0,2334331#3,189138#-0,7572829#-0,232398#2,964853#-0,7451655#-0,2212089#2,971929#-0,7225225#-0,5794504#2,908674#-0,7309437#-0,5858822#2,912837#-0,7580827#-0,6569388#2,863456#-0,7730286#-0,6685331#2,88776#0  
frame4 #-0,8590804#0,8936615#3,201296#-0,8532674#0,6984386#3,226943# -0,6207309#0,1704288#3,317655#-0,9972295#0,5873234#2,934149#-0,6180907#0,2352803#3,327026#-0,9951137#0,5787224#3,037949#-0,6101699#0,4298347#3,367627#-0,9803384#0,3503316#3,16001#-0,6863002#0,5914009#3,251902#-0,9778598#0,5883673#3,168315#-0,8470375#0,3648769#3,238815#-0,8354548#0,3016642#3,207365#-0,7665995#0,2353908#3,214667#-0,8985308#0,2344617#3,18894#-0,7549274#-0,1483911#2,997793#-0,7442857#-0,2245747#2,970893#-0,7242132#-0,5825802#2,911001#-0,7324446#-0,590034#2,912451#-0,7572466#-0,6585959#2,860926#-0,765702#-0,6700987#2,874695#0  
frame5 #-0,8610858#0,9009945#3,198029#-0,8516719#0,7018532#3,226442# -0,6258442#0,1751063#3,306838#-0,9984955#0,5843682#2,933102#-0,6212697#0,2389675#3,318973#-0,9970835#0,5690407#2,973623#-0,6075461#0,430551#3,367858#-0,9826528#0,3717765#3,1617#-0,6872811#0,592447#3,2503#-0,9780085#0,5895142#3,169243#-0,846543#0,3663514#3,238049#-0,8353048#0,3028635#3,206456#-0,7668378#0,2370418#3,213346#-0,8982818#0,2360246#3,188104#-0,7550081#-0,1483095#2,997862#-0,7439394#-0,2246086#2,971628#-0,7245174#-0,5854726#2,91041#-0,7325791#-0,5888727#2,913214#-0,757183#-0,6587314#2,860652#-0,7656568#-0,6694579#2,877092#0  
frame6 #-0,8610664#0,9016105#3,199413#-0,8519964#0,7018678#3,226404# -0,6294088#0,1815843#3,29937#-0,998276#0,5859388#2,934162#-0,6232154#0,2446296#3,31386#-0,998225#0,5986831#3,014153#-0,604635#0,4337655#3,369818#-0,9748401#0,3674582#3,151376#-0,686532#0,5937397#3,250808#-0,9773382#0,5896062#3,166286#-0,8468279#0,3666018#3,237829#-0,8351384#0,3032539#3,206204#-0,7665182#0,2376547#3,213135#-0,8980255#0,2361862#3,187757#-0,7551191#-0,1481339#2,997834#-0,7435626#-0,2241566#2,971953#-0,7254813#-0,5847275#2,911444#-0,7323331#-0,5909829#2,91979#-0,757231#-0,6588764#2,860729#-0,7630097#-0,6668943#2,878304#0 
frame7 #-0,8615519#0,9017996#3,200049#-0,852015#0,7025548#3,225749# -0,6306353#0,1837407#3,290232#-0,9954746#0,5848336#2,929516#-0,6235769#0,2461607#3,306249#-0,9950725#0,6015679#3,011678#-0,6024016#0,4334208#3,366794#-0,9763935#0,3708646#3,149319#-0,6868631#0,5949162#3,248284#-0,9775051#0,5898166#3,166272#-0,8463898#0,3670112#3,237664#-0,8349227#0,3035519#3,206028#-0,7662076#0,2381486#3,212701#-0,8978068#0,2363974#3,187855#-0,7553058#-0,1479267#2,997718#-0,732248#-0,2746677#2,976643#-0,7254686#-0,5847411#2,911469#-0,7421409#-0,6017141#2,925266#-0,7570294#-0,6586224#2,860298#-0,7775678#-0,6704823#2,89266#0  
frame8 #-0,8632171#0,9026717#3,200191#-0,8523089#0,7027311#3,225366# -0,6314028#0,1864939#3,292666#-0,9940187#0,5873727#2,926892#-0,6240619#0,2488655#3,308105#-0,9960884#0,5724496#3,034038#-0,6020395#0,4359803#3,366907#-0,976266#0,370976#3,148682#-0,6870546#0,595607#3,248271#-0,9777571#0,5889424#3,166141#-0,8466393#0,368144#3,236722#-0,8351058#0,3050236#3,204855#-0,7664504#0,2407642#3,211107#-0,8978487#0,2370504#3,187009#-0,7553497#-0,1477688#2,997673#-0,7315758#-0,2772026#2,97532#-0,725448#-0,5840108#2,911539#-0,7410286#-0,6023762#2,924291#-0,7567912#-0,6585654#2,859265#-0,7741177#-0,6680338#2,885905#0  
frame9 #-0,8627083#0,9008801#3,201182#-0,8520077#0,7029471#3,224411# -0,618467#0,1895668#3,281653#-0,995356#0,5906065#2,934131#-0,6143614#0,2515268#3,299159#-0,9765546#0,6226996#3,059138#-0,6020447#0,4374068#3,364173#-0,9767394#0,3718986#3,146931#-0,6873992#0,5955768#3,246049#-0,9778844#0,5887021#3,166133#-0,8463529#0,3683864#3,236181#-0,835059#0,3051909#3,204298#-0,76648#0,2410185#3,2103#-0,8978269#0,237136#3,186826#-0,7554852#-0,147405#2,997414#-0,7370911#-0,2340786#2,966587#-0,7254325#-0,5845692#2,911377#-0,7311887#-0,5917094#2,919001#-0,7568319#-0,658543#2,859198#-0,7776487#-0,6705054#2,894535#0  
frame10 #-0,8631081#0,9029307#3,201915#-0,8526082#0,7031535#3,222265# -0,5536004#0,233767#3,277715#-1,000777#0,5959177#2,948767#-0,618023#0,2481513#3,285713#-0,991546#0,6104479#3,045349#-0,597916#0,4322397#3,3542#-0,9762709#0,3654783#3,146941#-0,6869199#0,5954826#3,245089#-0,9786566#0,5898778#3,166835#-0,8464044#0,3689987#3,23431#-0,8352271#0,3058127#3,202441#-0,7662562#0,2405477#3,207814#-0,8982024#0,2381576#3,185515#-0,7553375#-0,1471997#2,996999#-0,7380374#-0,2308617#2,968076#-0,7253751#-0,5845805#2,911781#-0,7309219#-0,5919898#2,918999#-0,7569056#-0,6585643#2,859274#-0,7758873#-0,6698091#2,894711#0 
frame11 #-0,8651187#0,9009213#3,206212#-0,8525341#0,7031714#3,222279# -0,5460542#0,2376267#3,309549#-1,004141#0,5923438#2,947172#-0,6103821#0,2451696#3,295317#-1,002188#0,5934516#3,013448#-0,599029#0,4330902#3,350411#-0,9766114#0,3718713#3,143179#-0,6858763#0,5949692#3,244979#-0,9792141#0,5893574#3,168167#-0,8460751#0,3688936#3,234163#-0,8350556#0,305684#3,202153#-0,7658178#0,2397539#3,206827#-0,8981441#0,2380654#3,185514#-0,7552598#-0,147199#2,996548#-0,7417818#-0,2313473#2,971347#-0,7255244#-0,5844021#2,911974#-0,7330275#-0,5961528#2,92098#-0,7569229#-0,6584929#2,859362#-0,7758006#-0,6698865#2,894338#0  
