frame1 #-0,5236169#0,911864#3,470722#-0,550728#0,710775#3,476658# -0,2749572#0,2664302#3,449931#-0,6783683#0,5935889#2,779597#-0,317648#0,2960907#3,4972#-0,6575478#0,4521235#3,107207#-0,3617968#0,4308038#3,707645#-0,6440483#0,354206#3,359287#-0,3949211#0,615765#3,587673#-0,6414002#0,5662337#3,375826#-0,5481088#0,3613502#3,483583#-0,5336514#0,2927468#3,471638#-0,4756124#0,2407048#3,497318#-0,586528#0,2184157#3,440507#-0,2223184#-0,1571543#3,436371#-0,8557432#-0,218555#3,438323#-0,5747743#-0,3664557#3,432359#-0,9235783#-0,5174301#3,443844#-0,4635279#-0,4078156#3,43808#-0,860889#-0,5639898#3,376181#1  
frame2 #-0,5267565#0,9110115#3,457539#-0,5499181#0,7111381#3,478283# -0,2921171#0,2796241#3,456149#-0,67646#0,5934203#2,782592#-0,3376723#0,3162569#3,516634#-0,6755846#0,5515426#2,974869#-0,360028#0,4300333#3,69821#-0,6605486#0,4293564#3,224847#-0,3948042#0,6131476#3,583286#-0,6487283#0,5785872#3,379076#-0,5477552#0,3612775#3,484364#-0,5336623#0,2926849#3,471939#-0,4751689#0,2386103#3,497159#-0,5869963#0,2188534#3,440853#-0,2215265#-0,1574948#3,436451#-0,8558475#-0,2184955#3,438461#-0,05828943#-0,5169905#3,489057#-0,9333321#-0,5484296#3,444298#0,01394655#-0,585098#3,455925#-0,982794#-0,6135765#3,42938#1  
frame3 #-0,5262372#0,9047019#3,452051#-0,5501251#0,712262#3,479765# -0,2970988#0,2858224#3,458677#-0,6739857#0,5947315#2,787332#-0,329675#0,3140779#3,532916#-0,6678991#0,5344715#2,962211#-0,360222#0,4360669#3,702496#-0,6612867#0,4324214#3,226933#-0,3957205#0,6117139#3,578379#-0,6524282#0,5848306#3,382968#-0,5467722#0,3617719#3,485666#-0,5327734#0,2931555#3,472695#-0,4732168#0,2376818#3,497964#-0,5861639#0,2207967#3,441946#-0,2192507#-0,1594855#3,435617#-0,8489366#-0,1992641#3,43963#-0,05821059#-0,5175292#3,488034#-0,9333932#-0,5485349#3,444264#0,004469504#-0,584173#3,452127#-0,9799304#-0,6150265#3,426045#1  
frame4 #-0,5251254#0,9061729#3,448078#-0,5477852#0,7161977#3,482121# -0,2965778#0,2555935#3,421858#-0,6730444#0,5953975#2,787855#-0,3218679#0,3195314#3,525151#-0,6674685#0,5340443#2,958233#-0,3596748#0,4352385#3,699969#-0,6607801#0,4313545#3,225117#-0,3954795#0,6120374#3,578545#-0,6523582#0,5844946#3,3829#-0,5465223#0,3621669#3,486236#-0,5324861#0,2933147#3,4728#-0,472759#0,2377906#3,497726#-0,5861241#0,2209226#3,442077#-0,2194826#-0,1582633#3,434679#-0,8486592#-0,1960101#3,438908#-0,067231#-0,5067525#3,486615#-0,9338491#-0,5497256#3,443983#0,003651299#-0,5829212#3,452967#-0,9763619#-0,6158955#3,425352#1  
frame5 #-0,5253639#0,904241#3,44703#-0,5473418#0,7157417#3,48309# -0,3033478#0,2631924#3,446035#-0,6726476#0,5951915#2,795079#-0,3260906#0,3210962#3,520899#-0,6802385#0,5615543#2,968215#-0,3606145#0,4349967#3,700086#-0,6612663#0,4328165#3,223259#-0,3954173#0,6121175#3,57862#-0,6524684#0,5843933#3,383818#-0,5465026#0,3617278#3,487014#-0,5322776#0,292841#3,473098#-0,472309#0,2365167#3,498035#-0,5861605#0,2205016#3,442108#-0,2192451#-0,1586054#3,434968#-0,8475695#-0,1933546#3,439294#-0,06303591#-0,503826#3,487563#-0,9260994#-0,5209304#3,452563#0,005469391#-0,5838003#3,452567#-0,970595#-0,6055506#3,425366#1  
frame6 #-0,5232446#0,9011853#3,442806#-0,5457031#0,7147825#3,482664# -0,2977408#0,2628001#3,488619#-0,6722659#0,5948884#2,796763#-0,3279337#0,3225236#3,521077#-0,6808749#0,5629963#2,969423#-0,3601594#0,4349335#3,700461#-0,6614474#0,4293322#3,222094#-0,3942257#0,6121927#3,577607#-0,6531451#0,5799294#3,384134#-0,5461703#0,3615992#3,487465#-0,5320244#0,2927314#3,4732#-0,4717794#0,2363459#3,497957#-0,5862546#0,2200058#3,442315#-0,218785#-0,1591542#3,43521#-0,8472857#-0,2002699#3,44267#-0,0657443#-0,5025445#3,484641#-0,9258265#-0,5202826#3,452827#0,006914832#-0,5839673#3,453702#-0,8704907#-0,5650005#3,384511#1  
frame7 #-0,5243142#0,9022053#3,444998#-0,5453925#0,714366#3,482973# -0,2867471#0,2458102#3,442735#-0,6722637#0,5952014#2,798711#-0,3038013#0,2900708#3,499501#-0,6743311#0,5541107#2,965571#-0,3597389#0,4352458#3,698818#-0,6610141#0,4264964#3,222222#-0,3921176#0,6143287#3,577358#-0,6522155#0,5767956#3,384828#-0,5451381#0,3624595#3,488295#-0,5307161#0,2940228#3,473731#-0,4696625#0,2383464#3,49862#-0,5858384#0,2200649#3,442415#-0,2186042#-0,1594235#3,435251#-0,8464034#-0,1970003#3,44234#-0,06677182#-0,5036374#3,48334#-0,9296541#-0,5429302#3,447009#0,003398486#-0,5829358#3,448619#-0,978933#-0,6147261#3,429609#1  
frame8 #-0,5242243#0,9023161#3,44499#-0,5448434#0,714105#3,482043# -0,30041#0,2938984#3,474557#-0,6721049#0,5950481#2,798819#-0,3298934#0,3247014#3,517557#-0,6673837#0,5371704#2,958046#-0,3595856#0,4355495#3,699016#-0,6611365#0,4294604#3,224806#-0,3909735#0,6151952#3,577997#-0,6524714#0,580404#3,387138#-0,5447599#0,3619106#3,488618#-0,5303631#0,2931938#3,474023#-0,4688572#0,2363534#3,498801#-0,5858794#0,2194506#3,443057#-0,2182855#-0,1599584#3,435414#-0,8449929#-0,1959536#3,441942#-0,06755928#-0,5021418#3,483175#-0,9316362#-0,5486957#3,443268#0,00626348#-0,5826284#3,451487#-0,8770056#-0,5936226#3,374163#1  
frame9 #-0,5178907#0,891089#3,456326#-0,5447676#0,7136043#3,482705# -0,2621352#0,2835612#3,439941#-0,6662236#0,6002554#2,780772#-0,3244322#0,3003893#3,475192#-0,6593135#0,5316525#2,974183#-0,3601069#0,4363353#3,701789#-0,6625903#0,4183825#3,241417#-0,3914024#0,6142581#3,577962#-0,6503785#0,5836176#3,389017#-0,5443031#0,361874#3,48929#-0,5297818#0,2932487#3,474539#-0,4683352#0,2355077#3,500564#-0,5848079#0,2202644#3,442857#-0,2182107#-0,1599254#3,435416#-0,8452281#-0,1884237#3,438426#-0,06224279#-0,5123991#3,484359#-0,9267437#-0,5264533#3,451218#0,006342286#-0,5839651#3,451118#-0,8717526#-0,5716126#3,381728#1  
frame10 #-0,5185774#0,8909096#3,454211#-0,5447115#0,7133812#3,483221# -0,3246567#0,2906303#3,457702#-0,6649218#0,6002969#2,779068#-0,3297796#0,3183932#3,512713#-0,6594188#0,5372685#2,962752#-0,3591215#0,4320781#3,695728#-0,663721#0,424543#3,231482#-0,3920934#0,614078#3,57758#-0,6515018#0,5833352#3,388742#-0,5443981#0,3617766#3,48964#-0,5298271#0,2931744#3,474719#-0,4688626#0,2346538#3,500444#-0,58486#0,2205118#3,443122#-0,2180288#-0,1604894#3,435466#-0,8453115#-0,1887388#3,43786#-0,06130251#-0,5142654#3,485438#-0,9351858#-0,5487881#3,444658#0,003533564#-0,5838834#3,451925#-0,8807971#-0,5935068#3,37577#1  
frame11 #-0,5186595#0,8910982#3,45424#-0,54482#0,7121919#3,481427# -0,303357#0,2894352#3,449845#-0,6671052#0,6003366#2,788545#-0,3294601#0,3176316#3,511898#-0,662093#0,5389826#2,959448#-0,3587523#0,4319653#3,695255#-0,6642061#0,4257011#3,228894#-0,3918257#0,613898#3,575618#-0,6516876#0,583249#3,388599#-0,5441755#0,3617007#3,489385#-0,5297179#0,2931135#3,474526#-0,4686542#0,2343221#3,500132#-0,5848377#0,2205589#3,443052#-0,2185666#-0,1593082#3,435366#-0,8460133#-0,1895672#3,437259#-0,08980346#-0,4867207#3,46737#-0,935283#-0,5491877#3,444374#-0,009570688#-0,5672166#3,454143#-0,8807541#-0,5944459#3,374534#1  
