frame1 #-0,7345871#0,9968663#3,463747#-0,6792224#0,7908924#3,486052# -0,9431308#0,7659141#3,117181#-0,8461659#0,2048869#3,357579#-0,8740278#0,7461189#3,113994#-0,8734978#0,2572408#3,427255#-0,6985894#0,6676887#3,233456#-0,9554936#0,4143025#3,650482#-0,5756431#0,5896616#3,493448#-0,862654#0,5952777#3,494738#-0,697834#0,4072951#3,510289#-0,7015563#0,3305756#3,518608#-0,6401075#0,2648304#3,52274#-0,7692624#0,2673576#3,519618#-0,4245668#-0,1393559#3,504215#-0,979194#-0,1437474#3,486832#-0,7723133#-0,3678435#3,494843#-1,091166#-0,5428668#3,49949#-0,6591924#-0,4093217#3,499281#-1,0897#-0,5959541#3,409095#1  
frame2 #-0,7297395#0,8739936#3,494212#-0,7212831#0,7085864#3,503287# -0,8615169#0,8346298#3,051312#-0,8986679#0,2055183#3,429349#-0,7986042#0,8098706#3,053059#-0,9143711#0,2560539#3,477828#-0,5833345#0,7150906#3,237426#-0,9614809#0,4076605#3,635795#-0,5795021#0,5962009#3,489601#-0,8698301#0,5870121#3,493698#-0,7047337#0,4009492#3,511423#-0,7038726#0,3328684#3,509363#-0,6392125#0,2694701#3,514224#-0,770301#0,2666978#3,508034#-0,4232711#-0,137718#3,496971#-0,9693067#-0,1308521#3,482283#-0,2727355#-0,4917861#3,542429#-1,094056#-0,5529763#3,496145#-0,1908922#-0,5810399#3,510802#-1,189442#-0,6262969#3,456125#1  
frame3 #-0,7890071#0,8725535#3,441414#-0,7104446#0,759341#3,505959# -0,7262539#0,8705206#2,986012#-0,8819815#0,1991021#3,386842#-0,6539624#0,8415347#3,029613#-0,9023608#0,2516062#3,445811#-0,5002527#0,7298039#3,257201#-0,9634987#0,4091184#3,634902#-0,5798227#0,6778483#3,470973#-0,8823558#0,6178749#3,507524#-0,7096859#0,4739603#3,514123#-0,7109699#0,4155486#3,509359#-0,6428701#0,3575893#3,512027#-0,7798408#0,3343239#3,502753#-0,4252557#-0,1340365#3,496171#-0,9682717#-0,127098#3,47993#-0,272842#-0,4904844#3,540229#-1,094262#-0,5537798#3,49457#-0,1943982#-0,5791207#3,511315#-1,200299#-0,6250248#3,487007#1  
frame4 #-0,7473223#0,9551452#3,459908#-0,6888352#0,8088127#3,51105# -0,579183#0,9215056#2,966646#-0,9157715#0,2090472#3,40169#-0,5367905#0,8831577#2,992206#-0,9152693#0,2572536#3,441652#-0,4544096#0,7629754#3,229011#-0,9672035#0,4100334#3,636034#-0,5357975#0,6912932#3,43428#-0,8957347#0,6224164#3,513464#-0,7036324#0,4649518#3,516177#-0,7045001#0,3943575#3,511119#-0,6204746#0,3140694#3,512095#-0,7872153#0,2843153#3,50564#-0,4241545#-0,1406966#3,497308#-0,9672656#-0,124313#3,480952#-0,2730739#-0,4898643#3,540088#-1,094368#-0,5537947#3,495321#-0,1944179#-0,5790458#3,512696#-1,205953#-0,6264612#3,489544#1  
frame5 #-0,7363411#0,8881125#3,468968#-0,7433157#0,7204047#3,517309# -0,4502714#0,8903731#2,959136#-0,9291272#0,2052993#3,416382#-0,4309419#0,8435855#3,025169#-0,951827#0,2477912#3,487034#-0,4442368#0,7559198#3,242829#-0,9695883#0,4092632#3,63978#-0,5936322#0,6290511#3,475404#-0,8942765#0,6037622#3,509767#-0,7180822#0,3993651#3,519185#-0,7143133#0,3355691#3,511712#-0,6390103#0,2810785#3,510153#-0,7815204#0,2709775#3,50638#-0,4207469#-0,1515913#3,497415#-0,9416258#-0,1044625#3,484818#-0,2726369#-0,4935252#3,538979#-1,094512#-0,5531633#3,493783#-0,1902267#-0,5815262#3,502968#-1,202827#-0,6255345#3,4864#1  
frame6 #-0,7381644#0,9020588#3,478432#-0,742542#0,7214031#3,517009# -0,3779834#0,904213#2,982692#-0,9305041#0,2324891#3,411738#-0,373274#0,8594645#3,031929#-0,9405804#0,270286#3,459363#-0,4081856#0,7379207#3,279044#-0,9658226#0,4054906#3,639327#-0,5874784#0,6322281#3,478274#-0,8932366#0,6049404#3,511254#-0,7185422#0,3940132#3,520482#-0,7154301#0,3269029#3,512627#-0,6415713#0,262601#3,511185#-0,7826786#0,2497244#3,509148#-0,4207951#-0,151631#3,498323#-1,022454#-0,189964#3,46893#-0,2728832#-0,4937108#3,540646#-1,10042#-0,5565955#3,4907#-0,1901118#-0,5812678#3,503534#-1,199277#-0,6357023#3,459559#1  
frame7 #-0,7386531#0,9013248#3,477252#-0,7414934#0,7202561#3,519503# -0,3776304#0,9028417#2,982582#-0,9234936#0,2197399#3,416761#-0,3712173#0,8575637#3,034306#-0,9330858#0,2577335#3,462892#-0,4095169#0,7364425#3,285699#-0,9631861#0,4049289#3,634334#-0,5807029#0,6322829#3,480113#-0,8913314#0,6046691#3,511461#-0,717771#0,3896212#3,52298#-0,7147156#0,322766#3,513933#-0,6404191#0,2581299#3,513292#-0,781667#0,2454039#3,50879#-0,4207056#-0,1516981#3,498638#-0,969444#-0,1233965#3,481958#-0,273297#-0,4932078#3,541041#-1,100142#-0,5556545#3,493824#-0,1910235#-0,5808394#3,505188#-1,204148#-0,6337122#3,471895#1  
frame8 #-0,7332385#0,9006556#3,484948#-0,7348936#0,7213254#3,521785# -0,3743681#0,8928447#2,984908#-0,9403855#0,3974301#3,338366#-0,3689631#0,8488325#3,04249#-0,8851513#0,3790649#3,352758#-0,4107442#0,7363784#3,288256#-0,9322161#0,4005714#3,574843#-0,5688736#0,6271443#3,475812#-0,8876411#0,6026767#3,510008#-0,7146237#0,3927313#3,525578#-0,7120979#0,3277218#3,514734#-0,6384239#0,2605252#3,513249#-0,7780789#0,2516495#3,509259#-0,4211099#-0,1511659#3,498583#-1,009388#-0,1808728#3,47834#-0,2742487#-0,4932819#3,541254#-1,099281#-0,5549465#3,495112#-0,1948684#-0,5798144#3,509025#-1,197445#-0,6255841#3,472718#1  
frame9 #-0,7326152#0,9051634#3,492655#-0,7302614#0,7223638#3,518828# -0,3935788#0,863413#3,017277#-0,8954613#0,539484#3,247297#-0,3732423#0,8403827#3,046669#-0,9033647#0,503049#3,30876#-0,3861777#0,7180009#3,294447#-0,927075#0,3937441#3,505797#-0,5645448#0,6251934#3,481419#-0,8861552#0,6017745#3,508644#-0,7133072#0,3931132#3,526531#-0,7107635#0,3279488#3,515714#-0,6366284#0,2606031#3,515572#-0,7771881#0,251584#3,510167#-0,3951468#-0,2189795#3,496372#-1,010284#-0,18301#3,481765#-0,2634023#-0,5223203#3,549371#-1,09406#-0,5394628#3,498352#-0,1906221#-0,5842503#3,51339#-1,196135#-0,6248619#3,47042#1  
frame10 #-0,7303936#0,9042028#3,495#-0,727814#0,71842#3,518995# -0,4007482#0,8467627#3,039654#-0,9331862#0,4604938#3,31179#-0,3825975#0,8019134#3,089418#-0,9033531#0,4980297#3,347468#-0,3801781#0,7044778#3,299043#-0,9350192#0,4187983#3,561081#-0,5615028#0,614544#3,487498#-0,8678355#0,5949876#3,48806#-0,7120513#0,389022#3,52777#-0,7086312#0,3238177#3,516951#-0,6360317#0,2570325#3,518054#-0,7744507#0,2495163#3,510447#-0,4151502#-0,1597897#3,49994#-1,010344#-0,1856699#3,483427#-0,2719828#-0,5014796#3,542581#-1,094011#-0,5446059#3,498435#-0,1933219#-0,5834628#3,515128#-1,203971#-0,6260704#3,482835#1  
frame11 #-0,7279302#0,9042898#3,493104#-0,7275653#0,7180133#3,51935# -0,413896#0,7728671#3,118634#-0,8809477#0,5324518#3,330413#-0,3982679#0,7310789#3,171329#-0,8887192#0,5239419#3,344709#-0,3563157#0,6024095#3,393247#-0,9643209#0,3994983#3,509119#-0,5590908#0,6126657#3,492066#-0,8657386#0,5946642#3,486109#-0,7115175#0,3873276#3,5281#-0,7077288#0,3217653#3,517012#-0,6353431#0,2552091#3,519294#-0,7730708#0,247556#3,509018#-0,4312289#-0,11977#3,503913#-1,010472#-0,1856228#3,484185#-0,2719407#-0,503632#3,542384#-1,093651#-0,5459889#3,498583#-0,1945637#-0,5831385#3,515201#-1,203924#-0,6247584#3,486233#1  
