frame1 #-0,7027574#0,8974371#3,497277#-0,6708493#0,718781#3,52299# -0,1682697#0,2724526#3,08274#-1,100886#0,1406343#3,420029#-0,1830249#0,3486069#3,123438#-1,029348#0,1703111#3,453435#-0,2886608#0,506933#3,303544#-0,8147346#0,2593417#3,566721#-0,5165473#0,5962727#3,435126#-0,8105487#0,585489#3,551895#-0,6392549#0,3724009#3,531416#-0,6338431#0,3030554#3,534005#-0,5617837#0,2390985#3,525931#-0,6940843#0,2342458#3,541424#-0,3161133#-0,150915#3,467353#-0,9340559#-0,2178964#3,514705#-0,676999#-0,3658988#3,491715#-1,012041#-0,5295598#3,528698#-0,5615273#-0,4066512#3,492863#-1,059543#-0,6034606#3,506911#1  
frame2 #-0,7076818#0,9040135#3,506719#-0,6729352#0,7215043#3,519182# -0,3503763#0,09399933#3,315005#-0,7274565#-0,06142531#3,542831#-0,347364#0,1503989#3,357056#-0,7991406#0,001315475#3,541905#-0,3423085#0,4030078#3,403097#-0,8200094#0,2551939#3,560809#-0,5224436#0,5933696#3,431938#-0,8138306#0,5828334#3,555681#-0,6395465#0,373243#3,530399#-0,6339065#0,3037212#3,533442#-0,5615461#0,2397233#3,525788#-0,693512#0,2354726#3,540524#-0,3145608#-0,1522133#3,466603#-0,9281737#-0,2108919#3,516571#-0,1681882#-0,4844977#3,518853#-1,020036#-0,5296977#3,521809#-0,1990039#-0,5317471#3,445893#-1,050852#-0,5769472#3,44885#1  
frame3 #-0,7082072#0,902155#3,50661#-0,6726487#0,7171237#3,517767# -0,4791202#0,03091609#3,336437#-0,7073718#-0,03809953#3,546216#-0,4760602#0,0882085#3,379154#-0,780875#-0,03026647#3,483754#-0,4310023#0,3381736#3,420374#-0,8235899#0,2479402#3,562273#-0,5248361#0,5882288#3,42973#-0,8147739#0,585633#3,558795#-0,6403934#0,3700696#3,527773#-0,6348726#0,3006904#3,530892#-0,5638709#0,2331617#3,519847#-0,6939712#0,2347412#3,539964#-0,3112827#-0,151454#3,466162#-0,9278834#-0,2124441#3,516235#-0,1668906#-0,4816391#3,51724#-1,014769#-0,5486846#3,535482#-0,1970826#-0,5258569#3,449417#-1,044961#-0,5929024#3,467659#1  
frame4 #-0,6944779#0,8957188#3,483585#-0,670258#0,7137572#3,516453# -0,7888897#0,1770881#3,354365#-0,8086373#0,1529934#3,338047#-0,6971232#0,189232#3,378076#-0,8259783#0,1934974#3,422838#-0,5023123#0,3402355#3,411266#-0,8151809#0,3521539#3,624139#-0,5240688#0,5852532#3,428466#-0,8124135#0,5895492#3,558957#-0,6209006#0,3208575#3,518534#-0,6132452#0,2436483#3,520829#-0,5418127#0,1736859#3,506548#-0,6700445#0,1829158#3,53425#-0,3023211#-0,1486595#3,47056#-0,9282854#-0,2142713#3,516482#-0,1659165#-0,4809529#3,516412#-1,015592#-0,5480837#3,536166#-0,1968212#-0,5253419#3,448327#-1,046497#-0,5924727#3,46808#1  
frame5 #-0,6907589#0,8922291#3,483699#-0,6634735#0,712009#3,516224# -0,8761901#0,2208835#3,333148#-0,7755387#0,2468287#3,349773#-0,8030288#0,2321419#3,349498#-0,8562647#0,2502922#3,354108#-0,5489081#0,3481951#3,377273#-0,8365924#0,3638864#3,671234#-0,5230036#0,5854976#3,428996#-0,8096225#0,5916094#3,563482#-0,6196335#0,3255862#3,52125#-0,6127185#0,2498388#3,523606#-0,541609#0,182081#3,510767#-0,6701714#0,1872527#3,536074#-0,3086179#-0,1390441#3,472214#-0,9285424#-0,2149267#3,51636#-0,1656328#-0,4812957#3,515297#-1,015666#-0,5524739#3,543469#-0,1985058#-0,5271065#3,445617#-1,040454#-0,6206509#3,520178#1  
frame6 #-0,689538#0,8922141#3,483576#-0,6535745#0,7130646#3,513061# -0,9223343#0,2776277#3,331914#-0,912132#0,2961631#3,180254#-0,8259618#0,2941558#3,317891#-0,8858775#0,2890719#3,255924#-0,5972454#0,366699#3,356242#-0,8071142#0,267798#3,496473#-0,5195107#0,5895339#3,432733#-0,8082919#0,5916728#3,563254#-0,6188504#0,3368129#3,523568#-0,6135472#0,2637421#3,527205#-0,5438143#0,1995319#3,515802#-0,6724189#0,1973242#3,539682#-0,3108752#-0,1361762#3,472828#-0,9287121#-0,2180863#3,513416#-0,1625083#-0,4828683#3,514444#-1,021717#-0,5460484#3,528385#-0,1935614#-0,5277225#3,445902#-1,05277#-0,5909026#3,459843#1  
frame7 #-0,6625896#0,8825762#3,482937#-0,6418921#0,7104424#3,515152# -0,9751847#0,4507359#3,237813#-1,012234#0,4538876#3,246946#-0,8773618#0,4426734#3,244254#-0,9569399#0,4327539#3,377947#-0,649164#0,4701237#3,305014#-0,8463516#0,3904867#3,653421#-0,4947566#0,6015545#3,449562#-0,7872423#0,600197#3,532085#-0,6190305#0,3511882#3,526689#-0,6159233#0,2828547#3,530577#-0,5472623#0,219412#3,527599#-0,6783901#0,2162952#3,535308#-0,3114289#-0,1352145#3,474088#-0,9322758#-0,2244891#3,508421#-0,1624191#-0,4825374#3,513991#-1,020205#-0,548168#3,529289#-0,1819964#-0,5260662#3,442561#-1,039783#-0,5916968#3,45786#1  
frame8 #-0,6379333#0,8826967#3,487469#-0,6365438#0,7146754#3,513793# -0,9444251#0,5500042#3,147813#-0,7986903#0,2012488#3,394445#-0,871505#0,5478371#3,173747#-0,8104208#0,2498125#3,453594#-0,6527445#0,5413358#3,264999#-0,8456123#0,3955036#3,644492#-0,4900946#0,6168635#3,457615#-0,7851675#0,6060509#3,52805#-0,6190376#0,3534015#3,525346#-0,6161667#0,2839231#3,529459#-0,5475349#0,220136#3,527664#-0,6795684#0,2174427#3,530453#-0,3149797#-0,1315715#3,478466#-0,9354823#-0,2246839#3,503005#-0,1624269#-0,4817677#3,513363#-1,017844#-0,5565943#3,537336#-0,1787969#-0,5248585#3,441551#-1,034214#-0,599685#3,465524#1  
frame9 #-0,6226698#0,8888343#3,484116#-0,626803#0,7272868#3,521056# -0,8350505#0,6026032#3,140689#-0,7940106#0,2014707#3,391108#-0,835864#0,6018457#3,121134#-0,8082926#0,2502174#3,448809#-0,6326104#0,5734305#3,239773#-0,8511387#0,3964576#3,635349#-0,4891661#0,6178527#3,456878#-0,7793158#0,6188591#3,532421#-0,6196127#0,3559296#3,526043#-0,6174272#0,2850688#3,529202#-0,5493041#0,2219089#3,527538#-0,6826838#0,2186006#3,529299#-0,3149746#-0,1317596#3,478333#-0,9369271#-0,2224361#3,496779#-0,1621389#-0,4822156#3,513583#-1,024107#-0,543671#3,526653#-0,1801862#-0,5249584#3,441691#-1,042154#-0,5864139#3,45476#1  
frame10 #-0,6213736#0,8912167#3,485298#-0,6434035#0,7173122#3,507816# -0,8063638#0,7226671#3,091669#-0,7797074#0,1989182#3,397262#-0,7441996#0,6926525#3,090054#-0,8051617#0,2566927#3,448645#-0,5391465#0,6592308#3,219599#-0,8815243#0,4300162#3,61617#-0,476878#0,6238382#3,461526#-0,7842878#0,5948507#3,519873#-0,6235856#0,3684668#3,521246#-0,6205236#0,3017174#3,524363#-0,5463059#0,2340888#3,527829#-0,6867335#0,2260127#3,523228#-0,3161144#-0,1329284#3,478799#-0,9389825#-0,2207972#3,493981#-0,1620144#-0,4856931#3,513164#-1,020543#-0,5535644#3,529244#-0,1747612#-0,5287995#3,440569#-1,03329#-0,5966708#3,45665#1  
frame11 #-0,6216607#0,8913894#3,483755#-0,6347021#0,6933264#3,519988# -0,728369#0,7520845#3,054562#-0,8250071#0,1675983#3,465117#-0,6779494#0,7343815#3,074201#-0,8406607#0,2334819#3,498743#-0,5025672#0,6912626#3,224714#-0,8876215#0,4311329#3,612913#-0,4985349#0,5780905#3,519227#-0,78391#0,5949789#3,517545#-0,6247688#0,3674657#3,522346#-0,621761#0,3012044#3,524372#-0,549929#0,2349325#3,528332#-0,6884993#0,2272603#3,521987#-0,3217733#-0,1295165#3,479181#-0,9393004#-0,221289#3,492618#-0,1620712#-0,4856291#3,512876#-1,019997#-0,5555035#3,529794#-0,1598359#-0,5275404#3,438503#-1,017761#-0,5974149#3,455422#1  
frame12 #-0,6388649#0,8940392#3,467749#-0,6283006#0,7416313#3,512953# -0,5757291#0,832948#3,012026#-0,7980364#0,2079444#3,355628#-0,5216284#0,8036754#3,043701#-0,8198829#0,2535708#3,411084#-0,3863285#0,719567#3,260763#-0,8854222#0,3904499#3,59071#-0,4741741#0,6170596#3,480432#-0,7860587#0,5948111#3,51732#-0,6274163#0,3804993#3,521714#-0,626111#0,31137#3,523602#-0,552392#0,2465643#3,527635#-0,6981906#0,23468#3,519762#-0,3237239#-0,1285184#3,480099#-0,9422345#-0,2186014#3,487988#-0,1636246#-0,4843363#3,513254#-1,019354#-0,5504978#3,531258#-0,1711955#-0,5269716#3,439358#-1,055694#-0,6113607#3,514669#1  
frame13 #-0,6374207#0,9073671#3,466933#-0,6217003#0,7610446#3,501426# -0,5075076#0,8652071#2,990051#-0,8489525#0,2205158#3,374398#-0,4483196#0,8216664#3,040728#-0,8624765#0,2695833#3,428815#-0,3455131#0,7211586#3,320028#-0,9030484#0,4167856#3,605305#-0,4714839#0,6082079#3,492096#-0,7829412#0,6040412#3,51152#-0,6258534#0,3887625#3,520064#-0,6256208#0,3159891#3,523318#-0,5515084#0,2543136#3,530709#-0,6988264#0,2377767#3,518391#-0,323069#-0,1283886#3,479356#-0,9434185#-0,2189751#3,486565#-0,1636106#-0,4839411#3,513113#-1,020034#-0,5524175#3,53105#-0,1668427#-0,5270534#3,439114#-1,023266#-0,5955297#3,457051#1  
frame14 #-0,6423248#0,8876675#3,487653#-0,6425407#0,7123114#3,520973# -0,3837224#0,9015751#2,995325#-0,851378#0,2624659#3,376278#-0,3363816#0,8532076#3,064492#-0,8196874#0,299728#3,414417#-0,3150379#0,7268373#3,307935#-0,8923659#0,39925#3,612078#-0,4730718#0,6156076#3,489805#-0,7953616#0,5901082#3,503007#-0,6269175#0,3876511#3,521702#-0,6258894#0,3169975#3,522822#-0,5513786#0,2520115#3,527222#-0,6986977#0,238891#3,517925#-0,3228323#-0,1300282#3,477589#-0,9486427#-0,2187197#3,48442#-0,163735#-0,4835661#3,512162#-1,02367#-0,5562524#3,528261#-0,1654255#-0,5255712#3,437691#-1,02536#-0,5982575#3,45379#1  
frame15 #-0,6444703#0,8873466#3,482357#-0,6426319#0,7126684#3,520614# -0,3678008#0,8910418#2,9849#-0,8299637#0,2322754#3,356752#-0,3249893#0,8444003#3,066372#-0,8164723#0,2596685#3,442941#-0,3142307#0,7292572#3,293664#-0,8836645#0,3969311#3,616507#-0,4742544#0,6179191#3,488776#-0,7947851#0,5899928#3,503967#-0,6273307#0,3867137#3,522086#-0,6260803#0,3167442#3,522273#-0,552529#0,2499254#3,523541#-0,69827#0,2392467#3,517793#-0,3268066#-0,130748#3,476856#-0,949506#-0,2187921#3,483593#-0,1635729#-0,4834191#3,511817#-1,027814#-0,557355#3,532753#-0,1657751#-0,5252876#3,437628#-1,030016#-0,5992236#3,458564#1  
frame16 #-0,644493#0,8856876#3,483169#-0,6417816#0,7129143#3,519608# -0,3802598#0,8480402#2,95004#-0,843062#0,2548717#3,398716#-0,3514576#0,818011#3,003274#-0,8037063#0,309633#3,392716#-0,3157493#0,7255276#3,290321#-0,8442799#0,395965#3,604892#-0,4753838#0,616977#3,486375#-0,7947083#0,5891282#3,517162#-0,6275846#0,3854578#3,522317#-0,6265312#0,3161821#3,521728#-0,5530171#0,2491781#3,522213#-0,6985132#0,2390343#3,517699#-0,3267026#-0,1311657#3,475862#-0,9492081#-0,2186991#3,482421#-0,1634991#-0,4833125#3,511948#-1,027336#-0,5582593#3,529212#-0,1694582#-0,5251817#3,438316#-1,033295#-0,6001285#3,455579#1  
frame17 #-0,6456869#0,8798482#3,478882#-0,6415207#0,7135799#3,51918# -0,380108#0,8486952#2,921882#-0,8229802#0,2713931#3,298726#-0,3633357#0,8179743#2,974144#-0,8142664#0,3078558#3,355098#-0,3640205#0,7193005#3,257367#-0,8157846#0,384052#3,573755#-0,4789537#0,6029556#3,482278#-0,7942652#0,585972#3,516893#-0,6270992#0,3811284#3,521238#-0,6258563#0,3115981#3,518768#-0,555988#0,2422558#3,513772#-0,6938317#0,2359535#3,516988#-0,3262537#-0,130872#3,475154#-0,9483471#-0,2167198#3,48017#-0,1624961#-0,4845279#3,512455#-1,02772#-0,5578901#3,528737#-0,1694171#-0,5261959#3,439077#-1,068594#-0,6161827#3,518223#1  
