frame1 #-0,5895163#0,9551461#3,381703#-0,5690997#0,7854207#3,446674# -0,4453906#0,9810327#3,274811#-0,7671993#0,3334045#3,355093#-0,4026929#0,9279083#3,262403#-0,765542#0,3634537#3,419766#-0,2745996#0,7685351#3,237498#-0,7939389#0,5066822#3,57998#-0,4310779#0,7172406#3,414944#-0,7035833#0,6804952#3,427105#-0,5479456#0,4563215#3,459179#-0,5456061#0,3929827#3,429809#-0,4805941#0,3394741#3,430049#-0,6032215#0,3229386#3,420381#-0,3320997#-0,08538604#3,467003#-0,7439907#-0,1051802#3,451453#-0,176497#-0,391774#3,46052#-0,8933305#-0,4143389#3,450022#-0,1785666#-0,4250684#3,399754#-0,8954002#-0,4476333#3,389256#1  
frame2 #-0,5865249#0,9513628#3,381918#-0,5674863#0,7839801#3,445222# -0,3912733#0,9971653#3,33304#-0,7674751#0,3336787#3,356273#-0,3621817#0,9402316#3,307211#-0,7608737#0,342772#3,397711#-0,2749067#0,7694305#3,242049#-0,793134#0,4889171#3,552844#-0,4319821#0,7219862#3,421376#-0,6969391#0,6727982#3,423286#-0,5484968#0,4558088#3,458989#-0,545288#0,3925181#3,429861#-0,4808056#0,3401209#3,429282#-0,6016463#0,3207522#3,422619#-0,30912#-0,1496791#3,474767#-0,7438126#-0,1205964#3,450902#-0,1565546#-0,4533055#3,468711#-0,8891995#-0,4272727#3,451336#-0,1564511#-0,4864748#3,408036#-0,8890959#-0,4604421#3,390661#1  
frame3 #-0,5551187#0,9551345#3,396939#-0,5662293#0,7837086#3,445166# -0,3915412#0,9983256#3,330819#-0,781377#0,3370094#3,329378#-0,3623396#0,9412245#3,305587#-0,7567914#0,3318322#3,381666#-0,2747349#0,7699214#3,242186#-0,7963265#0,4948843#3,562836#-0,4310786#0,7221195#3,422346#-0,7012103#0,6775721#3,428244#-0,5477641#0,4560269#3,458662#-0,5450233#0,3927872#3,429652#-0,4803129#0,3401738#3,428843#-0,6017005#0,3209058#3,422453#-0,3143203#-0,1350899#3,473547#-0,7590911#-0,1582751#3,458034#-0,1715756#-0,4848703#3,480033#-0,931443#-0,5109514#3,457819#-0,1151042#-0,5509152#3,45561#-0,9322766#-0,5486318#3,388971#1  
frame4 #-0,5812715#0,96139#3,394284#-0,5655847#0,7843706#3,445126# -0,4004773#1,006858#3,311124#-0,7668067#0,3046778#3,358178#-0,3684292#0,9481595#3,294582#-0,7783372#0,3488169#3,427236#-0,2722848#0,7720625#3,257259#-0,7993768#0,5046754#3,573639#-0,4320709#0,7002375#3,423552#-0,7016495#0,6789331#3,431183#-0,5476081#0,4559594#3,458698#-0,5449011#0,3925683#3,429907#-0,480243#0,3383986#3,429077#-0,6016843#0,3221161#3,423297#-0,310196#-0,1473385#3,475216#-0,7668465#-0,1815948#3,458907#-0,211403#-0,4517915#3,497478#-0,9431392#-0,5441606#3,46019#-0,1477481#-0,5237955#3,469059#-0,9441025#-0,5860119#3,383754#1  
frame5 #-0,5602144#0,9510021#3,406924#-0,5644877#0,7833936#3,445206# -0,3993336#1,004027#3,321038#-0,7936209#0,297889#3,33152#-0,3673012#0,9459845#3,302315#-0,7611477#0,3390856#3,361618#-0,2712039#0,7718581#3,25846#-0,7998577#0,5044909#3,574862#-0,4275459#0,7133657#3,432919#-0,7017567#0,6786081#3,430381#-0,5482156#0,4556634#3,458767#-0,5446588#0,3924108#3,430105#-0,4799511#0,3383497#3,429131#-0,6016788#0,3215106#3,423647#-0,3101035#-0,1472934#3,475476#-0,7707528#-0,1759261#3,459886#-0,1383492#-0,5209331#3,476071#-0,9468333#-0,5603931#3,464046#-0,1366382#-0,5611054#3,402475#-0,986459#-0,611751#3,433503#1  
frame6 #-0,5603802#0,9512805#3,405786#-0,5637444#0,7825016#3,445431# -0,3997089#1,003734#3,319866#-0,7658852#0,3338768#3,353312#-0,3674452#0,9455524#3,302498#-0,7632046#0,3759694#3,405644#-0,2706542#0,7710061#3,262689#-0,8017168#0,526996#3,58856#-0,4255368#0,7017083#3,430095#-0,6996702#0,6786426#3,429819#-0,5469385#0,4556567#3,458817#-0,5434476#0,3925909#3,430289#-0,4789134#0,3379549#3,429342#-0,5997635#0,323788#3,423635#-0,3095753#-0,1481181#3,47513#-0,7605463#-0,1666691#3,455119#-0,1421735#-0,5154197#3,477812#-0,9338715#-0,5308353#3,462519#-0,1408988#-0,5546857#3,405898#-0,9325968#-0,5701014#3,390605#1  
frame7 #-0,5754945#0,9527117#3,401727#-0,5627787#0,7835817#3,44698# -0,4013888#1,004794#3,313226#-0,7775634#0,3414079#3,355673#-0,3687219#0,9463038#3,298057#-0,725518#0,343523#3,382984#-0,2707212#0,7708318#3,264818#-0,8024164#0,5281897#3,589455#-0,4285334#0,70862#3,432595#-0,701009#0,6814135#3,430279#-0,5465332#0,4564163#3,459418#-0,5429757#0,393404#3,430759#-0,4785808#0,3385989#3,429136#-0,5995395#0,3249501#3,424674#-0,3104941#-0,1463147#3,474689#-0,7664465#-0,1838117#3,457122#-0,1416112#-0,5076515#3,478993#-0,9380645#-0,5437788#3,462409#-0,1399011#-0,546144#3,408376#-0,9363544#-0,5822713#3,391792#1  
frame8 #-0,5780616#0,9535614#3,399999#-0,5622846#0,7839572#3,449243# -0,4004631#1,006651#3,312075#-0,7655705#0,3344317#3,350056#-0,3679115#0,9479582#3,298367#-0,7631449#0,3713935#3,402446#-0,2702568#0,771879#3,269491#-0,7884331#0,5041458#3,56951#-0,4297958#0,6986005#3,436021#-0,7048199#0,6813959#3,440671#-0,545434#0,4573568#3,460979#-0,5425776#0,3945225#3,432133#-0,4781379#0,3385368#3,429793#-0,5997301#0,3276824#3,426356#-0,3104729#-0,146412#3,474672#-0,7670901#-0,1852067#3,457305#-0,1438374#-0,5040056#3,47958#-0,9361819#-0,5414656#3,464347#-0,1438137#-0,542028#3,409885#-0,9855539#-0,6114256#3,432664#1  
frame9 #-0,5796559#0,9539067#3,395813#-0,5602211#0,7857084#3,451983# -0,4727477#1,005659#3,418194#-0,7706838#0,3299261#3,334361#-0,4220325#0,9472526#3,379447#-0,7516889#0,3446108#3,387233#-0,269887#0,7720331#3,275477#-0,7897265#0,5030246#3,569223#-0,4299301#0,6998545#3,437392#-0,703486#0,6821618#3,440747#-0,5454561#0,4562393#3,46236#-0,5427861#0,3928849#3,433327#-0,4788985#0,3369732#3,430858#-0,6000674#0,3268181#3,427111#-0,3104388#-0,14671#3,47502#-0,7661685#-0,1816259#3,458213#-0,1596579#-0,5043396#3,483586#-0,9394509#-0,548247#3,462409#-0,1000638#-0,5705528#3,459753#-0,9866836#-0,6130955#3,432641#1  
frame10 #-0,5797701#0,953831#3,395939#-0,5593511#0,7855991#3,453405# -0,4714394#1,004736#3,417684#-0,7803934#0,3347273#3,323647#-0,4209879#0,9467422#3,379484#-0,7496586#0,3325893#3,375316#-0,2696334#0,7727616#3,277166#-0,7877915#0,4975523#3,564366#-0,4293635#0,6989514#3,437018#-0,7057624#0,6810993#3,442973#-0,5446231#0,4562129#3,463357#-0,5423575#0,3929704#3,433848#-0,4780066#0,3364824#3,430959#-0,6000424#0,3266694#3,427738#-0,3094487#-0,1472706#3,47564#-0,7663542#-0,181693#3,458503#-0,1592318#-0,5044401#3,483356#-0,9449279#-0,554363#3,463249#-0,09948106#-0,5721284#3,459727#-0,9867711#-0,612952#3,432291#1  
frame11 #-0,5839899#0,9610269#3,396207#-0,5597363#0,7857057#3,453074# -0,4705862#1,003484#3,423956#-0,7641622#0,321578#3,332787#-0,4205455#0,9458281#3,38425#-0,7690583#0,3593128#3,381315#-0,2704234#0,7728587#3,277385#-0,7852454#0,4840676#3,55401#-0,4276907#0,7116531#3,438239#-0,7079237#0,6794083#3,449224#-0,5431415#0,4609626#3,464322#-0,5409013#0,399633#3,435207#-0,4754813#0,3418369#3,431013#-0,5993018#0,3307321#3,429936#-0,3093855#-0,1467609#3,475823#-0,7640661#-0,1776065#3,458404#-0,1570315#-0,5095855#3,481083#-0,9470685#-0,5561028#3,460041#-0,1589756#-0,5484817#3,409903#-0,9870268#-0,614506#3,430785#1  
frame12 #-0,5825799#0,9600097#3,397211#-0,5575633#0,791233#3,455895# -0,4703759#1,00425#3,424438#-0,7793509#0,3386644#3,322109#-0,4191186#0,9438878#3,384717#-0,7551023#0,3360845#3,380016#-0,2653464#0,7628026#3,277832#-0,7974001#0,513887#3,5987#-0,4321068#0,7157283#3,438572#-0,7081679#0,6785462#3,447974#-0,5425903#0,4611406#3,465908#-0,5404981#0,39936#3,436307#-0,4755146#0,3418209#3,431756#-0,5987165#0,3308402#3,431363#-0,309352#-0,1466659#3,475983#-0,7644516#-0,1781795#3,459028#-0,1126934#-0,524976#3,466148#-0,9489032#-0,5613573#3,460264#-0,114424#-0,5644847#3,393711#-0,9881449#-0,6151014#3,434163#1  
frame13 #-0,5821138#0,9585444#3,396536#-0,5574194#0,7909423#3,456686# -0,4684341#0,9983037#3,424949#-0,7832007#0,3369198#3,321282#-0,4176968#0,9394677#3,385097#-0,7561952#0,3365623#3,378879#-0,2654849#0,7629595#3,277822#-0,7959374#0,5159498#3,596474#-0,4299275#0,7067754#3,442704#-0,7084541#0,678444#3,448843#-0,543014#0,4611041#3,466902#-0,5405998#0,3992779#3,436907#-0,4755712#0,3412136#3,433597#-0,5989614#0,3308521#3,431414#-0,3088954#-0,1469985#3,476347#-0,7645814#-0,1789176#3,459642#-0,1148206#-0,5267027#3,473303#-0,9489726#-0,5615584#3,460138#-0,115452#-0,5666494#3,39993#-0,987901#-0,614356#3,432939#1  
frame14 #-0,5824293#0,9598852#3,398897#-0,5576828#0,789547#3,457039# -0,466942#0,9965338#3,424181#-0,7663293#0,3323118#3,34988#-0,4177244#0,939461#3,385032#-0,7645372#0,3730821#3,431853#-0,2700716#0,7682425#3,279863#-0,788878#0,508916#3,593522#-0,4294529#0,7116944#3,442676#-0,7104635#0,6810698#3,452215#-0,5428374#0,4618837#3,467785#-0,5409248#0,4003892#3,437739#-0,4755632#0,3418192#3,434443#-0,5997642#0,3318173#3,431863#-0,3115782#-0,1382507#3,476439#-0,739791#-0,1175815#3,453037#-0,1709877#-0,4677429#3,486693#-0,9282924#-0,5124823#3,459288#-0,1726068#-0,5085711#3,411823#-0,9299115#-0,5533106#3,384417#1 
frame15 #-0,5836672#0,9596633#3,401028#-0,5565765#0,7887264#3,458421# -0,4665326#0,9965357#3,422806#-0,7663469#0,3324184#3,349682#-0,4171221#0,9395207#3,383682#-0,7495064#0,3578025#3,412899#-0,2688907#0,7684759#3,278608#-0,7916566#0,5104035#3,595963#-0,4240212#0,7037292#3,443701#-0,7096981#0,6820816#3,455406#-0,5426879#0,4617916#3,469127#-0,5411409#0,4002847#3,438798#-0,4759453#0,3408742#3,435772#-0,6003425#0,331901#3,432688#-0,3111322#-0,138696#3,476569#-0,7690694#-0,1817939#3,462093#-0,124229#-0,5314677#3,489883#-0,9481704#-0,5569302#3,461579#-0,08608598#-0,5834376#3,458767#-0,9881415#-0,6134744#3,433232#1  
frame16 #-0,5861385#0,9583151#3,399332#-0,5568537#0,7888526#3,458325# -0,4649268#1,009572#3,406761#-0,7662349#0,3328103#3,348683#-0,4138089#0,9434212#3,371134#-0,755872#0,3683954#3,416389#-0,2604551#0,7449703#3,276591#-0,7916889#0,5187093#3,598139#-0,4218409#0,6967891#3,444834#-0,7046595#0,682846#3,454724#-0,5446343#0,4570992#3,470963#-0,5436465#0,392215#3,441661#-0,4797281#0,3318266#3,436235#-0,6026791#0,3258516#3,43892#-0,309889#-0,1412588#3,477337#-0,7680314#-0,1790245#3,46209#-0,1451469#-0,5217859#3,492205#-0,9478768#-0,5529624#3,459654#-0,09050593#-0,5797011#3,464257#-0,9491695#-0,5932589#3,385974#1  
frame17 #-0,5854313#0,9640456#3,404202#-0,5510916#0,8025885#3,463189# -0,4460571#1,018187#3,384274#-0,7712234#0,3271568#3,335043#-0,3995287#0,947809#3,353765#-0,7528287#0,348898#3,393289#-0,2599435#0,7366749#3,274593#-0,7852989#0,5065036#3,593234#-0,4178584#0,7117098#3,446997#-0,7027427#0,6833116#3,457959#-0,5430314#0,4623937#3,473788#-0,5427805#0,3970452#3,443711#-0,4791976#0,3363186#3,438571#-0,6025237#0,3299979#3,439948#-0,3098632#-0,1414338#3,477709#-0,7654448#-0,1728005#3,46079#-0,1416667#-0,5222304#3,491494#-0,9477443#-0,555221#3,459836#-0,0905671#-0,5802484#3,464453#-0,9496146#-0,5953007#3,386419#1  
frame18 #-0,5479963#0,9538975#3,409945#-0,5513966#0,8020348#3,463106# -0,4313033#1,007788#3,326721#-0,7688127#0,3266138#3,340521#-0,387775#0,9382592#3,309037#-0,7521858#0,3479298#3,400173#-0,2571901#0,7296726#3,268372#-0,7867378#0,5047548#3,593805#-0,4147023#0,6928924#3,450524#-0,7213466#0,6858031#3,482013#-0,5426183#0,4630108#3,475101#-0,5446049#0,3979212#3,445619#-0,4796615#0,335402#3,439455#-0,6085959#0,3299607#3,444584#-0,31042#-0,1409156#3,478691#-0,7658644#-0,1722076#3,461632#-0,1543996#-0,5051663#3,489371#-0,9477559#-0,5558735#3,46014#-0,09459249#-0,5740798#3,458441#-0,954098#-0,596198#3,386978#1  
frame19 #-0,5575069#0,9526509#3,408724#-0,5538617#0,7969496#3,464101# -0,440075#0,986163#3,275831#-0,7659118#0,3304031#3,352199#-0,3949839#0,9202733#3,271423#-0,7563032#0,3716042#3,432112#-0,2597107#0,7226041#3,27061#-0,7867963#0,5042946#3,593835#-0,4199455#0,6844584#3,445464#-0,7204771#0,6864946#3,481045#-0,5433801#0,4610572#3,476191#-0,5455453#0,3964245#3,446541#-0,4804982#0,3333526#3,440295#-0,6091206#0,3290949#3,445094#-0,3095546#-0,1434383#3,479778#-0,7665464#-0,172276#3,461843#-0,1283835#-0,5172431#3,486607#-0,9482814#-0,5623553#3,458699#-0,07723028#-0,5791599#3,457476#-0,9874224#-0,6161109#3,428673#1  
frame20 #-0,5930812#0,9570268#3,388994#-0,5586678#0,7929828#3,464136# -0,4649356#0,9251145#3,152859#-0,762722#0,3203049#3,331565#-0,416787#0,8676136#3,174163#-0,7735467#0,3472118#3,391499#-0,2723411#0,6951109#3,250501#-0,7931602#0,5068083#3,599215#-0,4357603#0,7227356#3,467613#-0,717178#0,6992857#3,480898#-0,5470309#0,4611202#3,47846#-0,5469772#0,3968706#3,449311#-0,4829914#0,3352219#3,444711#-0,6091629#0,3298054#3,447268#-0,3092113#-0,1440053#3,479881#-0,7692012#-0,1713686#3,463515#-0,1252349#-0,5253327#3,484975#-0,9472315#-0,5621448#3,458271#-0,1276131#-0,5652684#3,412209#-0,9876122#-0,6161132#3,428434#1  
frame21 #-0,600621#0,9555559#3,391249#-0,5699072#0,7843304#3,462141# -0,4785223#0,8288916#3,061816#-0,7738861#0,320115#3,354361#-0,4388592#0,7984344#3,092765#-0,778557#0,3606626#3,407666#-0,2941135#0,6895334#3,219156#-0,7936429#0,491623#3,592281#-0,4497619#0,6976656#3,448406#-0,7265937#0,6926078#3,485895#-0,5532215#0,4559316#3,482036#-0,5547067#0,3912933#3,455912#-0,4891549#0,3310551#3,450125#-0,6157333#0,3235584#3,456139#-0,3080406#-0,1480784#3,480263#-0,7860807#-0,1765925#3,465393#-0,1224614#-0,5268614#3,489379#-0,9461945#-0,566963#3,459489#-0,08343501#-0,5829107#3,462418#-0,9859954#-0,6165088#3,426055#1  
frame22 #-0,6132767#0,9572664#3,415445#-0,5797532#0,7798318#3,469639# -0,5043451#0,7569422#2,958617#-0,7811592#0,3228554#3,353995#-0,4609394#0,7452431#3,006554#-0,7773921#0,3427025#3,416531#-0,3466018#0,6766923#3,174614#-0,7974894#0,4838401#3,593083#-0,4652558#0,7012798#3,4484#-0,7407599#0,6742188#3,486511#-0,5584912#0,4503796#3,484344#-0,559286#0,3861488#3,457845#-0,4932031#0,3286926#3,451297#-0,6187349#0,3188012#3,457273#-0,308645#-0,1482234#3,480241#-0,8090718#-0,1727616#3,463376#-0,1270402#-0,5241411#3,490113#-0,9464527#-0,5441642#3,456132#-0,08385512#-0,5829806#3,462184#-0,9556247#-0,5841688#3,384644#1  
frame23 #-0,6135821#0,9566903#3,415498#-0,5855869#0,7817221#3,46995# -0,4979359#0,7216318#2,933514#-0,7879657#0,3069631#3,360018#-0,4544414#0,7043235#2,985398#-0,7792011#0,3310198#3,421007#-0,346379#0,6737432#3,170273#-0,8115494#0,4702964#3,590847#-0,4755623#0,6979252#3,44016#-0,746001#0,6697049#3,487145#-0,5678829#0,4434534#3,487058#-0,5707712#0,3759207#3,462364#-0,5097863#0,3186585#3,456077#-0,6271292#0,3094334#3,462773#-0,3101646#-0,1491593#3,480013#-0,8425161#-0,1937191#3,4539#-0,1237068#-0,5207009#3,492329#-0,9485792#-0,5449035#3,45549#-0,08368695#-0,5834908#3,462576#-0,9602694#-0,5851177#3,384535#1  
frame24 #-0,6232295#0,9569963#3,414691#-0,5986415#0,7643965#3,463732# -0,4953709#0,6808126#2,878485#-0,800536#0,2725523#3,363944#-0,4483896#0,6885514#2,966852#-0,7858976#0,3105265#3,415982#-0,3606755#0,6581459#3,194151#-0,8224588#0,4457205#3,579976#-0,4792297#0,608619#3,418204#-0,7628074#0,6598284#3,488372#-0,5919045#0,4245003#3,489206#-0,5974854#0,356628#3,469512#-0,5369853#0,2898603#3,460863#-0,661491#0,288389#3,477331#-0,3224131#-0,1416527#3,480407#-0,8580252#-0,1920883#3,451471#-0,1326375#-0,4176809#3,480184#-0,9537479#-0,5580606#3,461038#-0,1495807#-0,4599106#3,407986#-0,9838989#-0,6167313#3,43086#1  
frame25 #-0,6292506#0,9404858#3,406659#-0,6303737#0,7575218#3,446665# -0,4845116#0,6273999#2,830007#-0,7992895#0,2823286#3,370585#-0,4583565#0,6246518#2,957549#-0,805665#0,3156676#3,428214#-0,4137193#0,6328779#3,171284#-0,8375491#0,458169#3,613094#-0,4873488#0,5979804#3,4119#-0,7725691#0,6484995#3,4872#-0,6153678#0,4059337#3,484245#-0,6201236#0,334203#3,469563#-0,5538845#0,26807#3,464322#-0,6812838#0,2717547#3,477613#-0,3234241#-0,142584#3,480346#-0,8733776#-0,1863923#3,44938#-0,1139312#-0,5269993#3,480886#-0,9539663#-0,5578201#3,461222#-0,1324108#-0,5699962#3,410143#-0,9852519#-0,6161575#3,432212#1  
frame26 #-0,6397164#0,9379065#3,408533#-0,6324379#0,7576405#3,445364# -0,4848871#0,6228188#2,830113#-0,7975826#0,2374616#3,351836#-0,4496638#0,6170151#2,993687#-0,8085048#0,2698382#3,409563#-0,4128028#0,6233168#3,208848#-0,8369238#0,4094203#3,570966#-0,5142818#0,5926532#3,411213#-0,7794957#0,643885#3,490161#-0,6193295#0,4015577#3,484169#-0,6243672#0,328394#3,473082#-0,5596841#0,2631593#3,468082#-0,6849772#0,2677976#3,482405#-0,3338969#-0,1183114#3,468064#-0,9034857#-0,226914#3,450846#-0,1691194#-0,5178334#3,490943#-0,9551951#-0,5633061#3,458417#-0,09321243#-0,5715073#3,460547#-0,9886009#-0,6208028#3,430052#1  
frame27 #-0,6414602#0,9131699#3,409184#-0,6376446#0,7480717#3,454061# -0,4962227#0,5675689#2,787004#-0,8267081#0,2580679#3,373317#-0,465621#0,5761412#2,960017#-0,8076473#0,2671419#3,437302#-0,4123769#0,606474#3,212071#-0,8440974#0,4134216#3,59604#-0,5165179#0,5733814#3,421361#-0,7876579#0,6272217#3,49152#-0,6235578#0,3834845#3,487314#-0,6262952#0,3096023#3,476692#-0,5617144#0,2429453#3,469444#-0,6867337#0,2490524#3,486408#-0,2993414#-0,1482231#3,442286#-0,9083566#-0,2234411#3,444918#-0,1732853#-0,5213442#3,489772#-0,9562887#-0,5642667#3,457558#-0,1173579#-0,5866464#3,465235#-0,9994969#-0,6203147#3,405766#1  
frame28 #-0,6380445#0,9046527#3,407499#-0,6274083#0,7240948#3,455929# -0,4971241#0,5655793#2,787563#-0,8374158#0,2502326#3,377569#-0,4752503#0,5634911#2,938316#-0,8097945#0,2653678#3,437163#-0,5058042#0,563004#3,153983#-0,8413289#0,4096606#3,60494#-0,5117288#0,5612462#3,42026#-0,7772297#0,5966341#3,486722#-0,6165654#0,359575#3,48791#-0,6191376#0,2862011#3,479069#-0,5572595#0,2277754#3,472061#-0,6790446#0,2232547#3,488425#-0,3006458#-0,1270747#3,439967#-0,9112693#-0,2232968#3,440323#-0,1781118#-0,5100346#3,476903#-0,9589112#-0,5657718#3,445872#-0,1137228#-0,5827128#3,462637#-0,9979256#-0,6203692#3,407469#1  
frame29 #-0,6386712#0,88258#3,412548#-0,6108916#0,6971617#3,440826# -0,4972239#0,5650332#2,787549#-0,8277981#0,2583977#3,376164#-0,470854#0,5696049#2,936855#-0,8037468#0,2522709#3,439069#-0,4044529#0,5859089#3,215554#-0,82968#0,3928046#3,608222#-0,4826935#0,5445115#3,423801#-0,7677857#0,5861544#3,490781#-0,6069391#0,353913#3,481977#-0,6093771#0,2829566#3,477338#-0,5442367#0,219417#3,471719#-0,6711879#0,2195683#3,487608#-0,2846082#-0,1496225#3,436288#-0,9129072#-0,2214266#3,436894#-0,1767158#-0,50855#3,477756#-0,9633121#-0,5575042#3,444696#-0,1133018#-0,5818232#3,460219#-0,9987143#-0,6167364#3,410368#1  
frame30 #-0,6288556#0,8759388#3,413358#-0,5982708#0,6853697#3,453063# -0,4964464#0,5639976#2,787055#-0,8283696#0,2790549#3,387955#-0,4720148#0,5678059#2,934153#-0,7987726#0,2471171#3,439768#-0,4263425#0,5777423#3,212203#-0,818119#0,3941646#3,609458#-0,4935654#0,5342036#3,423648#-0,7666772#0,5857345#3,491059#-0,5965659#0,341065#3,481198#-0,5994192#0,2713264#3,476425#-0,5428696#0,2133222#3,468856#-0,6508904#0,2057532#3,48815#-0,2876478#-0,139393#3,436668#-0,9130278#-0,2214275#3,437013#-0,1750492#-0,5147493#3,478667#-0,9604566#-0,5573742#3,451283#-0,1924459#-0,557974#3,406905#-0,9968933#-0,6160023#3,419913#1  
frame31 #-0,6271985#0,8780078#3,412772#-0,5895017#0,6919044#3,44601# -0,4946911#0,5644772#2,79064#-0,8295623#0,2829849#3,392221#-0,4402189#0,5717643#2,992078#-0,7969658#0,2484611#3,440614#-0,4174255#0,5789251#3,211726#-0,8155397#0,3951702#3,612158#-0,4897677#0,5377101#3,421077#-0,7652439#0,5866286#3,494047#-0,595084#0,3438888#3,479249#-0,5985382#0,2738364#3,476248#-0,5419233#0,2139468#3,468603#-0,6533887#0,2096103#3,489166#-0,2809306#-0,149102#3,433337#-0,9127358#-0,2213066#3,437451#-0,174529#-0,5145437#3,47837#-0,961055#-0,5553627#3,451022#-0,1145488#-0,5879734#3,466233#-0,9977685#-0,6153694#3,419347#1  
frame32 #-0,6227565#0,8866263#3,418684#-0,5891274#0,6931001#3,443668# -0,4821213#0,5685647#2,800613#-0,8378161#0,2817588#3,404479#-0,4300677#0,5856789#2,965815#-0,7961178#0,2481705#3,446335#-0,4121633#0,5774938#3,179143#-0,8060931#0,3875858#3,604315#-0,4760545#0,547358#3,415008#-0,7617767#0,5887444#3,50215#-0,5917222#0,3490738#3,475603#-0,5943965#0,2802915#3,4751#-0,5343501#0,2172287#3,466783#-0,6535038#0,2138702#3,489298#-0,2866884#-0,1383488#3,436449#-0,9106236#-0,2219437#3,437766#-0,1712869#-0,5144378#3,481343#-0,9617057#-0,5550858#3,449854#-0,1051083#-0,5841715#3,459378#-0,9991486#-0,6149087#3,423012#1  
