frame1 #-0,4246397#0,8545239#3,546813#-0,4776657#0,6732198#3,614901# -0,1521339#0,2923352#3,887751#-0,9644002#0,3956542#3,227941#-0,169135#0,3590032#3,935743#-0,9112893#0,4224532#3,245416#-0,2486198#0,5274042#3,927562#-0,7828518#0,4869177#3,377953#-0,3315121#0,6190951#3,730508#-0,6080003#0,5566796#3,571905#-0,4636597#0,357493#3,639192#-0,4608028#0,2942338#3,647075#-0,398166#0,237435#3,678212#-0,5184379#0,2124539#3,620852#-0,1792556#-0,1403916#3,577409#-0,7777491#-0,1536788#3,634758#-0,08484004#-0,501969#3,667471#-0,8761245#-0,5055907#3,654191#-0,04046243#-0,5721829#3,652704#-0,8313974#-0,5517291#3,583584#0  
frame2 #-0,4422123#0,8439931#3,550165#-0,4791703#0,6648076#3,625589# -0,2252763#0,2228373#3,975646#-0,8856702#0,4481305#3,120536#-0,2428216#0,237#3,91703#-0,8512683#0,4598007#3,197348#-0,2874111#0,4726506#3,914467#-0,7283801#0,4975811#3,40979#-0,3333726#0,615931#3,730471#-0,6060803#0,5557827#3,574385#-0,4654455#0,349402#3,646063#-0,4626608#0,2862574#3,653281#-0,4004248#0,2286846#3,683385#-0,5194846#0,2088275#3,626688#-0,1771552#-0,1400508#3,577228#-0,7961564#-0,1762423#3,630295#-0,08344648#-0,5001471#3,669724#-0,875588#-0,5052165#3,655844#-0,03953442#-0,5729581#3,652795#-0,8313215#-0,5507033#3,585563#0  
frame3 #-0,5323356#0,8608392#3,606761#-0,5275028#0,6909494#3,648698# -0,2733399#0,2001314#3,932493#-0,3066846#0,5844082#3,422677#-0,2912015#0,2145492#3,872821#-0,3699423#0,5755358#3,425412#-0,3068932#0,3885466#3,813004#-0,6113855#0,5409421#3,360703#-0,3408576#0,5456847#3,724818#-0,6021029#0,5604658#3,573339#-0,4949292#0,3347707#3,666062#-0,4892737#0,2620623#3,673059#-0,4212807#0,2005834#3,700411#-0,546983#0,1925765#3,650797#-0,1794266#-0,1181482#3,601651#-0,801027#-0,148261#3,654#-0,08138911#-0,4971657#3,683066#-0,8788756#-0,5025913#3,662545#-0,05055271#-0,5613844#3,659637#-0,8369943#-0,5440509#3,596887#0  
frame4 #-0,5389127#0,8721514#3,623366#-0,5318524#0,6936018#3,654701# -0,2581689#0,2645892#3,846948#-0,2895287#0,584058#3,427481#-0,2759264#0,2789231#3,787623#-0,3526475#0,5767266#3,429063#-0,2914388#0,4520032#3,728158#-0,5915771#0,5332512#3,365463#-0,3905483#0,6099494#3,727947#-0,6027153#0,5587879#3,57631#-0,4968369#0,3350717#3,667319#-0,4906196#0,2624027#3,673717#-0,4297323#0,2076115#3,704971#-0,5458734#0,1938771#3,648746#-0,1785075#-0,1184145#3,602357#-0,8195651#-0,1945346#3,639408#-0,08080713#-0,4928783#3,686205#-0,8762897#-0,5002602#3,664712#-0,03539795#-0,5561945#3,670568#-0,8289514#-0,5404248#3,603269#0  
frame5 #-0,5341362#0,8781133#3,631815#-0,5270746#0,7008212#3,672151# -0,2805199#0,1919948#3,878851#-0,3118567#0,5672463#3,414657#-0,2979452#0,2060605#3,820636#-0,3765827#0,5614387#3,405403#-0,2879015#0,3908188#3,805714#-0,5896862#0,5118026#3,359636#-0,3533565#0,535489#3,731666#-0,5963599#0,5621031#3,593886#-0,5040344#0,3343559#3,681332#-0,4947815#0,2612995#3,678231#-0,4325514#0,2080394#3,704499#-0,5517609#0,1978349#3,654992#-0,1858456#-0,1168197#3,60731#-0,813681#-0,1897663#3,652489#-0,07535066#-0,4969364#3,68647#-0,8733667#-0,4988736#3,660334#-0,04191821#-0,5570558#3,658818#-0,8320943#-0,5392365#3,594948#0  
frame6 #-0,5375472#0,8781073#3,628819#-0,5280324#0,7014375#3,670064# -0,2853309#0,2112266#3,884011#-0,3258911#0,5647023#3,408438#-0,3028275#0,2253498#3,825557#-0,3882295#0,559594#3,405224#-0,2961337#0,4073296#3,798548#-0,6345854#0,5346452#3,370273#-0,3677664#0,5324646#3,705301#-0,5971616#0,5625132#3,591892#-0,5036383#0,334467#3,681895#-0,494977#0,2612527#3,679738#-0,432299#0,207826#3,705476#-0,551799#0,1993158#3,657482#-0,1857648#-0,1168183#3,607189#-0,8148364#-0,190889#3,651783#-0,07988796#-0,4910692#3,683649#-0,8822321#-0,4937154#3,660066#-0,0373191#-0,5550839#3,648758#-0,8449547#-0,5345648#3,592524#0  
frame7 #-0,5371445#0,8782146#3,630046#-0,5281249#0,7014616#3,668703# -0,2858365#0,2122858#3,887453#-0,3258069#0,5658943#3,410687#-0,3033105#0,2263907#3,829074#-0,4073779#0,5569748#3,389998#-0,2963906#0,4071459#3,797807#-0,5960768#0,5122485#3,342199#-0,3764037#0,5339025#3,705875#-0,597183#0,5624194#3,59051#-0,5057474#0,3315452#3,679538#-0,4976953#0,2572854#3,677281#-0,4425504#0,2042247#3,700556#-0,5506504#0,1976722#3,655278#-0,1854738#-0,1171579#3,6077#-0,8154314#-0,1910277#3,65143#-0,08023739#-0,4929168#3,68471#-0,880159#-0,4940456#3,659497#-0,03743349#-0,5578744#3,648917#-0,8412747#-0,5348306#3,592716#0  
frame8 #-0,5435901#0,8795068#3,633913#-0,5304194#0,7004684#3,669364# -0,2839121#0,2059968#3,88438#-0,325239#0,5639805#3,415466#-0,3014077#0,2201192#3,825929#-0,3747797#0,5631353#3,377165#-0,2910014#0,4016845#3,800498#-0,6212658#0,5210322#3,363854#-0,3656099#0,5343841#3,718922#-0,6232147#0,6055933#3,605361#-0,5090539#0,3363011#3,679344#-0,5019939#0,2646726#3,676489#-0,4430982#0,2050252#3,700665#-0,553468#0,2002086#3,653045#-0,1849781#-0,1177739#3,608419#-0,8169806#-0,1915917#3,65115#-0,08134798#-0,4936379#3,686589#-0,8806013#-0,4938312#3,664857#-0,03701276#-0,5578536#3,655291#-0,8460763#-0,5348883#3,595916#0  
frame9 #-0,5445252#0,8760129#3,632809#-0,5299616#0,6995951#3,67223# -0,2831479#0,2128111#3,882558#-0,3143882#0,5670893#3,411244#-0,3005972#0,226896#3,824262#-0,3954673#0,5822673#3,411403#-0,2929357#0,4085516#3,800902#-0,6255386#0,5218304#3,363449#-0,3732335#0,5310341#3,712289#-0,5977665#0,5660244#3,59642#-0,5083898#0,3338724#3,681803#-0,5005798#0,2614606#3,679433#-0,4431857#0,2038845#3,703413#-0,5510905#0,1995712#3,654382#-0,1848089#-0,1172916#3,608738#-0,8172235#-0,1914672#3,651662#-0,08202383#-0,4932573#3,688772#-0,8803938#-0,4935514#3,665134#-0,04388502#-0,5543996#3,662983#-0,8418464#-0,5342145#3,598339#0  
frame10 #-0,5457794#0,8750452#3,634945#-0,5300857#0,6989892#3,673576# -0,4821175#0,3456211#3,641163#-0,3250525#0,5639683#3,406252#-0,4346102#0,3613968#3,677351#-0,3964379#0,5748534#3,404385#-0,2920883#0,408724#3,798688#-0,6302183#0,5240222#3,363063#-0,3876299#0,5538034#3,696384#-0,5978605#0,5659192#3,596472#-0,5080879#0,3330501#3,681683#-0,5003179#0,2602659#3,678594#-0,4445262#0,2038504#3,702708#-0,547738#0,1993665#3,651602#-0,1846169#-0,1175837#3,60889#-0,7989465#-0,1378536#3,661707#-0,08214074#-0,4929717#3,688496#-0,8792105#-0,4918324#3,663729#-0,03608067#-0,557138#3,658837#-0,8432057#-0,5325677#3,595615#0  
frame11 #-0,5452848#0,875807#3,634289#-0,5306306#0,6996163#3,673839# -0,4928234#0,4655796#3,597781#-0,3500277#0,5670682#3,399199#-0,4102643#0,4635421#3,582418#-0,4003137#0,5585744#3,434612#-0,2877007#0,3970461#3,802786#-0,6269253#0,5272296#3,346369#-0,3241565#0,5465045#3,725392#-0,5988376#0,5671059#3,595387#-0,5098565#0,3395486#3,681174#-0,5021167#0,2687684#3,677481#-0,4410102#0,2084251#3,701151#-0,5549895#0,203488#3,650835#-0,1845132#-0,117538#3,609#-0,7988633#-0,1379049#3,661766#-0,08239753#-0,4929889#3,688366#-0,8832855#-0,4965209#3,658936#-0,03612822#-0,5565526#3,65684#-0,8473358#-0,537181#3,590823#0  
