frame1 #-1,000996#0,965687#3,561542#-0,9383028#0,7919143#3,575711# -1,079394#0,2646095#3,275693#-1,130341#0,9088504#3,385549#-1,007656#0,3187379#3,300605#-1,157947#0,8897029#3,436071#-0,8708404#0,4404501#3,366017#-1,240765#0,8322604#3,602926#-0,8282185#0,6542504#3,51056#-1,079238#0,7635291#3,681063#-0,8941321#0,3801651#3,599682#-0,885298#0,2978152#3,608213#-0,8214625#0,2046559#3,579499#-0,9344215#0,2538313#3,641705#-0,8370541#-0,2133054#3,409714#-1,040253#-0,2596163#3,640771#-0,8098956#-0,5596697#3,316772#-0,7894262#-0,5757107#3,386491#-0,840122#-0,623152#3,259881#-0,8555101#-0,591795#3,481164#0  
frame2 #-0,9945107#0,9622301#3,549922#-0,9437493#0,7894642#3,585743# -1,102928#0,3196838#3,283664#-1,141043#0,907805#3,383354#-1,015819#0,3702215#3,280418#-1,165517#0,8841469#3,449595#-0,8757071#0,4570404#3,357424#-1,238691#0,8267107#3,613916#-0,8172041#0,6508441#3,498971#-1,083839#0,7587241#3,692222#-0,8985274#0,4405071#3,61202#-0,8885514#0,3711348#3,618588#-0,8120374#0,2527862#3,552889#-0,9379593#0,3009904#3,687404#-0,8324105#-0,2130622#3,410086#-1,035277#-0,2563645#3,637679#-0,7744284#-0,5400525#3,361237#-0,7638306#-0,5769855#3,580412#-0,7981207#-0,6055534#3,30214#-0,8779142#-0,6084749#3,604497#0  
frame3 #-0,989302#0,959457#3,535376#-0,9385229#0,7902728#3,593559# -1,096191#0,4000821#3,270997#-1,119759#0,8981773#3,402249#-1,005534#0,4329914#3,261037#-1,216841#0,8532752#3,489111#-0,8598536#0,5328534#3,338341#-1,253885#0,8038737#3,661925#-0,7968365#0,6667471#3,49059#-1,07995#0,7573162#3,691184#-0,8911241#0,460982#3,605942#-0,8805525#0,3990466#3,609739#-0,8043192#0,3181853#3,578535#-0,9314111#0,3548455#3,6345#-0,8168551#-0,2168277#3,418562#-1,018614#-0,2506406#3,640623#-0,7223598#-0,5502093#3,430423#-0,8682693#-0,5599785#3,601759#-0,7642143#-0,6134174#3,364639#-0,9290688#-0,5936794#3,645109#0  
frame4 #-0,9591111#0,9852059#3,555599#-0,909339#0,8061301#3,597356# -1,153316#0,4503999#3,284053#-1,110586#0,8592831#3,435163#-1,066968#0,4744524#3,267041#-1,112495#0,8501313#3,445625#-0,901094#0,5252701#3,315583#-1,237132#0,7973074#3,603472#-0,7869209#0,6722434#3,482895#-1,061056#0,7657177#3,703572#-0,8619662#0,4878969#3,605507#-0,8592028#0,4225013#3,604202#-0,7813398#0,3164975#3,53848#-0,9078291#0,3572626#3,661559#-0,7862159#-0,2241843#3,459562#-0,9910758#-0,2120547#3,652258#-0,6811008#-0,5440048#3,490905#-0,8612422#-0,5526448#3,629548#-0,7221475#-0,6095043#3,423193#-0,8909925#-0,6218859#3,639017#0  
frame5 #-0,9515734#0,9700717#3,56013#-0,905084#0,8044208#3,597235# -1,184943#0,5169128#3,315529#-1,125271#0,8065741#3,481808#-1,124869#0,5211352#3,283828#-1,162799#0,8075104#3,500292#-0,8930748#0,569309#3,296482#-1,241351#0,7483079#3,662186#-0,7725134#0,6884047#3,485092#-1,054335#0,765571#3,709465#-0,8558741#0,4895636#3,603631#-0,8512219#0,4257899#3,60144#-0,7741636#0,3208298#3,536551#-0,9014575#0,3575261#3,659008#-0,7593892#-0,2206112#3,492807#-0,9751608#-0,1781281#3,65483#-0,6365266#-0,546114#3,532474#-0,8596832#-0,5477351#3,644501#-0,6596951#-0,5981324#3,479656#-0,9099975#-0,595278#3,584856#0  
frame6 #-0,9325891#0,9821197#3,551972#-0,8856636#0,8138518#3,590041# -1,197692#0,5823307#3,30212#-1,058399#0,753701#3,481481#-1,136068#0,585059#3,274391#-1,119053#0,7552143#3,511356#-0,8974312#0,5972335#3,287759#-1,209716#0,7739774#3,674931#-0,7651525#0,6888447#3,484452#-1,011641#0,7931243#3,731905#-0,8405197#0,5091877#3,601255#-0,8370913#0,4482592#3,601005#-0,7686313#0,3266848#3,530393#-0,882838#0,3758196#3,674804#-0,7432581#-0,2137596#3,505846#-0,9622429#-0,1799235#3,65581#-0,586929#-0,5348491#3,574426#-0,8654053#-0,5371808#3,663863#-0,5990412#-0,5992658#3,531641#-0,8776599#-0,6118403#3,683926#0  
frame7 #-0,9097861#0,9786298#3,547001#-0,8695291#0,8199002#3,558655# -1,197217#0,6386771#3,313925#-1,143347#0,6473131#3,590379#-1,134536#0,6434689#3,28762#-1,204465#0,6488379#3,620482#-0,8916181#0,6483047#3,284396#-1,171144#0,6703281#3,809169#-0,7569818#0,6899501#3,491091#-1,004872#0,7949215#3,707922#-0,8255766#0,4896629#3,596278#-0,8187256#0,4188441#3,600692#-0,7499391#0,3273091#3,595095#-0,8644572#0,374312#3,616852#-0,710169#-0,2127597#3,541329#-0,9390382#-0,1693054#3,658874#-0,5240438#-0,5244994#3,635048#-0,8659573#-0,5316038#3,658729#-0,5659047#-0,5982102#3,598871#-0,8934348#-0,5965701#3,633811#0  
frame8 #-0,9062036#1,002163#3,536277#-0,8527585#0,8390785#3,537376# -1,188301#0,7141264#3,302157#-1,092698#0,606148#3,517272#-1,12841#0,7047666#3,269518#-1,154444#0,6076885#3,547685#-0,8823686#0,6679466#3,273234#-1,104432#0,650228#3,800982#-0,7558285#0,6886755#3,492742#-0,987159#0,8149986#3,681614#-0,8079313#0,4898892#3,591472#-0,8026685#0,4184833#3,599329#-0,73666#0,3228811#3,58156#-0,8404359#0,3791744#3,634609#-0,662707#-0,2021323#3,565391#-0,9344165#-0,1673381#3,664136#-0,472939#-0,4990507#3,672641#-0,8671386#-0,5271394#3,655198#-0,4678932#-0,5708317#3,647001#-0,8944169#-0,5937534#3,629627#0  
frame9 #-0,8954929#1,022595#3,537978#-0,8435569#0,8549582#3,536329# -1,188702#0,7806738#3,291824#-1,049955#0,4449561#3,908402#-1,128736#0,7713024#3,259145#-1,062267#0,4988378#3,87877#-0,8806676#0,7177991#3,252581#-1,099202#0,6604829#3,803072#-0,7537298#0,6842043#3,496552#-0,9790852#0,8292768#3,681094#-0,8012567#0,4924037#3,591997#-0,7960743#0,4197316#3,601063#-0,7341578#0,3212336#3,581558#-0,8352305#0,3833413#3,638166#-0,6204906#-0,1895573#3,589088#-0,9324676#-0,167632#3,667519#-0,405049#-0,518975#3,717763#-0,8681774#-0,5257242#3,655137#-0,3810676#-0,5797229#3,676403#-0,9017218#-0,5944789#3,644018#0  
frame10 #-0,8664309#0,9768339#3,542274#-0,8302751#0,8025529#3,542903# -1,098476#0,8454173#3,253744#-1,046802#0,584551#3,952291#-1,013353#0,8177762#3,221852#-1,044254#0,5502964#3,898076#-0,833461#0,7503901#3,248094#-1,036612#0,4475325#3,748604#-0,7386512#0,6790926#3,505876#-0,9138681#0,6193141#3,621872#-0,7765889#0,4092887#3,60477#-0,7685983#0,3296929#3,615729#-0,7142204#0,2988177#3,596718#-0,8152878#0,2731396#3,643042#-0,5714103#-0,1786943#3,609081#-0,9307107#-0,1715087#3,671913#-0,3513728#-0,5220804#3,718329#-0,8890383#-0,4959652#3,653555#-0,3176056#-0,5741856#3,652623#-0,9273914#-0,5461798#3,589559#0  
frame11 #-0,8574955#0,9317608#3,547332#-0,8372368#0,7550142#3,572787# -1,045768#0,8900029#3,207664#-0,8800135#0,3964069#3,923276#-0,9782362#0,8768673#3,215348#-0,9185015#0,4097069#3,875397#-0,7848752#0,7862117#3,268796#-1,033965#0,4496069#3,744617#-0,7252225#0,6806648#3,51849#-0,9137605#0,6178355#3,620413#-0,7722084#0,4059289#3,611148#-0,7624015#0,3301423#3,620686#-0,702173#0,2959779#3,611766#-0,8057998#0,2725658#3,644423#-0,5432228#-0,1599658#3,616642#-0,9236531#-0,1615924#3,671564#-0,3125804#-0,4938749#3,712637#-0,8872653#-0,5027533#3,653516#-0,2616143#-0,5612736#3,654278#-0,919875#-0,5518305#3,586418#0  
