frame1 #-0,8443609#0,9156529#3,360762#-0,7986262#0,7319263#3,373067# -0,9851695#0,2872629#3,109833#-1,012654#0,3251858#3,181429#-0,9337991#0,3459673#3,123766#-1,012614#0,3564296#3,238919#-0,7735482#0,455103#3,168666#-1,012491#0,450161#3,425613#-0,6904429#0,6094211#3,284967#-0,9643869#0,5865923#3,464624#-0,7871298#0,347927#3,398607#-0,7848305#0,2711272#3,407192#-0,7212399#0,2110272#3,388986#-0,8445147#0,2007542#3,431033#-0,7246667#-0,2429762#3,121897#-0,9353381#-0,269546#3,427207#-0,7278967#-0,5856781#3,017659#-0,7028359#-0,5681031#3,491039#-0,7785513#-0,6408063#2,940967#-0,704974#-0,5858405#3,369088#0  
frame2 #-0,8410732#0,9167144#3,356915#-0,7976072#0,733415#3,375791# -0,989218#0,387273#3,111657#-0,8573414#0,4428301#3,180454#-0,9188905#0,4029763#3,092457#-0,8860621#0,4303145#3,244401#-0,7334402#0,5075307#3,124561#-0,9722244#0,3927677#3,450656#-0,6847008#0,6184531#3,292624#-0,9564692#0,6057574#3,474105#-0,7859944#0,346136#3,400092#-0,7833639#0,2680991#3,408546#-0,7189846#0,2043606#3,386857#-0,842665#0,1969539#3,434668#-0,7175184#-0,2416839#3,127308#-0,9294899#-0,2693877#3,428051#-0,7248745#-0,5795523#3,017482#-0,7007418#-0,5677866#3,492524#-0,7761101#-0,6343049#2,941665#-0,7030379#-0,5852368#3,371163#0  
frame3 #-0,8283846#0,9193226#3,34994#-0,7959405#0,735742#3,377855# -1,031354#0,4260607#3,107226#-1,044717#0,4072382#3,119725#-0,9487528#0,4741964#3,082425#-1,016368#0,4026043#3,232038#-0,7765244#0,5295699#3,093482#-0,9662017#0,3910578#3,460607#-0,6723112#0,6250185#3,304585#-0,9543969#0,6098534#3,475961#-0,7836092#0,3493627#3,399912#-0,7807551#0,2719161#3,40784#-0,7155774#0,2068571#3,38419#-0,8410804#0,1996974#3,435167#-0,6978472#-0,2381263#3,145682#-0,9186664#-0,2690875#3,427606#-0,711664#-0,5717986#3,01982#-0,6929069#-0,5742261#3,499917#-0,7590395#-0,6259783#2,942401#-0,6969759#-0,5897479#3,37942#0  
frame4 #-0,8114151#0,9297012#3,355098#-0,7814986#0,7571089#3,37564# -1,03415#0,529595#3,111314#-0,8876337#0,205946#3,208925#-0,9455609#0,5435768#3,072238#-0,8752398#0,2326026#3,348834#-0,7696314#0,5905859#3,092171#-0,9619897#0,4027321#3,513118#-0,6690437#0,7038815#3,309942#-0,9390471#0,6345292#3,47234#-0,7788308#0,3706701#3,403532#-0,7779204#0,2939331#3,412644#-0,716969#0,2571783#3,417377#-0,8379166#0,2195282#3,424843#-0,676037#-0,2359031#3,152787#-0,9057119#-0,2664796#3,423684#-0,678274#-0,5497082#3,050719#-0,6795153#-0,5727484#3,498838#-0,7190908#-0,6384504#2,979302#-0,6861432#-0,5884542#3,379042#0  
frame5 #-0,7959864#0,978681#3,357613#-0,7743657#0,8098055#3,341368# -1,035746#0,605347#3,080136#-0,891112#0,1490849#3,223575#-0,9663994#0,619868#3,065457#-0,8828236#0,2072697#3,376377#-0,7846549#0,6312614#3,071475#-0,9467599#0,4074815#3,519734#-0,6630483#0,6931914#3,304999#-0,9395987#0,6169274#3,469549#-0,7758163#0,4131189#3,410717#-0,7759722#0,334684#3,427632#-0,7137319#0,2805792#3,4281#-0,8392829#0,2480169#3,441723#-0,6469357#-0,1937458#3,190565#-0,8893896#-0,2587171#3,424189#-0,6430771#-0,5389349#3,094583#-0,6529949#-0,5124621#3,481601#-0,6721221#-0,6190165#3,018324#-0,6633114#-0,5397017#3,363734#0  
frame6 #-0,79401#0,9618711#3,35484#-0,7706821#0,7954064#3,367558# -0,9925203#0,6842952#3,078589#-0,8888167#0,2004645#3,305726#-0,9236553#0,6834346#3,053993#-0,8604676#0,1958306#3,418039#-0,7338189#0,6963137#3,102395#-0,9452311#0,4055629#3,533438#-0,6400907#0,649675#3,353146#-0,9390501#0,614834#3,469325#-0,7746223#0,416329#3,418897#-0,7750062#0,3396857#3,434729#-0,7112266#0,2838676#3,434867#-0,8403319#0,2604936#3,452853#-0,6376077#-0,1949111#3,193868#-0,8720689#-0,2287339#3,429275#-0,6038916#-0,5550795#3,135384#-0,7717196#-0,568363#3,440596#-0,6353117#-0,6283389#3,047476#-0,8329229#-0,6303473#3,450855#0  
frame7 #-0,8010293#0,9769095#3,347939#-0,7543002#0,8126959#3,366378# -0,9952251#0,7751191#3,090005#-0,9554157#0,119872#3,417919#-0,9259143#0,7621406#3,077813#-0,9457552#0,1651685#3,485919#-0,6838033#0,7534836#3,121364#-0,9382372#0,3849789#3,535442#-0,6394381#0,6542975#3,357865#-0,9241509#0,6115277#3,455666#-0,7649912#0,4337156#3,427737#-0,7667642#0,3579881#3,44429#-0,7046036#0,308062#3,448361#-0,8308238#0,2835794#3,461428#-0,6054393#-0,2027219#3,217442#-0,8690304#-0,2192723#3,431747#-0,5562412#-0,5275332#3,194167#-0,7585682#-0,5647827#3,442248#-0,5683231#-0,6040418#3,136031#-0,7947164#-0,6241639#3,509173#0  
frame8 #-0,7690592#0,9759892#3,360706#-0,7573549#0,7560691#3,405839# -0,9761303#0,8606137#3,123775#-0,9618246#0,1080166#3,408686#-0,9151451#0,8356725#3,092086#-0,9556429#0,1411334#3,470437#-0,6698007#0,8064768#3,142957#-0,9395818#0,3808126#3,538712#-0,623091#0,7142648#3,361148#-0,9204627#0,6094048#3,449216#-0,7597504#0,4394062#3,433625#-0,7580675#0,3742872#3,449041#-0,6915024#0,3302069#3,451591#-0,8267069#0,2855181#3,461418#-0,5902999#-0,2130909#3,236004#-0,8607687#-0,2073379#3,435561#-0,5109505#-0,5432318#3,222228#-0,7413948#-0,5572162#3,448207#-0,5019658#-0,6268092#3,152504#-0,8120046#-0,6144254#3,465952#0  
frame9 #-0,7698373#0,9806433#3,352502#-0,75349#0,7637359#3,405721# -0,9040659#0,9285506#3,124897#-0,9826999#0,107923#3,440195#-0,8126553#0,8949353#3,102398#-0,9655665#0,1738436#3,504493#-0,5754313#0,8273044#3,187866#-0,9457185#0,3935949#3,542861#-0,6216769#0,7153149#3,361154#-0,9209729#0,6217916#3,454787#-0,7476966#0,4580104#3,440521#-0,7458671#0,3961956#3,452981#-0,6788613#0,3440973#3,45221#-0,813848#0,305353#3,46711#-0,5577015#-0,213647#3,26512#-0,852301#-0,1877133#3,436081#-0,4445114#-0,5622683#3,25708#-0,7416511#-0,5543283#3,448235#-0,4472058#-0,6312507#3,205013#-0,7781816#-0,6104896#3,498365#0  
frame10 #-0,7604141#0,983887#3,332223#-0,7264969#0,8227829#3,3836# -0,8276929#0,9737546#3,110558#-0,9829829#0,1073711#3,457219#-0,7667077#0,9488134#3,078869#-0,9655753#0,1799117#3,512586#-0,5543615#0,8748587#3,182226#-0,9305885#0,4189332#3,529178#-0,5726846#0,7433829#3,375805#-0,8784335#0,6447571#3,437381#-0,7251831#0,4743261#3,437951#-0,7255886#0,4063492#3,451726#-0,6537813#0,3496444#3,45492#-0,7916106#0,3213306#3,465644#-0,537986#-0,194175#3,277813#-0,8482184#-0,1856104#3,437809#-0,4162991#-0,5268939#3,312049#-0,7347071#-0,555532#3,457053#-0,3887899#-0,598459#3,28452#-0,7958841#-0,6107096#3,442044#0  
frame11 #-0,7316089#1,055716#3,348814#-0,6941115#0,8888249#3,38167# -0,7734942#1,025534#3,098134#-0,9884368#0,0994909#3,512333#-0,7066798#1,002838#3,095276#-0,9683216#0,1781033#3,562778#-0,4964164#0,8952007#3,223695#-0,9330688#0,4135704#3,540375#-0,5612798#0,7480018#3,383541#-0,8849708#0,6390705#3,441774#-0,6935855#0,504929#3,431047#-0,6962633#0,4268203#3,44495#-0,6056898#0,3704186#3,451311#-0,7848749#0,324237#3,460408#-0,4981261#-0,1756465#3,308948#-0,8467932#-0,183251#3,440089#-0,3648329#-0,5331709#3,349054#-0,7373055#-0,5496138#3,456711#-0,3048592#-0,601843#3,322283#-0,7974266#-0,6126844#3,455017#0  
