frame1 #-0,767792#0,9554471#3,731142#-0,7129611#0,7249957#3,699275# -0,4063452#0,07262945#3,616822#-0,9960651#0,05227582#3,849641#-0,402983#0,1637803#3,66396#-0,9621562#0,1589664#3,826976#-0,3734744#0,3649556#3,775956#-0,8800901#0,3804047#3,648458#-0,5392095#0,6116965#3,738037#-0,8024204#0,5700067#3,581871#-0,6466594#0,3387642#3,648358#-0,6050324#0,2837924#3,587978#-0,5302086#0,2293956#3,602136#-0,6486535#0,2106352#3,537432#-0,5280236#-0,2399586#3,345754#-0,4494831#-0,2711418#3,434022#-0,4234858#-0,561463#3,112105#-0,4115843#-0,5377983#3,143549#-0,4730813#-0,624828#3,063152#-0,3662016#-0,5844336#3,070136#1  
frame2 #-0,7728327#0,9538245#3,703692#-0,7127646#0,7320594#3,695307# -0,3907705#0,18045#3,724759#-1,012835#0,1499221#3,903593#-0,3696554#0,2770222#3,743517#-0,9744075#0,2147696#3,836944#-0,4098245#0,4748021#3,829744#-0,8869509#0,3776468#3,661696#-0,5371072#0,6035576#3,730849#-0,8124809#0,5807558#3,568265#-0,6475651#0,3395633#3,648251#-0,6048704#0,2837935#3,588398#-0,5282766#0,2273878#3,600063#-0,649287#0,2131095#3,54196#-0,5313351#-0,2385787#3,346134#-0,4516419#-0,2746976#3,429683#-0,4240082#-0,5611436#3,113678#-0,4133891#-0,517002#3,159971#-0,4727863#-0,6253456#3,06369#-0,36311#-0,5660235#3,082499#1  
frame3 #-0,7849941#0,9716937#3,678852#-0,7075751#0,7541957#3,681745# -0,4426084#0,1309385#3,675321#-1,017916#0,2197374#3,902493#-0,4289042#0,2317524#3,681844#-0,9900718#0,2644817#3,848632#-0,3951598#0,4083979#3,826289#-0,8906748#0,3873329#3,664317#-0,5324603#0,6091856#3,720441#-0,7647455#0,5818273#3,533303#-0,6331438#0,362875#3,633284#-0,581594#0,3077806#3,578724#-0,511463#0,2457893#3,604877#-0,6112131#0,2384709#3,51286#-0,5352156#-0,2381516#3,342525#-0,4548339#-0,273361#3,432127#-0,4242708#-0,5601608#3,116142#-0,4045806#-0,5339754#3,164946#-0,4726309#-0,6256171#3,0637#-0,3428371#-0,5830535#3,094344#1  
frame4 #-0,7464686#0,9866984#3,656564#-0,7031624#0,7577819#3,653793# -0,4211389#0,1038264#3,686028#-1,030103#0,2434606#3,930864#-0,4074709#0,2035651#3,704638#-1,002143#0,2883921#3,876779#-0,4508432#0,4069856#3,801743#-0,8944076#0,3770933#3,670384#-0,5323559#0,6078549#3,719308#-0,7585073#0,5817842#3,526067#-0,6312791#0,3666361#3,627746#-0,5783005#0,3092212#3,57576#-0,5084885#0,2545638#3,596081#-0,607439#0,2465801#3,521564#-0,5389401#-0,2372039#3,334506#-0,4563031#-0,2739252#3,429853#-0,4244074#-0,5603141#3,115909#-0,403691#-0,5375995#3,167712#-0,4723228#-0,6256757#3,063704#-0,3401113#-0,5842139#3,09923#1  
frame5 #-0,7113456#0,9738432#3,597987#-0,6999783#0,7604301#3,646704# -0,261089#0,2594219#3,933602#-1,004587#0,3145283#3,844048#-0,3100612#0,2970114#3,894369#-0,9770803#0,358731#3,790839#-0,4569779#0,4097798#3,791238#-0,8714478#0,4341024#3,586934#-0,5304908#0,6076035#3,716087#-0,7501713#0,58938#3,499869#-0,6036505#0,3704093#3,612816#-0,540086#0,3169523#3,565711#-0,4683759#0,2719858#3,572734#-0,5708691#0,2639745#3,536379#-0,5425009#-0,2380827#3,31324#-0,4731996#-0,2752345#3,380797#-0,4303263#-0,5584626#3,123908#-0,4070975#-0,5433798#3,169932#-0,4734455#-0,6267852#3,066537#-0,4345919#-0,6124982#3,09706#1  
frame6 #-0,7313806#0,977427#3,546235#-0,6832079#0,7747465#3,601134# -0,3911085#0,3157869#4,008238#-1,010674#0,3136579#3,827763#-0,4117743#0,350465#3,948233#-0,9834266#0,3574435#3,775057#-0,4737718#0,4544993#3,782931#-0,8777941#0,4328149#3,571295#-0,5138893#0,6170124#3,673781#-0,7358223#0,6018828#3,457362#-0,6477886#0,3373296#3,609848#-0,5972248#0,2611945#3,569806#-0,5388316#0,2141909#3,576413#-0,6387442#0,2074155#3,554163#-0,5459936#-0,2347406#3,300688#-0,4804559#-0,2524641#3,379496#-0,4484887#-0,5609445#3,123321#-0,4167106#-0,5484389#3,191826#-0,4785131#-0,6294476#3,070757#-0,4674343#-0,617006#3,102255#1  
frame7 #-0,7348835#0,9748048#3,541713#-0,680704#0,7745944#3,59629# -0,4302821#0,3646848#3,926103#-1,009123#0,3130661#3,812847#-0,4522231#0,4008568#3,86756#-0,9819631#0,3567103#3,76031#-0,5180458#0,5093726#3,706819#-0,8763306#0,4320816#3,556723#-0,6274033#0,6126078#3,487452#-0,7329745#0,6018571#3,451619#-0,5674261#0,3112704#3,566487#-0,5273177#0,2352889#3,507145#-0,4985922#0,2159065#3,505572#-0,5440015#0,2110497#3,501145#-0,5481957#-0,2305411#3,283298#-0,479053#-0,2339935#3,444491#-0,4555724#-0,5654448#3,12612#-0,4352219#-0,5542175#3,175347#-0,4869222#-0,6320248#3,074168#-0,491209#-0,6334686#3,134559#1  
frame8 #-0,7336344#0,9765145#3,529288#-0,6725268#0,7783809#3,576562# -0,9766756#0,4149677#3,556143#-1,002618#0,3173573#3,791738#-0,9327253#0,4385063#3,506335#-0,9758667#0,3603453#3,739992#-0,8008744#0,5091221#3,371502#-0,8702341#0,4357167#3,53611#-0,6235974#0,6160171#3,443111#-0,72465#0,6058429#3,431437#-0,5513903#0,3134821#3,566424#-0,5202627#0,2322032#3,504818#-0,4910622#0,2121902#3,499413#-0,53548#0,2077609#3,503249#-0,5472298#-0,2291177#3,272702#-0,4825933#-0,2757542#3,283882#-0,4646563#-0,5632138#3,126641#-0,4396375#-0,5717662#3,165234#-0,5055791#-0,6303252#3,06926#-0,4777051#-0,6248163#3,063616#1  
frame9 #-0,7293676#0,9854192#3,528668#-0,6548384#0,7781077#3,52881# -1,041664#0,4643354#3,319082#-0,9860464#0,3172352#3,743065#-0,9862953#0,5022559#3,293387#-0,9594935#0,3599046#3,691702#-0,7872525#0,5152289#3,371975#-0,853861#0,435276#3,487873#-0,6079651#0,6213733#3,422269#-0,7070363#0,6056069#3,383785#-0,5614977#0,3331275#3,55692#-0,5201834#0,2568544#3,504213#-0,4902496#0,2357769#3,49366#-0,5364757#0,2268886#3,509331#-0,5390289#-0,230211#3,262229#-0,488647#-0,2512714#3,291817#-0,4736325#-0,5668679#3,118179#-0,447298#-0,5588796#3,167694#-0,5103125#-0,6342422#3,069674#-0,4816172#-0,6201431#3,066961#1  
frame10 #-0,718927#0,9737745#3,485121#-0,6513758#0,7752516#3,517076# -0,9741046#0,7125226#3,207824#-0,9823783#0,3147097#3,730946#-0,9285192#0,6648591#3,230953#-0,956031#0,3570485#3,679982#-0,7917631#0,5218686#3,314981#-0,8503985#0,4324199#3,476147#-0,5827544#0,6152647#3,400711#-0,7035737#0,6027508#3,37205#-0,5484788#0,3443097#3,552959#-0,51399#0,2662995#3,503814#-0,4781207#0,2479579#3,486993#-0,5325407#0,2284168#3,513696#-0,5301594#-0,2305068#3,252442#-0,5033124#-0,2384507#3,244898#-0,4751667#-0,5653161#3,117095#-0,4701445#-0,5452989#3,13989#-0,511546#-0,6327721#3,067638#-0,4895539#-0,628732#3,051057#1  
frame11 #-0,696894#0,9652124#3,447464#-0,6414695#0,7730935#3,49971# -1,002561#0,5382614#3,219264#-0,9723404#0,3127629#3,713175#-0,9317091#0,5413904#3,217322#-0,9461247#0,3548903#3,662464#-0,7251282#0,5421975#3,252626#-0,8404922#0,4302617#3,458681#-0,5627211#0,619074#3,385463#-0,6936674#0,6005926#3,354685#-0,5474918#0,3451436#3,538665#-0,515519#0,2654226#3,494752#-0,4792047#0,2444696#3,477763#-0,535088#0,2256788#3,506898#-0,5127341#-0,1547551#3,263037#-0,4968417#-0,2387458#3,246226#-0,4772593#-0,5557296#3,119437#-0,4697005#-0,5642191#3,153333#-0,5114194#-0,6313914#3,068828#-0,5422086#-0,6544036#3,111242#1  
