frame1 #-0,2785864#0,9874143#3,4993#-0,2872575#0,8131951#3,536486# -0,1991905#0,3075683#3,397871#-0,2594226#0,7052366#2,984769#-0,1306529#0,2940144#3,472551#-0,3142099#0,6568218#3,003947#-0,08093897#0,4714874#3,594249#-0,3535886#0,5290256#3,202272#-0,1236603#0,6803727#3,617918#-0,4387835#0,685626#3,457414#-0,2627598#0,4362745#3,554118#-0,2578603#0,3608903#3,561166#-0,1817545#0,2796543#3,60054#-0,3235599#0,2820183#3,525429#-0,1468809#-0,2487081#3,580241#-0,269108#-0,2343858#3,39799#-0,2361624#-0,5530998#3,220359#-0,2505334#-0,5436974#3,231772#-0,1958465#-0,5971899#3,147949#-0,2293779#-0,6088341#3,149319#1  
frame2 #-0,2805896#0,9881492#3,497282#-0,287486#0,8131179#3,534651# -0,3892893#0,4916863#3,228965#-0,2974945#0,6712958#2,997934#-0,2699302#0,4887742#3,363776#-0,3142562#0,6564737#3,004701#-0,08125979#0,4722002#3,594939#-0,3530964#0,5283474#3,200419#-0,1235041#0,680741#3,616582#-0,437761#0,6837434#3,455516#-0,2624147#0,4390252#3,552529#-0,2572639#0,3648883#3,55966#-0,1809336#0,2874703#3,597558#-0,3225165#0,2861771#3,525473#-0,1473264#-0,2477843#3,578848#-0,2690961#-0,2320653#3,39801#-0,2210795#-0,5468987#3,208867#-0,2540284#-0,5426214#3,231874#-0,180658#-0,5908911#3,136697#-0,2282427#-0,6066206#3,149123#1  
frame3 #-0,2828614#0,9852624#3,497114#-0,2882382#0,8131016#3,533855# -0,382751#0,5129935#3,183022#-0,2981874#0,6704056#3,000722#-0,2579417#0,4778399#3,35158#-0,3152287#0,6557107#3,006081#-0,08178446#0,4753449#3,595054#-0,3527785#0,5276662#3,199714#-0,124756#0,6878057#3,617003#-0,4357311#0,6853734#3,455372#-0,2623123#0,4381509#3,552471#-0,2569797#0,3634844#3,559635#-0,18101#0,2869044#3,597594#-0,3216313#0,2848689#3,525801#-0,1478102#-0,2481479#3,5793#-0,2680044#-0,234864#3,399724#-0,2297903#-0,5458443#3,227122#-0,2605927#-0,5392541#3,242149#-0,1830663#-0,5961521#3,1448#-0,2344836#-0,6050448#3,153171#1 
frame4 #-0,2853181#0,9854352#3,497952#-0,2889693#0,813746#3,53403# -0,3990707#0,5096307#3,241549#-0,2981704#0,6702734#3,000815#-0,2805112#0,4939706#3,370217#-0,3151953#0,6556819#3,006279#-0,08254731#0,4737694#3,595385#-0,3534384#0,5277498#3,200717#-0,1249975#0,690074#3,616459#-0,4357972#0,685425#3,455505#-0,2625949#0,4382163#3,552125#-0,2572587#0,3634309#3,559134#-0,1813143#0,2868992#3,596987#-0,3219346#0,2843547#3,524821#-0,1479427#-0,2480195#3,579325#-0,2595033#-0,2308245#3,414937#-0,2210366#-0,5456559#3,229789#-0,2752213#-0,5275567#3,247311#-0,1730966#-0,5981268#3,145854#-0,236416#-0,600978#3,160612#1  
frame5 #-0,2894295#0,9841052#3,498696#-0,2895985#0,8126945#3,53387# -0,3973615#0,5062789#3,237825#-0,3135271#0,6760275#2,995426#-0,2801534#0,4936787#3,36658#-0,3174957#0,6574648#3,005101#-0,08289028#0,4758506#3,592383#-0,354866#0,5294071#3,204388#-0,1254894#0,6912479#3,61601#-0,4359598#0,6835935#3,455419#-0,2630713#0,4371051#3,551793#-0,2577304#0,362213#3,558772#-0,1819624#0,2865018#3,595841#-0,3223251#0,2825751#3,525177#-0,148182#-0,247974#3,579378#-0,2579916#-0,2293613#3,422227#-0,2283264#-0,5358785#3,238739#-0,2566961#-0,5184994#3,242982#-0,1795573#-0,5892929#3,153237#-0,207927#-0,5719138#3,15748#1  
frame6 #-0,290009#0,9834747#3,498314#-0,2904346#0,812793#3,533163# -0,3929304#0,4903409#3,208409#-0,3161667#0,6751731#2,996656#-0,2668954#0,4829244#3,350709#-0,3033313#0,6603296#3,023619#-0,08347036#0,4782417#3,589857#-0,3542821#0,5278094#3,1987#-0,1267123#0,6938378#3,614828#-0,4354155#0,6844109#3,455522#-0,263792#0,4400494#3,550411#-0,2583705#0,3661315#3,557184#-0,1832594#0,2918467#3,594011#-0,3221127#0,2867154#3,523519#-0,1485308#-0,2475758#3,579157#-0,2580547#-0,2176637#3,425421#-0,2245411#-0,5368414#3,226436#-0,2613425#-0,5068723#3,246346#-0,1758224#-0,5902278#3,140822#-0,2126237#-0,5602587#3,160732#1  
frame7 #-0,2902454#0,9840539#3,498471#-0,2923369#0,8147333#3,533527# -0,392639#0,4918098#3,214916#-0,3097492#0,6738464#3,001004#-0,2623724#0,5242705#3,351666#-0,3143528#0,6573794#3,015672#-0,08374692#0,4771525#3,590225#-0,3536623#0,527503#3,202632#-0,1258071#0,6947661#3,615959#-0,4350932#0,6846406#3,456267#-0,2639728#0,4396001#3,550772#-0,2584698#0,3649236#3,557676#-0,1830149#0,2894533#3,595499#-0,3221213#0,2843318#3,523388#-0,148542#-0,2471984#3,579549#-0,2584347#-0,2159425#3,426086#-0,2238751#-0,5365682#3,227015#-0,2670662#-0,5054182#3,248048#-0,1748476#-0,5902069#3,140903#-0,2180387#-0,5590569#3,161936#1  
frame8 #-0,2987854#0,9821168#3,502025#-0,2880784#0,8102241#3,537949# -0,3926583#0,4924342#3,213772#-0,3077828#0,673017#3,001344#-0,2700209#0,4883999#3,353533#-0,3103244#0,6553589#3,02103#-0,0833331#0,4771419#3,590463#-0,3537064#0,5276354#3,202628#-0,1262876#0,6957608#3,615639#-0,4235174#0,6751126#3,465121#-0,2645057#0,438843#3,550951#-0,2595237#0,3641944#3,557597#-0,1886877#0,2922799#3,591932#-0,3228686#0,2839819#3,524163#-0,1499583#-0,2464049#3,580206#-0,2673722#-0,2144879#3,413309#-0,2295206#-0,534973#3,226132#-0,2665888#-0,5121537#3,249547#-0,1815844#-0,5881665#3,140216#-0,2186526#-0,5653473#3,163631#1  
frame9 #-0,2936341#0,980401#3,498918#-0,2887402#0,8103219#3,536847# -0,394079#0,489352#3,222448#-0,3061305#0,6722143#3,002452#-0,2730362#0,4871957#3,353698#-0,3128473#0,653781#3,020321#-0,08272985#0,4781724#3,58769#-0,3587084#0,5290086#3,205857#-0,1247548#0,6978462#3,619393#-0,4269795#0,6811633#3,462447#-0,2644338#0,4413552#3,550861#-0,2592444#0,3679661#3,557743#-0,1870399#0,2947465#3,593167#-0,3227372#0,2871703#3,524126#-0,149919#-0,2466102#3,57993#-0,2616757#-0,2183884#3,420626#-0,2317539#-0,5366079#3,226973#-0,2647634#-0,5127521#3,248964#-0,1831989#-0,5894326#3,142106#-0,2162084#-0,5655768#3,164098#1  
frame10 #-0,292437#0,983564#3,495886#-0,2883518#0,8106529#3,537622# -0,3948852#0,4924909#3,226547#-0,3052867#0,6718198#3,002902#-0,2773421#0,4901069#3,355581#-0,3120991#0,6591407#3,01151#-0,0828708#0,4780771#3,587156#-0,3532636#0,5343696#3,196866#-0,1252422#0,6974964#3,619345#-0,4266711#0,6842704#3,464255#-0,2650135#0,4358215#3,550062#-0,2605205#0,3590998#3,555768#-0,1887462#0,2820788#3,583989#-0,3235076#0,2861072#3,524874#-0,1487902#-0,2244599#3,582392#-0,2616663#-0,2164029#3,420676#-0,2329562#-0,5269577#3,241816#-0,2648856#-0,5111122#3,249925#-0,1843103#-0,5801265#3,156058#-0,2162397#-0,5642809#3,164167#1  
frame11 #-0,2918692#0,9815512#3,496558#-0,2889783#0,8105904#3,537091# -0,3954571#0,4907272#3,218331#-0,3033819#0,6678407#3,002888#-0,2767652#0,4913721#3,355461#-0,3128744#0,6577653#3,009076#-0,08286718#0,4779604#3,587156#-0,35214#0,5283589#3,191183#-0,1272304#0,6972893#3,608098#-0,4283845#0,6822238#3,440128#-0,2651117#0,4360298#3,549826#-0,2605691#0,3596797#3,555531#-0,1884714#0,2848368#3,584486#-0,3235097#0,2861472#3,524753#-0,1497379#-0,2351457#3,581568#-0,2609112#-0,2183259#3,420061#-0,2281566#-0,5348675#3,237929#-0,2642486#-0,5127702#3,250062#-0,1762529#-0,5880677#3,153355#-0,2123449#-0,5659703#3,165488#1  
