frame1 #-0,3570652#1,097684#3,624035#-0,374948#0,8823143#3,659778# -0,4610687#0,5517522#3,324692#-0,3751016#0,7616096#3,074917#-0,3094286#0,5082512#3,504591#-0,3768142#0,7218392#3,136634#-0,1339756#0,5541072#3,693398#-0,4182745#0,5833179#3,301054#-0,2022218#0,7671477#3,708872#-0,4947865#0,732921#3,535906#-0,3455439#0,5081618#3,669497#-0,3199651#0,4383389#3,640556#-0,2455254#0,3764949#3,658702#-0,3771795#0,3610928#3,611999#-0,2448183#-0,1660932#3,685454#-0,3666571#-0,1843138#3,41534#-0,3282663#-0,5417275#3,307636#-0,3508553#-0,5582687#3,29928#-0,2761752#-0,5894414#3,22594#-0,34012#-0,6120606#3,225668#1  
frame2 #-0,3563856#1,10751#3,61263#-0,3734896#0,88673#3,650167# -0,4613622#0,5532022#3,324152#-0,3802444#0,73832#3,103894#-0,324176#0,5587316#3,47513#-0,3744462#0,722314#3,136577#-0,1346058#0,5546602#3,693661#-0,4195748#0,5864055#3,298849#-0,2038499#0,7663022#3,710593#-0,4941357#0,7308382#3,523132#-0,3458412#0,5111236#3,665934#-0,3196282#0,440446#3,63909#-0,2456066#0,3780803#3,659318#-0,3762731#0,3632931#3,608768#-0,2448075#-0,1667591#3,684157#-0,3627366#-0,2038925#3,420952#-0,3337456#-0,5153832#3,330426#-0,3149289#-0,5495546#3,309106#-0,2770312#-0,5642639#3,248993#-0,3554902#-0,6031725#3,243369#1  
frame3 #-0,3530342#1,108568#3,602463#-0,3701349#0,8859272#3,642465# -0,4708639#0,5733644#3,326962#-0,3814472#0,7393856#3,104267#-0,3236108#0,562351#3,478969#-0,3772333#0,7122427#3,145466#-0,1338814#0,5543541#3,694821#-0,4234574#0,5849158#3,31312#-0,2040135#0,768203#3,714762#-0,4932264#0,7321196#3,531582#-0,3447182#0,511797#3,664186#-0,3196334#0,4404234#3,639063#-0,2457373#0,3781187#3,659575#-0,3763155#0,3632042#3,608896#-0,2422486#-0,1773976#3,696904#-0,3464428#-0,2078864#3,474418#-0,334038#-0,5088949#3,33919#-0,3228214#-0,5283693#3,302194#-0,2775105#-0,558764#3,256559#-0,2662939#-0,5782384#3,219563#1  
frame4 #-0,3559252#1,10942#3,605822#-0,3687543#0,8851802#3,641438# -0,3918673#0,5636704#3,39802#-0,3817564#0,7398535#3,104898#-0,313174#0,565441#3,488137#-0,3783312#0,7120255#3,148993#-0,1286306#0,5741698#3,704216#-0,4237948#0,5844737#3,313392#-0,2034152#0,7708897#3,719927#-0,4958265#0,7290812#3,528975#-0,3438715#0,5119126#3,662725#-0,3194189#0,4403909#3,639246#-0,2452664#0,3783054#3,660031#-0,3762884#0,3618314#3,609908#-0,2424652#-0,177609#3,69678#-0,3592479#-0,2112457#3,419809#-0,3255944#-0,5087496#3,347694#-0,3159037#-0,5463268#3,314691#-0,2680435#-0,5585551#3,265868#-0,3513198#-0,6053377#3,249222#1  
frame5 #-0,3550909#1,110518#3,606222#-0,3694704#0,8855535#3,640862# -0,3886065#0,5500888#3,393177#-0,3814722#0,7401321#3,105368#-0,3107246#0,5610148#3,485637#-0,3764745#0,7124408#3,151088#-0,1302104#0,5754992#3,701164#-0,4272323#0,5862347#3,312047#-0,207462#0,7757499#3,728474#-0,4916604#0,7300035#3,516903#-0,3447961#0,512459#3,660144#-0,3196758#0,440972#3,638931#-0,2468524#0,3807069#3,661229#-0,3762098#0,3621442#3,609381#-0,2423853#-0,1765344#3,69656#-0,3593061#-0,2112539#3,419726#-0,3250653#-0,5159055#3,347638#-0,3504589#-0,5514588#3,306825#-0,2623484#-0,565327#3,26917#-0,3402549#-0,6165512#3,238165#1  
frame6 #-0,3554869#1,107824#3,602818#-0,3685252#0,8829669#3,640597# -0,4515842#0,5445729#3,322274#-0,3819938#0,7404546#3,105575#-0,3089289#0,5611852#3,487643#-0,3770249#0,712214#3,153125#-0,1301511#0,5756013#3,701241#-0,4271387#0,5861734#3,311832#-0,2062594#0,7709323#3,722921#-0,4895026#0,7274934#3,512629#-0,3439609#0,5115395#3,658938#-0,3197387#0,4401484#3,638915#-0,2472257#0,3800977#3,661264#-0,3762212#0,3616345#3,609606#-0,2428382#-0,1770928#3,696413#-0,3594624#-0,2114059#3,419446#-0,3318957#-0,5162131#3,343103#-0,3499741#-0,5545504#3,306355#-0,2690151#-0,5658495#3,264327#-0,2870935#-0,6041868#3,227579#1  
frame7 #-0,354363#1,109#3,601936#-0,3687737#0,8842178#3,639984# -0,3911152#0,5456778#3,38622#-0,3818606#0,7417594#3,107747#-0,3101138#0,5515821#3,480108#-0,3774778#0,7111189#3,15556#-0,1325448#0,5504096#3,69514#-0,4267822#0,5843099#3,31375#-0,2060376#0,7712352#3,722539#-0,4912692#0,7267078#3,513624#-0,3432416#0,5127714#3,657562#-0,3198663#0,4412126#3,638547#-0,247122#0,3810958#3,661111#-0,3764185#0,361858#3,609424#-0,242597#-0,1756822#3,694412#-0,3616824#-0,2030119#3,41906#-0,3354704#-0,5175666#3,340349#-0,3499129#-0,5491698#3,308584#-0,2731252#-0,56728#3,261145#-0,2875676#-0,5988832#3,229381#1  
frame8 #-0,3815538#1,115017#3,622094#-0,3684588#0,8837149#3,639471# -0,453701#0,5537226#3,308381#-0,381849#0,7417888#3,107752#-0,3111678#0,5538727#3,477154#-0,3778563#0,7097513#3,156898#-0,1353156#0,5514534#3,693703#-0,4254339#0,5829108#3,315655#-0,2054182#0,7718505#3,729155#-0,4919056#0,7278789#3,516431#-0,3425834#0,513052#3,656507#-0,3196842#0,4415713#3,638631#-0,2469245#0,3814191#3,661266#-0,3762814#0,3623375#3,60988#-0,243105#-0,1774431#3,696163#-0,3621373#-0,2083301#3,414318#-0,3380472#-0,5165488#3,336869#-0,3487349#-0,5565236#3,306215#-0,2751035#-0,566268#3,258036#-0,3399072#-0,6292367#3,244787#1  
frame9 #-0,365637#1,059623#3,609961#-0,346089#0,8471304#3,649732# -0,4622916#0,5713657#3,315944#-0,3831408#0,7434275#3,108481#-0,3132315#0,5570565#3,476225#-0,3772217#0,7120664#3,155806#-0,1347982#0,5488038#3,688829#-0,4231096#0,5851542#3,313872#-0,2046825#0,7708172#3,727734#-0,4918483#0,7162268#3,499966#-0,3413237#0,5127527#3,656706#-0,318688#0,4426925#3,639071#-0,2462871#0,3828677#3,6618#-0,3761151#0,3624175#3,609597#-0,243026#-0,177678#3,695268#-0,3474534#-0,2052795#3,461578#-0,3387476#-0,518558#3,334626#-0,3482284#-0,5425687#3,31#-0,2731648#-0,5683396#3,257389#-0,2826456#-0,5923503#3,232762#1  
frame10 #-0,3638211#1,090477#3,603823#-0,3598387#0,8735649#3,637683# -0,3909915#0,5508007#3,379054#-0,3835548#0,7439724#3,109516#-0,3165485#0,5610262#3,481271#-0,3780438#0,7125202#3,155806#-0,1342645#0,5524194#3,690569#-0,4137546#0,5784055#3,310359#-0,2024387#0,7574247#3,726821#-0,5048231#0,7102708#3,532841#-0,338483#0,5129518#3,656827#-0,3183323#0,4422916#3,638987#-0,2431345#0,3785025#3,663311#-0,3762239#0,3620671#3,609418#-0,2431933#-0,1768801#3,694038#-0,3560019#-0,2128571#3,435883#-0,3418978#-0,5164587#3,332481#-0,3530162#-0,5568252#3,303393#-0,2845024#-0,5672209#3,249438#-0,2956208#-0,6075873#3,22035#1  
frame11 #-0,3625128#1,067057#3,614272#-0,3467897#0,8582764#3,645828# -0,4535815#0,5532244#3,306875#-0,3835016#0,7439793#3,109392#-0,3162364#0,5606068#3,47908#-0,3705974#0,7508649#3,116359#-0,1345918#0,5526605#3,690376#-0,3990536#0,6141382#3,271092#-0,2027096#0,7641188#3,728132#-0,5006447#0,7118182#3,524409#-0,3364841#0,5128881#3,657182#-0,3168285#0,4433962#3,639845#-0,2427575#0,3788254#3,663477#-0,3753709#0,3636711#3,610208#-0,2411934#-0,1734274#3,694733#-0,3555796#-0,2117594#3,438308#-0,3404275#-0,4879322#3,403898#-0,3506908#-0,5520951#3,30577#-0,3072014#-0,6130477#3,391966#-0,2909097#-0,6032051#3,224573#1  
frame12 #-0,3607219#1,059979#3,616603#-0,3465868#0,8582901#3,647175# -0,4558373#0,5559843#3,313942#-0,3834744#0,744101#3,109168#-0,3103522#0,5334547#3,470982#-0,3785673#0,7090337#3,160115#-0,1357497#0,5428219#3,688417#-0,4277159#0,5825527#3,318614#-0,2019179#0,7654207#3,729172#-0,4962016#0,7182793#3,523925#-0,3357648#0,5127531#3,657281#-0,316359#0,4436269#3,640014#-0,2426993#0,3787983#3,663092#-0,3749664#0,3659978#3,61159#-0,2399289#-0,1743227#3,695166#-0,3464547#-0,1748956#3,473028#-0,3402157#-0,4859025#3,406285#-0,350739#-0,5315298#3,311364#-0,2793043#-0,5370919#3,325319#-0,2898276#-0,5827191#3,230398#1  
frame13 #-0,3601383#1,054581#3,621248#-0,3444796#0,8575635#3,648926# -0,4562037#0,5546513#3,314226#-0,3826422#0,7449963#3,108513#-0,3157452#0,5550418#3,475808#-0,3782773#0,7080278#3,159116#-0,1360826#0,5404898#3,68858#-0,4274564#0,5819415#3,31801#-0,2006731#0,7656353#3,729873#-0,4963097#0,7183316#3,522493#-0,3345948#0,5121546#3,657888#-0,315807#0,4434919#3,64037#-0,242201#0,3780422#3,663337#-0,3750027#0,3659372#3,611511#-0,2397422#-0,1757647#3,694883#-0,3468116#-0,1770006#3,469627#-0,3460636#-0,5169835#3,356906#-0,3511421#-0,5326017#3,31148#-0,3034485#-0,6303349#3,402781#-0,29049#-0,5833445#3,231315#1  
frame14 #-0,3573054#1,051419#3,627958#-0,3442001#0,8569002#3,649398# -0,4580266#0,5544782#3,301319#-0,3795223#0,7455122#3,10648#-0,3154298#0,5542496#3,477087#-0,3648038#0,7365636#3,126728#-0,1352731#0,5396526#3,692163#-0,4254604#0,5984464#3,27174#-0,2009274#0,7663993#3,729413#-0,483278#0,7272621#3,529381#-0,3337122#0,5119144#3,658215#-0,3149826#0,4436536#3,640781#-0,2423615#0,3781917#3,663271#-0,3722099#0,369095#3,612791#-0,2397851#-0,1755484#3,694646#-0,3566413#-0,2006648#3,421367#-0,3653324#-0,4929361#3,327776#-0,3505208#-0,5460395#3,307872#-0,3330938#-0,6152321#3,35098#-0,3410282#-0,6152316#3,243412#1  
frame15 #-0,3561249#1,056941#3,630112#-0,3441151#0,8572592#3,649447# -0,4625866#0,5518045#3,280132#-0,3746312#0,7475495#3,097241#-0,3990568#0,5801566#3,374976#-0,371553#0,7210658#3,106776#-0,2290485#0,5948945#3,600593#-0,4268079#0,6015877#3,272486#-0,2009029#0,7678337#3,726105#-0,479134#0,7257144#3,53566#-0,3330581#0,5117764#3,658588#-0,3147615#0,4435365#3,64103#-0,2430834#0,3788086#3,662474#-0,3713365#0,3703756#3,615781#-0,2400547#-0,1818342#3,698851#-0,35579#-0,1926275#3,425294#-0,3585616#-0,4742929#3,385155#-0,3507746#-0,5357356#3,310935#-0,2994547#-0,5245698#3,305182#-0,2916678#-0,5860125#3,230962#1  
