frame1 #-0,5055595#0,8759705#3,536076#-0,5845889#0,693024#3,480247# -0,5714087#0,2025736#3,30307#-0,9245406#0,1015519#3,360719#-0,5227121#0,2405194#3,342157#-0,913683#0,1594096#3,373491#-0,3766221#0,3543568#3,473478#-0,8963531#0,3764562#3,412894#-0,421685#0,5616645#3,445892#-0,6604585#0,5539218#3,411916#-0,600631#0,3103762#3,404498#-0,5962241#0,2549219#3,334465#-0,5438505#0,2058143#3,309402#-0,6512986#0,2023301#3,322424#-0,5605426#-0,2468022#3,608622#-0,6273022#-0,2570831#2,995251#-0,602989#-0,5514957#3,584574#-0,6960038#-0,5984409#2,739597#-0,5902565#-0,5927306#3,513351#-0,630225#-0,6634405#2,714698#1  
frame2 #-0,4861224#0,8934582#3,529278#-0,574307#0,7055707#3,475332# -0,2733361#0,1494184#3,633568#-0,8493707#0,08324001#3,402017#-0,2995344#0,2022851#3,590011#-0,8614857#0,1555088#3,399039#-0,3781295#0,3608851#3,473772#-0,8978307#0,3723153#3,404535#-0,4317003#0,5501922#3,396968#-0,663524#0,5520949#3,405723#-0,5929315#0,3078773#3,399842#-0,5983806#0,2493402#3,327258#-0,5473849#0,1997084#3,302648#-0,654134#0,1979358#3,315508#-0,5591509#-0,2467979#3,607162#-0,6289184#-0,2591777#2,992708#-0,6047088#-0,5512219#3,586472#-0,6952882#-0,6005025#2,73496#-0,6046706#-0,5923687#3,516148#-0,6332999#-0,6618534#2,704382#1  
frame3 #-0,4922807#0,8959795#3,440661#-0,5718188#0,7074968#3,451992# -0,2463176#0,1927108#3,666533#-0,8628353#0,07940735#3,3853#-0,2747639#0,2392403#3,617364#-0,8705935#0,1523896#3,383029#-0,3601027#0,3788285#3,484148#-0,8938683#0,3713363#3,390506#-0,4292176#0,5401808#3,379102#-0,6609751#0,5542274#3,384857#-0,5988655#0,316314#3,392017#-0,6042334#0,2573275#3,3214#-0,5539641#0,2046655#3,299135#-0,6617619#0,2111667#3,308917#-0,5586394#-0,2467527#3,604307#-0,6325713#-0,2699427#2,976315#-0,6068531#-0,5492393#3,584856#-0,6936998#-0,6059272#2,716147#-0,604726#-0,5892109#3,513853#-0,6307675#-0,6621644#2,693824#1  
frame4 #-0,4872822#0,9022729#3,447037#-0,5606365#0,7037895#3,415981# -0,2065545#0,2463432#3,653953#-0,8492077#0,0852549#3,363172#-0,2362055#0,2851982#3,600477#-0,8593057#0,1569686#3,365098#-0,3251585#0,4017631#3,454277#-0,8895999#0,3721098#3,385103#-0,4275616#0,5450233#3,354817#-0,6591667#0,5465229#3,358758#-0,5931868#0,3179336#3,370602#-0,6005348#0,2576343#3,304617#-0,5520327#0,2066772#3,286602#-0,6575557#0,2089068#3,293189#-0,5589773#-0,2469271#3,603495#-0,6352948#-0,2755154#2,96833#-0,6070813#-0,5606368#3,572714#-0,6938145#-0,6045721#2,71228#-0,6058717#-0,5993461#3,501965#-0,6300161#-0,6625983#2,684912#1  
frame5 #-0,4761599#0,8992119#3,425929#-0,5634092#0,7061645#3,39325# -0,03021297#0,4587507#3,377443#-0,8713479#0,09307958#3,369765#-0,1005439#0,4511579#3,391218#-0,8723077#0,1651364#3,368897#-0,3115367#0,4283796#3,446768#-0,8751869#0,3813069#3,380516#-0,4284296#0,5407768#3,331689#-0,647847#0,549727#3,334168#-0,5887432#0,3137994#3,353122#-0,5937517#0,2512487#3,287169#-0,5481412#0,2024856#3,276605#-0,6458931#0,2050695#3,272721#-0,5585926#-0,2477184#3,601396#-0,6360527#-0,2758902#2,966471#-0,6074754#-0,5561516#3,58256#-0,6942911#-0,6046355#2,710468#-0,6051123#-0,5964172#3,508084#-0,6291266#-0,6621998#2,679134#1  
frame6 #-0,4789286#0,9035223#3,399403#-0,5628453#0,7082322#3,371761# -0,08604874#0,5700834#3,531425#-0,8555357#0,0880539#3,369083#-0,1326326#0,5410964#3,485611#-0,8628673#0,1591537#3,368561#-0,2723843#0,4541355#3,362342#-0,8848619#0,372453#3,381168#-0,4341336#0,5439937#3,281783#-0,6686565#0,5470328#3,325641#-0,5814013#0,3205417#3,340114#-0,5959581#0,2580824#3,276603#-0,5477194#0,2072767#3,26149#-0,6506566#0,2078505#3,266054#-0,5581223#-0,2479532#3,597955#-0,6383113#-0,2793921#2,960176#-0,6061664#-0,5564946#3,583809#-0,6953219#-0,6016086#2,709244#-0,6181953#-0,5972685#3,510226#-0,630706#-0,660502#2,673023#1  
frame7 #-0,493075#0,9121481#3,360111#-0,5530838#0,7115132#3,354998# -0,3171214#0,7353296#3,284412#-0,8623945#0,09206258#3,377441#-0,3009519#0,6666173#3,286773#-0,8670911#0,1624928#3,375006#-0,2524436#0,4604804#3,308049#-0,8811809#0,3737834#3,381894#-0,4331741#0,5457851#3,265517#-0,6740994#0,5497142#3,318406#-0,5751191#0,3190126#3,325586#-0,5922253#0,2555292#3,263292#-0,5425413#0,20219#3,249726#-0,6501701#0,2035556#3,25028#-0,5539788#-0,2436206#3,589129#-0,6387715#-0,2798101#2,959163#-0,6063159#-0,5588785#3,57839#-0,6933404#-0,5934806#2,706025#-0,6208848#-0,5999707#3,504591#-0,6319931#-0,6587806#2,665662#1  
frame8 #-0,5314691#0,9111491#3,3143#-0,5578595#0,7146255#3,343319# -0,3493763#0,7266827#3,21479#-0,8434396#0,09358913#3,376651#-0,3287135#0,6602524#3,218999#-0,8544076#0,1624022#3,375193#-0,2667249#0,4609614#3,245745#-0,8873115#0,3688414#3,384935#-0,4415539#0,5544329#3,206999#-0,7064822#0,559944#3,308697#-0,5681449#0,3406138#3,312697#-0,5912284#0,2840537#3,252828#-0,5355118#0,2242188#3,223921#-0,6536351#0,2203604#3,251878#-0,5537572#-0,244116#3,587361#-0,6386271#-0,2793119#2,953841#-0,6048563#-0,5589824#3,577235#-0,6950297#-0,5960147#2,695544#-0,6310375#-0,600621#3,506572#-0,6323038#-0,6596068#2,654342#1  
frame9 #-0,5131083#0,9254384#3,305419#-0,5638198#0,7253086#3,309775# -0,3476132#0,731092#3,198746#-0,745931#0,1309471#3,391729#-0,3284834#0,6653997#3,202368#-0,781931#0,1891477#3,38838#-0,2710938#0,468323#3,227376#-0,8899313#0,3637494#3,392476#-0,4429622#0,5602117#3,18981#-0,7536225#0,5193079#3,322286#-0,5647457#0,3425779#3,305863#-0,5908072#0,2803477#3,248539#-0,5307019#0,2189859#3,218396#-0,6598473#0,2026299#3,247446#-0,5547888#-0,2438055#3,575096#-0,6372736#-0,2781126#2,948619#-0,6010386#-0,5579685#3,579633#-0,6950723#-0,5960668#2,693712#-0,632258#-0,5991241#3,510277#-0,632511#-0,6592807#2,649207#1  
frame10 #-0,5550353#0,9520326#3,275675#-0,567072#0,7440846#3,286579# -0,3367018#0,8163198#3,15783#-0,7423906#0,1379383#3,386768#-0,3135406#0,754232#3,142539#-0,7786099#0,1954951#3,386036#-0,2440571#0,5679687#3,110835#-0,8872676#0,3681657#3,398011#-0,4465071#0,5831115#3,158926#-0,7584532#0,5844835#3,351602#-0,5640623#0,3626329#3,294423#-0,5956327#0,2945274#3,244965#-0,5318758#0,2190598#3,21852#-0,6701681#0,245335#3,248604#-0,5547916#-0,2446486#3,568917#-0,6380621#-0,2810884#2,941734#-0,6008842#-0,5580717#3,579808#-0,6937432#-0,6010398#2,683383#-0,6411214#-0,5991361#3,515477#-0,6331574#-0,660723#2,643144#1  
frame11 #-0,5515965#0,9527775#3,270762#-0,5743265#0,7394079#3,271706# -0,3138565#0,6118878#3,283035#-0,2352928#0,6881931#3,172218#-0,3975559#0,5737005#3,304691#-0,2751968#0,6810504#3,115325#-0,6544785#0,4707041#3,280175#-0,5475938#0,619891#3,14284#-0,4531183#0,5774074#3,146255#-0,7643065#0,5776075#3,342103#-0,5618661#0,3624122#3,287421#-0,5927374#0,293217#3,240344#-0,5284265#0,2136602#3,222504#-0,6587902#0,2391858#3,22837#-0,5470085#-0,2449296#3,560647#-0,6374464#-0,2813841#2,940456#-0,6012649#-0,5605952#3,577354#-0,6936924#-0,602988#2,679645#-0,6418543#-0,6016752#3,513761#-0,633612#-0,6628448#2,636142#1  
