frame1 #-0,4463609#0,854661#2,930207#-0,4175821#0,6620832#2,970735# -0,1074838#0,342628#2,954031#-0,6510909#0,7914922#2,455148#-0,116206#0,3698633#3,010567#-0,6890133#0,7407821#2,512434#-0,1445252#0,491459#3,18944#-0,7245653#0,60373#2,739023#-0,2575153#0,5911082#3,034819#-0,564155#0,5588481#2,920251#-0,3995673#0,338789#3,012067#-0,3959644#0,2741301#3,023394#-0,3229166#0,2086386#3,054432#-0,4609045#0,1941216#3,007409#-0,3010074#-0,2172733#3,254405#-0,4097806#-0,2314832#2,828186#-0,3442236#-0,4862685#3,495761#-0,4486652#-0,5846405#2,819174#-0,295049#-0,5445932#3,584943#-0,4057658#-0,6505644#2,782592#1  
frame2 #-0,4527488#0,8491929#2,93427#-0,419145#0,6588719#2,973364# -0,1462831#0,4060127#2,897481#-0,6526533#0,7734262#2,507612#-0,1668541#0,4372698#2,90666#-0,6899177#0,7343714#2,537753#-0,1246672#0,4766639#3,109813#-0,7559053#0,5901665#2,749621#-0,2579916#0,5892719#3,034449#-0,5714198#0,5551378#2,926857#-0,4000038#0,3378327#3,012864#-0,3962618#0,2734603#3,024011#-0,3226794#0,2073347#3,054712#-0,4617807#0,1927049#3,008328#-0,3008805#-0,2226504#3,254724#-0,4101639#-0,2324823#2,829096#-0,3375975#-0,4887634#3,493696#-0,4514444#-0,5811163#2,821529#-0,2908386#-0,5627998#3,577181#-0,4068661#-0,6483541#2,782947#1  
frame3 #-0,4555535#0,8403292#2,936692#-0,4187899#0,65624#2,976965# -0,217211#0,491364#2,799493#-0,6625998#0,7517494#2,562605#-0,1927986#0,476665#2,857174#-0,7178583#0,6712576#2,640375#-0,1195616#0,4325677#3,04281#-0,7932358#0,5585896#2,790358#-0,260021#0,582847#3,025101#-0,5797377#0,5521254#2,936902#-0,3999643#0,3366589#3,013928#-0,3962444#0,2725549#3,024713#-0,3218504#0,2054271#3,054316#-0,4624836#0,1912875#3,010071#-0,3006722#-0,222395#3,252705#-0,4104249#-0,2333409#2,829489#-0,3337808#-0,4878346#3,480833#-0,4511577#-0,5811813#2,821508#-0,3055903#-0,5431761#3,391357#-0,4079916#-0,6546658#2,785342#1  
frame4 #-0,4583663#0,8411317#2,938344#-0,418246#0,6560771#2,978206# -0,2092518#0,5460692#2,82529#-0,6695108#0,7176769#2,605001#-0,1857874#0,5161896#2,875333#-0,7155702#0,6518132#2,663766#-0,1153943#0,426551#3,038071#-0,7715005#0,5166111#2,851835#-0,2623141#0,5694176#3,007581#-0,5853358#0,5443835#2,946692#-0,399864#0,335385#3,015727#-0,3962548#0,2710461#3,026567#-0,3213178#0,2037107#3,0545#-0,4637096#0,1891904#3,015049#-0,3006174#-0,2224041#3,252573#-0,4104699#-0,2334953#2,830709#-0,3331115#-0,4902527#3,482429#-0,4505595#-0,5798685#2,819896#-0,3124287#-0,5472741#3,389371#-0,4075317#-0,6562662#2,784868#1  
frame5 #-0,4591919#0,8418853#2,94008#-0,4183944#0,6565725#2,984553# -0,2550101#0,613807#2,82263#-0,6792917#0,6582902#2,659511#-0,2075949#0,5569064#2,881508#-0,7082502#0,6053383#2,714176#-0,1003866#0,4241246#2,965923#-0,7862933#0,470197#2,902309#-0,2691896#0,5289285#2,993977#-0,5967377#0,5387573#2,970247#-0,4009307#0,3342283#3,018299#-0,397433#0,2697127#3,028611#-0,3220467#0,1984671#3,05307#-0,4669325#0,1904864#3,020733#-0,3007967#-0,2219429#3,252336#-0,4110111#-0,2354296#2,830314#-0,3340167#-0,4893399#3,480195#-0,448463#-0,5826524#2,816927#-0,3253776#-0,5460679#3,386269#-0,4065737#-0,6562924#2,777237#1  
frame6 #-0,4575012#0,8442191#2,941675#-0,4186104#0,6605914#2,990252# -0,2475933#0,5964189#2,795426#-0,6927217#0,5956777#2,72724#-0,2189687#0,5796097#2,80029#-0,7228641#0,5385209#2,796851#-0,08780238#0,4216004#2,909183#-0,7748969#0,4273623#2,973393#-0,2695873#0,5282322#2,993137#-0,5993542#0,5391964#2,997488#-0,4014586#0,3349609#3,020157#-0,3979357#0,2700801#3,029838#-0,3222305#0,1977483#3,051413#-0,468472#0,1948133#3,027023#-0,29873#-0,2268081#3,257355#-0,4109984#-0,2357918#2,83054#-0,3358432#-0,4907312#3,48142#-0,4484285#-0,5827612#2,816661#-0,3355767#-0,5476065#3,386687#-0,4065997#-0,655874#2,775115#1  
frame7 #-0,4577985#0,8455458#2,942536#-0,4194425#0,6638792#2,992302# -0,2639227#0,6131099#2,72452#-0,6853134#0,5227441#2,760659#-0,2227241#0,5817308#2,754303#-0,7104713#0,4741724#2,829484#-0,09812441#0,4368157#2,8489#-0,7376851#0,3899292#3,025103#-0,2719625#0,5285669#2,991859#-0,5980224#0,5402042#3,015277#-0,4018028#0,3372653#3,022425#-0,3982041#0,2720582#3,031882#-0,3224852#0,1990167#3,050072#-0,4675487#0,2012391#3,033767#-0,299524#-0,2302096#3,261729#-0,410973#-0,2339323#2,835429#-0,3357682#-0,4924717#3,485384#-0,4494381#-0,5808315#2,816479#-0,3413142#-0,5496838#3,390754#-0,4069105#-0,6536504#2,774697#1  
frame8 #-0,4578834#0,8438781#2,945738#-0,4182357#0,6654927#2,994912# -0,2670668#0,6194632#2,686305#-0,6922193#0,4393966#2,815817#-0,2393051#0,5945353#2,6975#-0,6954508#0,4048896#2,931407#-0,1287551#0,4598876#2,778165#-0,6976668#0,3617558#3,125964#-0,2717533#0,5283283#2,991359#-0,5924953#0,5423657#3,039189#-0,4020674#0,3396153#3,024377#-0,3987747#0,2745492#3,033635#-0,3232358#0,2006437#3,04796#-0,4683751#0,2056917#3,038037#-0,3001826#-0,2307252#3,262194#-0,4110886#-0,2348064#2,834511#-0,3292577#-0,5000046#3,505483#-0,4494547#-0,5808283#2,816318#-0,3422674#-0,5569295#3,412432#-0,4074659#-0,6527667#2,774115#1  
frame9 #-0,458725#0,8587942#2,953562#-0,4138006#0,6753099#3,000689# -0,3401539#0,6383377#2,585142#-0,7127507#0,387229#2,854908#-0,3008969#0,6149434#2,616321#-0,6693784#0,3542243#2,894589#-0,174005#0,5167676#2,726838#-0,6291497#0,3920783#3,148477#-0,2713829#0,5232584#2,986313#-0,5869038#0,5483223#3,044965#-0,4016315#0,3464549#3,028871#-0,3989939#0,2808337#3,037776#-0,324383#0,2032329#3,047142#-0,4676826#0,2193102#3,04642#-0,301085#-0,2285961#3,262319#-0,41118#-0,235452#2,834158#-0,3292667#-0,4995313#3,504503#-0,4493591#-0,5840789#2,817256#-0,3458017#-0,5557632#3,412844#-0,4068578#-0,6536076#2,773535#1  
frame10 #-0,4592455#0,8574093#2,955138#-0,4114893#0,6762631#3,00266# -0,3516231#0,6412397#2,518898#-0,7062854#0,3533879#2,916452#-0,2924304#0,6073579#2,585942#-0,6639165#0,3211468#2,955214#-0,171799#0,5003775#2,740589#-0,6037708#0,3603551#3,150598#-0,271992#0,5213245#2,987425#-0,5796027#0,551795#3,058187#-0,4027115#0,3458892#3,029768#-0,4011664#0,2797328#3,0388#-0,3297697#0,2053969#3,044161#-0,471671#0,2148184#3,048729#-0,3006561#-0,2250083#3,263992#-0,4112656#-0,2358803#2,833956#-0,3287299#-0,499729#3,505345#-0,448856#-0,584265#2,817371#-0,3492197#-0,5553819#3,415241#-0,4070294#-0,6531739#2,77368#1  
frame11 #-0,4566519#0,8632214#2,966713#-0,4106266#0,6829822#3,007291# -0,3784406#0,6425189#2,453883#-0,6591216#0,2232191#2,945071#-0,3389075#0,6316328#2,496484#-0,6139866#0,2568659#2,979659#-0,2291424#0,5601835#2,713794#-0,5995891#0,3635492#3,151043#-0,2913252#0,5198011#2,987191#-0,5715064#0,5599537#3,064124#-0,4036442#0,3442461#3,033116#-0,4025382#0,2763925#3,042562#-0,3330804#0,2054681#3,043884#-0,4701325#0,2140523#3,054014#-0,3020652#-0,2215415#3,261997#-0,4118821#-0,2369397#2,834277#-0,3254458#-0,4992127#3,509176#-0,4497578#-0,5826024#2,817568#-0,3499053#-0,5543724#3,420635#-0,4076768#-0,6510124#2,774629#1  
