frame1 #-0,8854636#0,9546577#3,341218#-0,8772166#0,7255213#3,344264# -0,5157593#0,1728258#3,377489#-0,989218#0,06420812#3,394284#-0,555671#0,2168764#3,331677#-1,015095#0,1453118#3,33895#-0,5255485#0,4237808#3,39413#-1,032406#0,3440901#3,274807#-0,7255753#0,5826775#3,330184#-0,9788734#0,5586758#3,230125#-0,8161163#0,3355665#3,299112#-0,7829695#0,2778817#3,235797#-0,7128217#0,2207968#3,251716#-0,8268058#0,209996#3,185528#-0,7592747#-0,2764186#2,924558#-0,6962481#-0,3139951#2,935429#-0,6406866#-0,6171845#2,692604#-0,6385283#-0,5990024#2,718729#-0,7035036#-0,665067#2,637058#-0,6094555#-0,638621#2,650644#1  
frame2 #-0,9026148#0,9420241#3,341597#-0,8745124#0,7136043#3,320579# -0,6509731#0,1430713#3,354363#-1,007335#0,08928345#3,470348#-0,6243396#0,2080535#3,348844#-1,014612#0,1625924#3,403022#-0,5444393#0,403#3,346933#-1,031912#0,3438783#3,274816#-0,7186921#0,5755055#3,324758#-0,9703634#0,5466051#3,194132#-0,8094704#0,3262743#3,257396#-0,7703821#0,2728347#3,19286#-0,6971753#0,2134917#3,210403#-0,8124794#0,2029082#3,133074#-0,7594855#-0,2768148#2,923824#-0,7008795#-0,2915172#2,963702#-0,6414995#-0,6169958#2,692814#-0,6386943#-0,5993112#2,719512#-0,7042723#-0,6664951#2,6373#-0,6025757#-0,6407369#2,654367#1  
frame3 #-0,9158236#0,9425631#3,348092#-0,879298#0,7155884#3,297614# -0,6412739#0,09851617#3,316582#-1,017463#0,08515892#3,490299#-0,6194946#0,1662555#3,313434#-1,015018#0,1557267#3,480675#-0,5541567#0,3694736#3,318763#-1,03061#0,3436953#3,276366#-0,7123113#0,5643163#3,306768#-0,9451177#0,5544251#3,175735#-0,8036183#0,3216173#3,248925#-0,7584606#0,2651134#3,187231#-0,6893321#0,2072989#3,207983#-0,7952604#0,2004719#3,130892#-0,7600992#-0,2773462#2,923343#-0,7009283#-0,2907847#2,968548#-0,6525172#-0,6057988#2,70074#-0,6389479#-0,5996586#2,721887#-0,7036692#-0,6661525#2,638952#-0,5976519#-0,6408568#2,656949#1  
frame4 #-0,9055349#0,9459965#3,274052#-0,877598#0,7221028#3,279436# -0,659573#0,0926297#3,312143#-1,031083#0,1427694#3,52445#-0,6369452#0,1601429#3,312014#-1,014866#0,1976022#3,479728#-0,5690621#0,3626827#3,326657#-1,013598#0,343774#3,278984#-0,6665185#0,5515547#3,334703#-0,9263917#0,5680518#3,148422#-0,8026418#0,2988932#3,209488#-0,7509805#0,2355788#3,149741#-0,6776394#0,170632#3,161788#-0,793787#0,1852823#3,112373#-0,7623988#-0,2778045#2,919216#-0,7019902#-0,2902136#2,970199#-0,6506778#-0,6097475#2,700727#-0,6449778#-0,6007544#2,720407#-0,7077887#-0,6699477#2,645404#-0,5945235#-0,6410796#2,662535#1  
frame5 #-0,9120557#0,9516053#3,281778#-0,8813832#0,7212374#3,231575# -0,6532539#0,08377887#3,322749#-1,013853#0,2075007#3,563876#-0,6357602#0,1554745#3,318831#-1,016908#0,2265565#3,494219#-0,5832794#0,3705615#3,32219#-0,9944317#0,3786653#3,272601#-0,6908579#0,5581996#3,303134#-0,9148489#0,5774503#3,092202#-0,8048901#0,3036634#3,19737#-0,7472621#0,2392616#3,145315#-0,6767213#0,1726424#3,162909#-0,7780246#0,1876079#3,089043#-0,7648126#-0,2793645#2,898607#-0,7051283#-0,2907575#2,964961#-0,6493887#-0,6132478#2,700721#-0,6511003#-0,6008752#2,718025#-0,7090009#-0,6712989#2,644357#-0,6720695#-0,6519243#2,658792#1  
frame6 #-0,9159148#0,950973#3,226946#-0,8766527#0,7228323#3,203043# -0,6800953#0,06548665#3,334594#-1,002891#0,2799519#3,545298#-0,6614081#0,1384435#3,330164#-1,006721#0,3095536#3,479499#-0,6053466#0,3573142#3,331935#-0,9945358#0,3821673#3,26393#-0,6895611#0,5588809#3,302314#-0,914204#0,5737236#3,068512#-0,8107207#0,3198864#3,170446#-0,7524328#0,2588816#3,124969#-0,6841952#0,1960689#3,146958#-0,7851644#0,1994841#3,078456#-0,7636942#-0,2776594#2,882828#-0,7113803#-0,2795022#2,930329#-0,6531214#-0,6112642#2,702661#-0,653792#-0,599302#2,718465#-0,7092364#-0,6712515#2,645341#-0,6742936#-0,6531341#2,657683#1  
frame7 #-0,8884846#0,9580461#3,204196#-0,8774723#0,7252567#3,178169# -0,6745321#0,07681168#3,354061#-0,9502704#0,3495201#3,459379#-0,6611162#0,150339#3,346025#-0,9540864#0,3790204#3,393806#-0,6208688#0,3709208#3,337001#-0,7118047#0,4468134#3,236276#-0,7026973#0,5639451#3,283125#-0,8623713#0,5777996#3,035093#-0,806323#0,2993336#3,134349#-0,7389694#0,2335219#3,095937#-0,6907836#0,1909497#3,113361#-0,7719413#0,1970789#3,071148#-0,7628033#-0,2747999#2,862953#-0,703773#-0,2346495#2,953964#-0,6569797#-0,612131#2,700675#-0,6572191#-0,5988247#2,717201#-0,70965#-0,6711829#2,64661#-0,690692#-0,6657044#2,654599#1  
frame8 #-0,9260469#0,9591184#3,156058#-0,8720477#0,7326328#3,142167# -0,7021973#0,1037015#3,365551#-0,9661816#0,3948618#3,450166#-0,6879562#0,1768773#3,357619#-0,9699819#0,42424#3,384864#-0,6452329#0,3964047#3,348875#-0,7405782#0,4785858#3,207531#-0,7020575#0,5720589#3,249966#-0,8801589#0,5893832#2,990434#-0,8107324#0,3047442#3,131643#-0,7455018#0,2368101#3,093838#-0,7003564#0,1961246#3,098107#-0,7783458#0,2011508#3,076427#-0,7585618#-0,2704001#2,845269#-0,7079067#-0,2623362#2,875221#-0,6644774#-0,6362318#2,683894#-0,6581733#-0,5987459#2,716529#-0,7158934#-0,675194#2,645144#-0,6882458#-0,6653234#2,655413#1  
frame9 #-0,9233521#0,9620212#3,166685#-0,8593053#0,7375782#3,092579# -0,7567003#0,144213#3,363269#-0,9658979#0,4022416#3,429012#-0,7393624#0,2163729#3,354783#-0,9696847#0,4315159#3,363941#-0,6873486#0,4328526#3,344347#-0,7493409#0,4875305#3,178387#-0,6900606#0,5775323#3,199181#-0,8694489#0,5928764#2,9502#-0,8151005#0,3127663#3,113513#-0,7515444#0,2404388#3,082135#-0,7059726#0,1992521#3,076973#-0,7813078#0,2030103#3,074787#-0,7508103#-0,264855#2,830668#-0,6771031#-0,2116128#2,937976#-0,6673292#-0,6382816#2,679132#-0,6591822#-0,5988036#2,715536#-0,7196867#-0,6785803#2,645144#-0,5913804#-0,6345023#2,673473#1  
frame10 #-0,9013243#0,9641497#3,085191#-0,8502694#0,7389754#3,079168# -0,7216108#0,2206308#3,42294#-0,9588434#0,4064917#3,408505#-0,7232376#0,2822873#3,363596#-0,9626304#0,4357671#3,343432#-0,7281182#0,4672569#3,200648#-0,7434355#0,4910105#3,160427#-0,7863052#0,5713822#2,954377#-0,8585469#0,5946767#2,93247#-0,7912189#0,2832635#3,127825#-0,7631849#0,188836#3,086305#-0,7433699#0,162797#3,067886#-0,7772334#0,1753032#3,10116#-0,7391697#-0,2604054#2,818512#-0,6622675#-0,1799354#2,858462#-0,6628036#-0,6228322#2,689589#-0,6439067#-0,6143544#2,692373#-0,7101636#-0,6711114#2,651864#-0,692121#-0,6673043#2,656667#1  
frame11 #-0,9009449#0,9646524#3,086272#-0,8321353#0,7382812#3,04609# -0,9789145#0,4873471#3,032676#-0,9457742#0,4048601#3,380022#-0,9055102#0,4813386#2,964537#-0,9497045#0,4352436#3,312485#-0,6909036#0,4934235#3,192344#-0,7268516#0,4899222#3,130602#-0,7703263#0,5722504#2,941018#-0,8414711#0,5939372#2,900424#-0,8006955#0,2854164#3,115964#-0,7671215#0,1913575#3,083655#-0,745575#0,1642018#3,067001#-0,7835712#0,1783824#3,098379#-0,7292029#-0,2590149#2,812299#-0,6769361#-0,1631234#2,842469#-0,6628244#-0,6305156#2,681031#-0,6446209#-0,6044376#2,684427#-0,7151402#-0,6753171#2,648566#-0,6890647#-0,667422#2,651559#1  
