frame1 #-0,852101#0,8930517#3,441465#-0,8382874#0,6993198#3,462822# -0,9649159#0,3183344#3,375612#-0,9115782#0,4655756#3,196059#-0,9082424#0,3417524#3,330485#-0,8946424#0,3953303#3,266771#-0,7382218#0,4120066#3,208375#-1,019545#0,3698367#3,469568#-0,6894623#0,5723256#3,389638#-1,016849#0,5305214#3,547336#-0,8170169#0,3543862#3,491458#-0,8127628#0,2853995#3,500429#-0,734425#0,2189819#3,488262#-0,8817492#0,20017#3,521511#-0,72477#-0,2181663#3,253585#-0,9386034#-0,2671199#3,506575#-0,7354509#-0,5734417#3,120641#-0,6915464#-0,5529067#3,569447#-0,7754#-0,6309505#3,035946#-0,7060533#-0,5757961#3,44601#1  
frame2 #-0,8520141#0,8926928#3,439379#-0,8384488#0,6995686#3,462072# -0,9505103#0,3251791#3,363798#-0,9028525#0,4589705#3,222765#-0,8969742#0,3496835#3,324182#-0,8845628#0,3982745#3,30151#-0,7363661#0,4231967#3,218413#-1,007413#0,3786023#3,487345#-0,6848542#0,5725696#3,386768#-1,015635#0,5320122#3,547061#-0,8186373#0,3582461#3,490271#-0,8148782#0,2905462#3,498969#-0,7358401#0,2225924#3,487778#-0,8851086#0,206155#3,518442#-0,7247849#-0,2259833#3,245576#-0,9387754#-0,2674649#3,505654#-0,7350985#-0,5732358#3,120175#-0,6904087#-0,5480804#3,57586#-0,7753274#-0,6306615#3,035571#-0,6960401#-0,5714748#3,451809#1  
frame3 #-0,8532947#0,8929163#3,439689#-0,8386878#0,7001759#3,461936# -0,8394356#0,5833319#2,928359#-0,9196711#0,4704873#3,227219#-0,8039559#0,505251#3,029668#-0,9005878#0,4006471#3,297277#-0,7360618#0,4262317#3,223423#-1,007746#0,3815392#3,48826#-0,6853546#0,573371#3,387946#-1,015567#0,531989#3,546582#-0,8186852#0,3583889#3,49047#-0,8148977#0,2906171#3,499222#-0,7359397#0,2229135#3,488102#-0,8850143#0,2061065#3,519041#-0,7245314#-0,2304653#3,244142#-0,938975#-0,2670046#3,505555#-0,7349109#-0,5730053#3,120212#-0,6900157#-0,5485174#3,576128#-0,7746681#-0,6302667#3,035758#-0,6997226#-0,5712436#3,452642#1  
frame4 #-0,8539143#0,8880064#3,438485#-0,8388911#0,6997128#3,462559# -0,8362087#0,5839882#2,926543#-0,9114364#0,4621069#3,226876#-0,7957029#0,496473#3,026284#-0,8939002#0,3934541#3,298395#-0,7360744#0,4281014#3,225353#-1,008095#0,3844748#3,483814#-0,6856947#0,5744119#3,388422#-1,016447#0,5315265#3,550725#-0,8187628#0,3586874#3,490461#-0,8149579#0,2910476#3,499153#-0,7359952#0,2238481#3,487945#-0,8850226#0,2061435#3,518938#-0,7246058#-0,2313305#3,244678#-0,9389747#-0,2670038#3,505482#-0,7347531#-0,5730943#3,120351#-0,6903739#-0,5492398#3,576524#-0,7752143#-0,6302804#3,036281#-0,7005734#-0,5722805#3,453227#1  
frame5 #-0,8555674#0,8893108#3,437497#-0,8381652#0,7025903#3,467831# -0,8342043#0,5827225#2,926249#-0,9153318#0,4690188#3,227744#-0,7971463#0,494575#3,020647#-0,8978994#0,4000644#3,29917#-0,7371964#0,4267361#3,221869#-1,015352#0,3978892#3,48486#-0,6895372#0,5772591#3,38416#-1,021696#0,5442657#3,559007#-0,8190483#0,3593543#3,490689#-0,8152635#0,291485#3,499073#-0,7364717#0,2241494#3,48807#-0,8858492#0,2079458#3,517018#-0,7239228#-0,234489#3,24173#-0,9390846#-0,2666457#3,505485#-0,7346794#-0,5736379#3,120098#-0,687853#-0,5598819#3,586193#-0,7780879#-0,6304526#3,037081#-0,6989886#-0,5799317#3,4623#1  
frame6 #-0,8556842#0,8897638#3,436857#-0,8386658#0,7028201#3,466426# -0,8338194#0,5831693#2,926245#-0,9134444#0,4754812#3,229167#-0,8003108#0,4972825#3,01475#-0,8966713#0,4050855#3,300022#-0,7399527#0,4284343#3,217283#-1,011738#0,4078274#3,489253#-0,6928238#0,5777957#3,383446#-1,020616#0,5554103#3,563195#-0,8189608#0,3613324#3,489898#-0,8150056#0,2938227#3,498288#-0,7367424#0,2259238#3,488529#-0,8835982#0,2164303#3,513686#-0,7238076#-0,235606#3,238452#-0,9390009#-0,2665517#3,505538#-0,733495#-0,5752617#3,116745#-0,6883129#-0,5613318#3,581304#-0,7787053#-0,6324507#3,034258#-0,6977539#-0,5811089#3,456617#1  
frame7 #-0,8581998#0,8909163#3,438829#-0,8394554#0,7024817#3,465345# -0,8338923#0,5820512#2,926344#-0,9278473#0,4943601#3,228319#-0,8023796#0,4955296#3,011633#-0,9110563#0,4172582#3,292501#-0,7395415#0,4296708#3,215194#-1,011398#0,4072699#3,491059#-0,6911139#0,5779102#3,383097#-1,02106#0,5556823#3,563975#-0,8206619#0,3685609#3,489481#-0,8169347#0,3038298#3,498048#-0,7370824#0,2312395#3,486283#-0,8864684#0,2227916#3,517549#-0,7237503#-0,2355395#3,237571#-0,9389201#-0,2663969#3,505167#-0,7328211#-0,5747411#3,116755#-0,6899933#-0,5517848#3,58164#-0,7781828#-0,632261#3,033946#-0,7032547#-0,5749674#3,457333#1  
frame8 #-0,8646227#0,89053#3,440528#-0,8413701#0,7020772#3,466519# -0,8343334#0,5837385#2,92751#-0,9304938#0,4924279#3,231608#-0,8021957#0,49574#3,011798#-0,9142842#0,414597#3,295017#-0,7379963#0,4321169#3,216127#-1,01606#0,4034419#3,493203#-0,6918987#0,5810978#3,38465#-1,02003#0,553914#3,561213#-0,820601#0,3683927#3,489548#-0,8165811#0,303248#3,497993#-0,736694#0,2313636#3,485054#-0,8849559#0,2206267#3,5185#-0,7237295#-0,2347488#3,237656#-0,9386007#-0,2664036#3,504996#-0,7323392#-0,5741565#3,115314#-0,6929243#-0,5565761#3,581417#-0,776929#-0,6316553#3,032107#-0,7056198#-0,5787507#3,456898#1  
frame9 #-0,8671197#0,8928303#3,441153#-0,8458834#0,7092572#3,466046# -0,8352462#0,5736762#2,928749#-0,9556383#0,5087394#3,238175#-0,8119123#0,5055493#2,982768#-0,9286733#0,4254692#3,293269#-0,7355995#0,4588109#3,187999#-1,019874#0,398863#3,495836#-0,6903166#0,5796713#3,381734#-1,019747#0,550914#3,559365#-0,8202347#0,3695725#3,487994#-0,8155793#0,3036859#3,495827#-0,7345707#0,2327006#3,481251#-0,883604#0,2206841#3,515779#-0,723815#-0,2348172#3,237601#-0,9383965#-0,2666631#3,505538#-0,7315093#-0,5765078#3,112132#-0,7139658#-0,5926852#3,584112#-0,7761573#-0,6341031#3,028916#-0,7126628#-0,6069556#3,457714#1  
frame10 #-0,8670769#0,8924878#3,441682#-0,847766#0,7079308#3,466457# -0,8385851#0,5823026#2,926692#-0,9232492#0,4686113#3,233548#-0,8085113#0,5070648#3,005939#-0,9039276#0,3965809#3,30508#-0,7414623#0,4426357#3,208987#-1,014952#0,3921008#3,498133#-0,6907258#0,5834589#3,384019#-1,021325#0,5443851#3,558672#-0,8197286#0,370147#3,486541#-0,8142374#0,3044059#3,493352#-0,7313325#0,2366034#3,475954#-0,8815987#0,2190191#3,51293#-0,7251819#-0,2353254#3,236433#-0,9382692#-0,2664503#3,506123#-0,7310238#-0,5749945#3,112663#-0,711447#-0,5872934#3,583433#-0,7748427#-0,6325418#3,028855#-0,7133374#-0,6031317#3,457126#1  
frame11 #-0,8685535#0,8931466#3,442869#-0,8501487#0,7120804#3,465093# -0,8411415#0,5852598#2,923439#-0,953199#0,4899634#3,241395#-0,8115401#0,5051211#3,003449#-0,9256024#0,4132843#3,304986#-0,7439392#0,4456383#3,207429#-1,015704#0,3916751#3,507713#-0,6951151#0,5910398#3,378033#-1,022034#0,5457655#3,557218#-0,8192293#0,3752095#3,484994#-0,81318#0,3087358#3,491988#-0,7305285#0,245224#3,468861#-0,8797408#0,2199716#3,515298#-0,7295253#-0,2358238#3,235308#-0,9385195#-0,2656701#3,506274#-0,7307733#-0,5749632#3,112585#-0,6988007#-0,5363209#3,59184#-0,7758073#-0,6327718#3,029366#-0,7032875#-0,5605266#3,466721#1  
