frame1 #-0,8198848#0,8818423#3,463583#-0,8189101#0,6982717#3,501655# -0,5445549#0,2195246#3,561347#-0,9333933#0,4849787#2,893583#-0,5510581#0,279224#3,592909#-0,9923921#0,5205451#3,218978#-0,5264685#0,4768243#3,66956#-0,9323046#0,3223902#3,424916#-0,6519719#0,5976316#3,557277#-0,9530075#0,5899677#3,456837#-0,7929726#0,3352041#3,520252#-0,7877851#0,2625906#3,527319#-0,7150475#0,1942614#3,547832#-0,8505135#0,1908127#3,510655#-0,5001562#-0,1865421#3,48547#-1,095563#-0,1885519#3,526103#-0,3791257#-0,4988633#3,548972#-1,249926#-0,5682361#3,527364#-0,3191462#-0,5663792#3,523255#-1,225022#-0,6080129#3,460545#0  
frame2 #-0,8205777#0,8822271#3,461411#-0,8190603#0,6967078#3,499684# -0,5865064#0,2388866#3,48911#-0,9280114#0,4848248#2,887698#-0,5562196#0,2896709#3,562792#-0,9306#0,4648062#3,012866#-0,5202525#0,4768882#3,660193#-0,9395862#0,4235709#3,301463#-0,6527109#0,6003786#3,559633#-0,9532993#0,5885332#3,454206#-0,7948103#0,3417356#3,515532#-0,7905092#0,2734162#3,521143#-0,7184809#0,2084787#3,540929#-0,8530437#0,1987336#3,504169#-0,5016875#-0,1849996#3,483758#-1,074504#-0,1286156#3,524147#-0,3783087#-0,4996542#3,548217#-1,238589#-0,5508006#3,527401#-0,3177609#-0,5662969#3,520245#-1,212474#-0,5905144#3,460597#0  
frame3 #-0,8403969#0,8838229#3,459852#-0,8218119#0,6964173#3,500263# -0,649086#0,2878758#3,368123#-0,8789924#0,4349173#2,900972#-0,6180316#0,3275399#3,414083#-0,886243#0,4465439#2,946156#-0,5248685#0,4465324#3,56523#-0,9231201#0,5203605#3,204818#-0,6548134#0,599826#3,552997#-0,957818#0,5875453#3,459346#-0,7980767#0,344748#3,514806#-0,79344#0,2761633#3,520344#-0,7205507#0,2102629#3,538933#-0,8568833#0,2023666#3,504358#-0,5093428#-0,1767109#3,481198#-1,092734#-0,1821895#3,519028#-0,3707939#-0,5065123#3,551526#-1,238294#-0,5674402#3,519602#-0,3121796#-0,5718967#3,51823#-1,286334#-0,6150803#3,535119#0  
frame4 #-0,8487411#0,8875779#3,460707#-0,8329347#0,6989531#3,499506# -0,8404539#0,3552512#3,293188#-0,8389997#0,3985281#2,929051#-0,7663555#0,3747218#3,342547#-0,9260003#0,4234527#3,036096#-0,5440605#0,4331338#3,50399#-0,9230182#0,5102686#3,231927#-0,6693194#0,5958971#3,533#-0,9851502#0,5929012#3,472258#-0,8032793#0,3429363#3,515509#-0,7982074#0,2729889#3,521503#-0,7240021#0,2040933#3,539841#-0,862653#0,1992733#3,506274#-0,5108326#-0,1749153#3,479412#-1,093166#-0,1830671#3,518623#-0,3824756#-0,5026274#3,549422#-1,236794#-0,5678226#3,519629#-0,3180597#-0,566045#3,518209#-1,286372#-0,6149554#3,537429#0  
frame5 #-0,8673924#0,8839515#3,471585#-0,8458444#0,6953903#3,501392# -0,8562292#0,383935#3,288551#-0,8187196#0,3578171#2,991481#-0,7881327#0,3904532#3,330311#-0,8524903#0,3747211#3,03271#-0,5838433#0,4100078#3,469036#-0,9172599#0,4792689#3,242973#-0,6789455#0,5872173#3,522154#-0,9991785#0,5802344#3,467258#-0,8103813#0,338406#3,51726#-0,804154#0,2677481#3,52346#-0,7273246#0,1987578#3,538146#-0,8701117#0,1926327#3,513297#-0,5158184#-0,1712189#3,477988#-1,098342#-0,190491#3,514707#-0,3589077#-0,5151297#3,56495#-1,234555#-0,5679322#3,515501#-0,3062842#-0,575346#3,51528#-1,220504#-0,6082557#3,44566#0  
frame6 #-0,9121023#0,8803433#3,483844#-0,8877824#0,6946845#3,505857# -0,8960207#0,5059202#3,248341#-0,772986#0,2842803#3,074284#-0,8375718#0,4803031#3,267787#-0,8258839#0,2843799#3,115459#-0,6622251#0,403452#3,339597#-1,021024#0,3383505#3,308731#-0,7366987#0,5732204#3,441462#-1,024582#0,5298484#3,393242#-0,8417913#0,3325433#3,519153#-0,8326084#0,2605576#3,525101#-0,7644867#0,2025139#3,524645#-0,8894882#0,1863751#3,524635#-0,5358396#-0,1626299#3,475281#-1,108547#-0,1907911#3,512262#-0,3504318#-0,5156959#3,562943#-1,234693#-0,5678596#3,51555#-0,3027186#-0,57842#3,512511#-1,279034#-0,6161098#3,537649#0  
frame7 #-0,9249693#0,8794634#3,481747#-0,9101254#0,6939712#3,510756# -1,020447#0,5843221#3,249728#-0,7688426#0,234291#3,15041#-0,9607983#0,5531964#3,255563#-0,8671018#0,2389162#3,256209#-0,7379305#0,4576639#3,253741#-1,022603#0,33731#3,348296#-0,7675118#0,6080026#3,409014#-1,077787#0,5110919#3,457273#-0,855565#0,3248937#3,519528#-0,8459284#0,2510546#3,52235#-0,7678331#0,1997507#3,523267#-0,9123893#0,1536315#3,519474#-0,5505967#-0,1604799#3,475015#-1,116179#-0,1896457#3,512541#-0,3569247#-0,5158663#3,565433#-1,235948#-0,5675431#3,515399#-0,3014032#-0,5772349#3,509492#-1,309978#-0,6080459#3,568851#0  
frame8 #-1,032477#0,8725876#3,466999#-1,001269#0,6996669#3,511233# -1,213119#0,726454#3,260402#-0,9470829#0,123185#3,349889#-1,134051#0,7067315#3,219968#-0,9915646#0,1733467#3,355012#-0,905454#0,678593#3,207847#-1,099484#0,3245563#3,429236#-0,8434588#0,6354077#3,414656#-1,133458#0,5106115#3,505031#-0,9384236#0,356724#3,503775#-0,9273454#0,2881452#3,500822#-0,8492197#0,2445469#3,480072#-0,9797195#0,1883886#3,513229#-0,5934731#-0,1894622#3,478904#-1,168028#-0,1683667#3,524536#-0,3391653#-0,5146143#3,543868#-1,241298#-0,5652914#3,515624#-0,2981527#-0,5803858#3,501614#-1,300244#-0,6064388#3,528402#0  
frame9 #-1,079957#0,8949917#3,423921#-1,053833#0,7196277#3,496495# -1,277034#0,7987295#3,270482#-1,022857#0,09355062#3,384684#-1,210136#0,8095154#3,273405#-1,067726#0,1441492#3,389852#-0,9524928#0,7764873#3,268503#-1,172686#0,2933615#3,464724#-0,9264652#0,6427323#3,454621#-1,197669#0,4827774#3,514554#-0,9804763#0,3781684#3,503773#-0,9660491#0,3092304#3,503153#-0,8930404#0,2771589#3,505439#-1,009168#0,2023708#3,501284#-0,623247#-0,1581046#3,480358#-1,216997#-0,1816636#3,523884#-0,3299714#-0,5194001#3,49646#-1,24218#-0,5654504#3,516864#-0,3443771#-0,5638955#3,422251#-1,299893#-0,6109495#3,529444#0 
frame10 #-1,0987#1,029114#3,367553#-1,072575#0,8537496#3,439695# -1,268778#0,9166901#3,19731#-1,227536#-0,008714601#3,436726#-1,232272#0,9231554#3,255997#-1,273458#0,04307122#3,442015#-0,9745555#0,9035412#3,282547#-1,314289#0,2558707#3,534749#-0,974564#0,7567099#3,447241#-1,301667#0,4725449#3,569895#-1,000899#0,4060058#3,503255#-0,9830512#0,3177453#3,510669#-0,8971421#0,2660131#3,527524#-1,057829#0,1915056#3,514439#-0,7282963#-0,1581787#3,413705#-1,242406#-0,1918988#3,522693#-0,4808449#-0,5145373#3,522669#-1,240247#-0,5689408#3,522678#-0,4591942#-0,5839258#3,497536#-1,300709#-0,6155757#3,531881#0  
frame11 #-1,174708#1,025044#3,345449#-1,178397#0,882835#3,407366# -1,225043#0,9712929#3,209292#-1,483322#0,03233586#3,510012#-1,188711#0,9777274#3,267699#-1,457925#0,114745#3,539056#-0,9368685#0,9385407#3,30453#-1,41147#0,3255789#3,579555#-1,001224#0,7818037#3,452529#-1,407488#0,5016303#3,537565#-1,101335#0,4900915#3,490964#-1,086235#0,4107162#3,506836#-0,9772129#0,3686324#3,503461#-1,152642#0,2344935#3,54983#-0,8356359#-0,1119934#3,379337#-1,252791#-0,1871794#3,525392#-0,6395119#-0,5213952#3,53511#-1,238065#-0,5659695#3,521938#-0,6276416#-0,5991964#3,530852#-1,300604#-0,6123691#3,534102#0  
