frame1 #-1,240968#0,8937492#3,38552#-1,223375#0,7198015#3,434814# -0,8060955#0,2333076#3,62478#-1,752304#1,071375#3,209676#-0,8487422#0,3055389#3,613529#-1,690994#0,9832969#3,249602#-0,9381911#0,4620544#3,532826#-1,585616#0,8489308#3,371381#-1,057793#0,6223947#3,456352#-1,413207#0,6828477#3,478522#-1,222284#0,4094916#3,447156#-1,222066#0,3474296#3,452629#-1,141806#0,2509996#3,437059#-1,301743#0,2782034#3,470655#-1,14081#-0,2328431#3,212818#-1,36729#-0,2345102#3,422569#-1,149861#-0,5912497#3,067398#-1,139122#-0,590018#3,499551#-1,154129#-0,6439713#2,976691#-1,144444#-0,6032597#3,379644#0  
frame2 #-1,243848#0,8974139#3,39089#-1,230729#0,7217053#3,439201# -0,8488976#0,1268754#3,613707#-1,667521#1,164719#3,169311#-0,8845674#0,1835652#3,58465#-1,642215#1,093992#3,193637#-0,9706983#0,3926901#3,512062#-1,576228#0,9017651#3,316521#-1,064053#0,608723#3,438084#-1,414045#0,6830512#3,478441#-1,226752#0,4061375#3,449431#-1,226465#0,3428215#3,454698#-1,146871#0,2436021#3,43903#-1,30439#0,2760999#3,471963#-1,143498#-0,2332882#3,21154#-1,367013#-0,235726#3,418768#-1,149946#-0,592467#3,068823#-1,140182#-0,5900791#3,500061#-1,159082#-0,6447741#2,979051#-1,146062#-0,6034665#3,38101#0  
frame3 #-1,245591#0,8967323#3,391137#-1,234936#0,7183307#3,440584# -0,8486126#0,03578885#3,557538#-1,619789#1,176876#3,133358#-0,8925691#0,1256583#3,544871#-1,593836#1,107723#3,145493#-0,9771451#0,3292273#3,494004#-1,555763#0,8824227#3,322115#-1,062177#0,5757064#3,410648#-1,415109#0,6837595#3,476949#-1,226884#0,4061271#3,449261#-1,226467#0,3429095#3,454468#-1,145848#0,2414759#3,438954#-1,304113#0,2779528#3,47066#-1,145606#-0,2352704#3,207626#-1,369026#-0,2350534#3,418218#-1,149873#-0,5939502#3,069428#-1,140252#-0,5900996#3,500135#-1,166233#-0,6480876#2,977673#-1,14669#-0,6040838#3,377143#0  
frame4 #-1,259944#0,8885373#3,404438#-1,256715#0,6992078#3,435554# -0,990344#-0,05200518#3,292912#-1,346595#1,069309#3,083344#-1,011524#0,04051989#3,339899#-1,360986#1,003315#3,099745#-1,020727#0,3379002#3,369565#-1,511624#0,8040972#3,274756#-1,073951#0,5515509#3,387399#-1,421271#0,6624905#3,4725#-1,233984#0,3992577#3,444308#-1,230975#0,3381968#3,449733#-1,149798#0,2322359#3,430284#-1,305652#0,2761264#3,468278#-1,170496#-0,2404313#3,192408#-1,380322#-0,2249029#3,397353#-1,152894#-0,5941805#3,068222#-1,139954#-0,5888398#3,498533#-1,174519#-0,647917#2,979397#-1,145934#-0,6036074#3,377629#0  
frame5 #-1,268295#0,8611726#3,418889#-1,258478#0,6961973#3,436903# -1,020053#-0,01719453#3,233004#-1,343082#1,040537#3,090195#-1,055481#0,05004978#3,288754#-1,357507#0,9743885#3,106635#-1,043401#0,338518#3,322034#-1,50505#0,7667096#3,256503#-1,069124#0,5479875#3,381593#-1,420438#0,6508461#3,467601#-1,24631#0,3907777#3,445921#-1,244794#0,3294479#3,450814#-1,162877#0,2232483#3,433269#-1,323827#0,2655774#3,467512#-1,175571#-0,2401662#3,190436#-1,382019#-0,2292834#3,394687#-1,154229#-0,5951522#3,067828#-1,1391#-0,5871569#3,499339#-1,17549#-0,6484317#2,979092#-1,145484#-0,6019506#3,378899#0  
frame6 #-1,269893#0,8869844#3,398187#-1,260579#0,7166002#3,418076# -1,086565#0,05112036#3,112703#-1,278358#0,9082008#3,140541#-1,097977#0,1279203#3,172164#-1,293323#0,8395704#3,157597#-1,082559#0,3854569#3,264908#-1,496001#0,6608824#3,234974#-1,105595#0,5677708#3,38119#-1,415585#0,6236506#3,444809#-1,247416#0,3836038#3,446822#-1,245937#0,3136079#3,454928#-1,167263#0,2217157#3,437599#-1,31734#0,2506895#3,47641#-1,17828#-0,2397406#3,190331#-1,332239#-0,2574679#3,355323#-1,156177#-0,5971038#3,065647#-1,136841#-0,5864902#3,498011#-1,190306#-0,6510256#3,002101#-1,143757#-0,6016597#3,377315#0  
frame7 #-1,270951#0,8907423#3,430231#-1,252787#0,7069584#3,418958# -1,164553#0,1491325#2,848187#-1,242363#0,7385297#3,128432#-1,143879#0,2176753#2,999143#-1,25769#0,6682422#3,1459#-1,1105#0,3545358#3,207324#-1,462969#0,4943737#3,200344#-1,088285#0,5319027#3,324174#-1,398785#0,5448844#3,43276#-1,246469#0,3893439#3,444279#-1,245236#0,3285138#3,450583#-1,173949#0,2608328#3,433486#-1,316059#0,2599459#3,472338#-1,188868#-0,2415745#3,191397#-1,385829#-0,2660733#3,356663#-1,157751#-0,596635#3,063975#-1,136577#-0,5862206#3,495637#-1,169706#-0,6568943#2,996375#-1,143243#-0,601594#3,373194#0  
frame8 #-1,282156#0,8685245#3,41279#-1,243718#0,6822743#3,406378# -1,218158#0,4101523#2,77202#-1,233688#0,6036463#3,062775#-1,184364#0,3585779#2,896818#-1,249065#0,5331317#3,0803#-1,133245#0,3897577#3,129803#-1,460614#0,4811272#3,189809#-1,091606#0,5373541#3,322985#-1,396431#0,5316379#3,422527#-1,241953#0,320314#3,439835#-1,242148#0,2494138#3,450408#-1,17542#0,18567#3,438327#-1,309258#0,1746842#3,474038#-1,202318#-0,2448821#3,182608#-1,424007#-0,2512397#3,406729#-1,157808#-0,5978048#3,063381#-1,136452#-0,5856131#3,495715#-1,171924#-0,6575075#2,995773#-1,143794#-0,6022273#3,373543#0  
frame9 #-1,279884#0,8686625#3,408718#-1,247832#0,6785858#3,408144# -1,205155#0,5278724#2,810836#-1,219469#0,5101364#2,79653#-1,210358#0,4541821#2,881747#-1,310048#0,4158059#3,0352#-1,184045#0,4116116#3,089051#-1,435614#0,333905#3,274719#-1,092486#0,5351228#3,31966#-1,4013#0,5269856#3,423088#-1,244114#0,3239362#3,440172#-1,244149#0,2546808#3,450207#-1,175543#0,1888623#3,441567#-1,313382#0,1830499#3,466627#-1,203132#-0,2454003#3,177937#-1,393821#-0,2743761#3,412947#-1,158449#-0,6038328#3,059888#-1,136598#-0,5852379#3,49381#-1,178542#-0,6686688#2,998692#-1,14514#-0,6037594#3,371856#0  
frame10 #-1,278955#0,871419#3,40338#-1,262212#0,6822118#3,406741# -1,200042#0,5691521#2,808779#-1,200961#0,5963594#2,808175#-1,214084#0,5153981#2,882004#-1,268874#0,5470108#2,951645#-1,116652#0,4381962#3,123877#-1,334871#0,5552083#3,178415#-1,096757#0,5370119#3,319311#-1,416143#0,530233#3,420308#-1,246494#0,3328307#3,438847#-1,244399#0,2642786#3,448564#-1,169146#0,2023778#3,44394#-1,313931#0,1867869#3,463637#-1,200875#-0,2464082#3,173295#-1,411923#-0,2696311#3,405493#-1,158758#-0,6038799#3,059492#-1,136895#-0,584802#3,493847#-1,175774#-0,6626675#2,991435#-1,145087#-0,6021278#3,371507#0  
frame11 #-1,287296#0,8433515#3,380225#-1,26304#0,672313#3,406497# -1,214033#0,6580657#2,839077#-1,210839#0,6588781#2,838949#-1,216227#0,6037585#2,888308#-1,239465#0,6263191#2,925153#-1,167886#0,4660861#3,042925#-1,336418#0,5742221#3,182564#-1,093797#0,537413#3,294116#-1,416935#0,5199434#3,419588#-1,246028#0,3357194#3,436491#-1,243068#0,2703613#3,444627#-1,16135#0,2097997#3,44025#-1,316228#0,1900935#3,457781#-1,190979#-0,2427128#3,164237#-1,413784#-0,2670138#3,403275#-1,158584#-0,600021#3,060354#-1,137321#-0,584363#3,492723#-1,188372#-0,6690061#3,007905#-1,145504#-0,599793#3,369981#0  
frame12 #-1,287514#0,8476561#3,380539#-1,263901#0,6707087#3,405746# -1,216268#0,6581588#2,840022#-1,21067#0,6612833#2,839238#-1,219239#0,5937383#2,894755#-1,277538#0,5645463#3,005659#-1,183111#0,4020253#3,093635#-1,372879#0,4209239#3,225734#-1,092945#0,5362723#3,295255#-1,417802#0,5182869#3,418688#-1,251232#0,3482739#3,432705#-1,249464#0,2874455#3,440508#-1,177399#0,2221203#3,437582#-1,315487#0,2055938#3,452934#-1,184555#-0,2434418#3,153754#-1,403767#-0,2764202#3,379007#-1,159067#-0,5993857#3,060551#-1,138415#-0,5833296#3,488427#-1,175884#-0,6694487#3,003739#-1,146028#-0,599323#3,365556#0  
frame13 #-1,286997#0,8472881#3,381214#-1,267518#0,6667392#3,4063# -1,219523#0,6584922#2,839825#-1,212314#0,6597235#2,840358#-1,22191#0,5988798#2,889567#-1,277665#0,5622448#3,006511#-1,150009#0,4438472#3,075687#-1,370695#0,4164476#3,22734#-1,093337#0,536337#3,296635#-1,421363#0,5143546#3,419099#-1,252592#0,356317#3,426813#-1,249821#0,2977958#3,432651#-1,175517#0,2350175#3,423585#-1,315395#0,2118025#3,446303#-1,181512#-0,2401973#3,150889#-1,405978#-0,2764011#3,380947#-1,159056#-0,5993798#3,06041#-1,138706#-0,582524#3,488316#-1,188963#-0,6594411#2,9976#-1,146405#-0,5977939#3,365153#0  
frame14 #-1,28631#0,8437092#3,380756#-1,270362#0,6633416#3,404275# -1,225673#0,6374385#2,847729#-1,21414#0,6519635#2,842072#-1,223983#0,5780765#2,893506#-1,241075#0,6204028#2,919691#-1,159522#0,4248974#3,091436#-1,340819#0,5669172#3,178779#-1,10087#0,5351988#3,286061#-1,424218#0,5109264#3,416972#-1,25345#0,3550184#3,424396#-1,250382#0,2958232#3,430297#-1,177256#0,2319676#3,419932#-1,314957#0,2106763#3,444818#-1,18069#-0,2389911#3,149303#-1,405896#-0,2763409#3,380231#-1,159141#-0,5979244#3,060948#-1,140181#-0,582743#3,487866#-1,187198#-0,6591293#2,998478#-1,147079#-0,5980812#3,364747#0  
frame15 #-1,287122#0,8434147#3,380545#-1,272468#0,6626639#3,404417# -1,226295#0,6365687#2,846105#-1,215209#0,6477123#2,842927#-1,214083#0,5610108#2,893282#-1,281745#0,5530645#3,003778#-1,188257#0,3816023#3,108631#-1,378755#0,4087188#3,225459#-1,100725#0,5334516#3,285789#-1,426302#0,5102554#3,417076#-1,254941#0,3539073#3,419619#-1,251593#0,2936442#3,424147#-1,176627#0,2300332#3,412637#-1,317821#0,2058789#3,434748#-1,17847#-0,2393037#3,146004#-1,404647#-0,2742755#3,37457#-1,158937#-0,5973246#3,061088#-1,140218#-0,5827322#3,487756#-1,178127#-0,666994#3,004169#-1,146114#-0,5981293#3,364398#0  
frame16 #-1,287761#0,8487282#3,381214#-1,274123#0,6643211#3,403174# -1,228199#0,629777#2,845539#-1,216124#0,6456669#2,843372#-1,216489#0,560544#2,897497#-1,241676#0,616976#2,916262#-1,196277#0,3860758#3,118364#-1,343017#0,5655518#3,176472#-1,100712#0,5332323#3,287442#-1,427961#0,5119218#3,415797#-1,255993#0,3561445#3,417971#-1,252337#0,2953224#3,423022#-1,17775#0,2313265#3,411617#-1,317843#0,2073271#3,434424#-1,175509#-0,2389498#3,140778#-1,404784#-0,2740321#3,374998#-1,158312#-0,5973755#3,060806#-1,140927#-0,5820262#3,487849#-1,191886#-0,6528135#2,974161#-1,146496#-0,5987706#3,364672#0  
frame17 #-1,282377#0,8422309#3,375002#-1,280816#0,6639446#3,405302# -1,22982#0,6292272#2,844184#-1,214713#0,6444221#2,843293#-1,229425#0,574267#2,877723#-1,243614#0,6151419#2,919886#-1,163261#0,4364563#3,084524#-1,347135#0,5644094#3,179336#-1,103362#0,5332398#3,289681#-1,434627#0,5115449#3,417883#-1,259888#0,3534889#3,417769#-1,256077#0,2917944#3,422712#-1,184255#0,2235752#3,412076#-1,319055#0,2064023#3,433985#-1,174798#-0,2402995#3,138843#-1,399138#-0,276273#3,364301#-1,157856#-0,5986033#3,060479#-1,143315#-0,5822471#3,487471#-1,171677#-0,6713812#3,005763#-1,148607#-0,599095#3,36413#0  
frame18 #-1,286116#0,8408936#3,375346#-1,281744#0,6630738#3,405599# -1,23025#0,6279027#2,843534#-1,214815#0,6447324#2,843408#-1,228978#0,5717423#2,879776#-1,24383#0,6149079#2,919545#-1,191675#0,3924239#3,094756#-1,347673#0,5640461#3,179412#-1,101346#0,5288478#3,290504#-1,435555#0,5106747#3,41817#-1,262769#0,3528986#3,416093#-1,259395#0,2912173#3,42061#-1,185968#0,2225401#3,410338#-1,325839#0,2057292#3,430032#-1,175258#-0,2407182#3,137276#-1,399521#-0,2767604#3,363614#-1,158595#-0,5983385#3,058185#-1,143351#-0,5819226#3,487344#-1,176286#-0,6693183#3,002179#-1,14854#-0,599546#3,36406#0  
frame19 #-1,289343#0,8407332#3,376104#-1,283882#0,6635419#3,406975# -1,230002#0,6277588#2,842952#-1,214936#0,6433899#2,842405#-1,231015#0,5706012#2,882205#-1,245944#0,6140663#2,919755#-1,193441#0,3919741#3,098299#-1,34924#0,5636536#3,180398#-1,102656#0,5299817#3,288919#-1,437689#0,5111409#3,419533#-1,264947#0,3575906#3,415647#-1,261466#0,2971725#3,41983#-1,188205#0,2282831#3,402583#-1,326483#0,2103491#3,433943#-1,175302#-0,2405314#3,136643#-1,392835#-0,2733387#3,354777#-1,15834#-0,5990546#3,058194#-1,143508#-0,5818336#3,487128#-1,192#-0,6540622#2,971091#-1,147574#-0,5997192#3,363851#0  
frame20 #-1,28888#0,8425126#3,375068#-1,283949#0,6635628#3,407144# -1,229703#0,6272583#2,842681#-1,215382#0,6416535#2,841889#-1,228642#0,5707544#2,882084#-1,247512#0,6128715#2,918228#-1,192709#0,3924921#3,099286#-1,349347#0,5630414#3,180001#-1,102979#0,5289327#3,289532#-1,437756#0,5111617#3,419701#-1,266062#0,3556505#3,415977#-1,262963#0,2940295#3,420402#-1,191374#0,2232081#3,404124#-1,327011#0,2089241#3,434609#-1,17548#-0,2405069#3,136407#-1,39994#-0,2809178#3,363714#-1,159728#-0,5999196#3,057238#-1,142554#-0,5818405#3,486876#-1,179944#-0,6715381#3,002866#-1,147111#-0,6004819#3,363668#0  
frame21 #-1,296625#0,8673815#3,395845#-1,284134#0,6632886#3,407953# -1,224884#0,6252572#2,83654#-1,216996#0,6411461#2,843404#-1,233591#0,5682535#2,881576#-1,288515#0,5512086#3,000921#-1,180428#0,4079449#3,099841#-1,388352#0,411126#3,226622#-1,104653#0,5275602#3,289807#-1,437941#0,5108885#3,420502#-1,266089#0,3557027#3,41625#-1,262994#0,2941152#3,420554#-1,191415#0,2235906#3,404126#-1,32688#0,2091264#3,435365#-1,175417#-0,2407134#3,134834#-1,400093#-0,2831151#3,363849#-1,1606#-0,6009693#3,058372#-1,143162#-0,5809972#3,487119#-1,180034#-0,6716971#3,002515#-1,148685#-0,6000907#3,363977#0  
frame22 #-1,299964#0,823767#3,369932#-1,284561#0,6609483#3,409984# -1,226116#0,6161984#2,843068#-1,217159#0,6394197#2,843192#-1,233911#0,5662142#2,881687#-1,249093#0,6096262#2,920133#-1,180403#0,4084745#3,100022#-1,350513#0,5605261#3,18241#-1,110929#0,5236171#3,286568#-1,438369#0,5085497#3,422525#-1,268177#0,3472587#3,418169#-1,265365#0,2839643#3,422464#-1,195355#0,2152817#3,407686#-1,327648#0,2035282#3,435562#-1,174983#-0,2409165#3,134297#-1,421038#-0,3103427#3,397913#-1,16082#-0,599182#3,058357#-1,145124#-0,5807962#3,482862#-1,170518#-0,6748367#3,006422#-1,149009#-0,600603#3,359659#0  
frame23 #-1,298438#0,8312498#3,36886#-1,286867#0,6627193#3,408909# -1,23418#0,6113279#2,843076#-1,216911#0,6381112#2,840572#-1,23212#0,5625267#2,886119#-1,299549#0,5417789#3,007357#-1,180458#0,4079823#3,102692#-1,410666#0,4020098#3,227933#-1,112947#0,5237794#3,290908#-1,440678#0,5103207#3,421445#-1,268073#0,3463897#3,417398#-1,264772#0,2824936#3,421518#-1,19393#0,2143532#3,408014#-1,326844#0,2005183#3,43251#-1,175459#-0,241416#3,132826#-1,413377#-0,2897431#3,384414#-1,161457#-0,5986866#3,057503#-1,143948#-0,5804826#3,483654#-1,176573#-0,6715805#3,003014#-1,148973#-0,6003164#3,360526#0  
